Position,Name of Player,Team,Average Points,Total Game Points,Games Played,Won,Lost,Division,Win Percentage
1,Soo Euan Tsung Liang,Ladies Recreation Club M2A,25.71,360,14,14,0,M2,1.0
2,Pun Teddy,Hong Kong Football Club M2A,23.47,399,17,15,2,M2,0.8823529411764706
3,Nihalani Manoj,Hong Kong Football Club M2B,21.67,195,9,7,2,M2,0.7777777777777778
4,Tjia Jonathan,Hong Kong Football Club M2B,21.3,213,10,9,1,M2,0.9
5,Bajaj Prateek,Hong Kong Cricket Club M2A,19.29,135,7,3,4,M2,0.42857142857142855
6,Barmont Alexandre,Hong Kong Football Club M2B,19.0,171,9,3,6,M2,0.3333333333333333
7,Wei Stephen J.,Hong Kong Football Club M2A,18.6,186,10,9,1,M2,0.9
8,Long Adrian,Hong Kong Football Club M2A,18.6,93,5,5,0,M2,1.0
9,Janes Gareth,Hong Kong Cricket Club M2B,18.53,315,17,13,4,M2,0.7647058823529411
10,Caveney Barry John,Hong Kong Cricket Club M2A,18.23,237,13,7,6,M2,0.5384615384615384
11,Lamb Russell,Hong Kong Cricket Club M2A,18.0,108,6,2,4,M2,0.3333333333333333
12,Skinn Christopher Andrew,Hong Kong Cricket Club M2B,17.4,174,10,5,5,M2,0.5
13,Cross David,Hong Kong Football Club M2B,17.4,87,5,4,1,M2,0.8
14,Gates Stuart,Hong Kong Football Club M2B,17.12,291,17,12,5,M2,0.7058823529411765
15,Ho Simon Man Kai,Hong Kong Football Club M2A,16.8,168,10,8,2,M2,0.8
16,Derouet Yann,Hong Kong Football Club M2B,16.62,216,13,12,1,M2,0.9230769230769231
17,Tsang Stephen Chi Pon,Hong Kong Cricket Club M2B,16.2,81,5,2,3,M2,0.4
18,Bruwer Frank,Hong Kong Cricket Club M2B,15.9,159,10,2,8,M2,0.2
19,Lam Allen Kar Fai,Hong Kong Football Club M2A,15.86,111,7,4,3,M2,0.5714285714285714
20,Leung Chi On,Ladies Recreation Club M2A,15.69,204,13,5,8,M2,0.38461538461538464
21,Swan Owen,Ladies Recreation Club M2B,15.56,249,16,5,11,M2,0.3125
22,Ng Paul Lap Yan,Hong Kong Football Club M2A,15.3,153,10,5,5,M2,0.5
23,Lo Kenneth Kin Cheung,Hong Kong Football Club M2B,15.0,150,10,7,3,M2,0.7
24,Joel Neoh Eu Jin,Ladies Recreation Club M2B,15.0,165,11,4,7,M2,0.36363636363636365
25,Grewal Harpreet,Hong Kong Cricket Club M2A,14.8,222,15,6,9,M2,0.4
26,Ladharam Sunesh,Hong Kong Football Club M2A,14.4,72,5,3,2,M2,0.6
27,Ternes Daniel,Hong Kong Cricket Club M2B,14.08,183,13,7,6,M2,0.5384615384615384
28,Mountford Graham,Hong Kong Football Club M2A,14.0,126,9,2,7,M2,0.2222222222222222
29,Sha Steven,Ladies Recreation Club M2B,14.0,126,9,1,8,M2,0.1111111111111111
30,Kwok Charmaine,Ladies Recreation Club M2A,12.82,141,11,4,7,M2,0.36363636363636365
31,Buckland Paul Edwin Kim,Hong Kong Cricket Club M2A,12.5,75,6,3,3,M2,0.5
32,Denham Paul,Hong Kong Cricket Club M2A,12.0,144,12,6,6,M2,0.5
33,Adjemian Nicolas,Ladies Recreation Club M2B,11.31,147,13,4,9,M2,0.3076923076923077
34,Amjad Nauman,Ladies Recreation Club M2A,10.76,183,17,5,12,M2,0.29411764705882354
35,Shahani Dilip,Ladies Recreation Club M2A,10.0,60,6,2,4,M2,0.3333333333333333
36,Neilson Phil,Hong Kong Cricket Club M2B,8.14,57,7,2,5,M2,0.2857142857142857
37,Olsen Sven,Hong Kong Cricket Club M2B,6.6,33,5,0,5,M2,0.0
38,Leow Kin Leung,Ladies Recreation Club M2A,6.5,39,6,1,5,M2,0.16666666666666666
,Hathiramani Sahil Ajit,Hong Kong Cricket Club M2B,20.0,60,3,3,0,M2,1.0
,Kahn Hetrakul,Hong Kong Cricket Club M2A,18.0,18,1,1,0,M2,1.0
,Tanner Julian,Hong Kong Football Club M2A,17.0,51,3,3,0,M2,1.0
,Scheepers Bradley,Hong Kong Football Club M2B,16.0,48,3,3,0,M2,1.0
,Aw Adrian,Hong Kong Cricket Club M2A,15.0,15,1,1,0,M2,1.0
,Heritage Jonathan Paul,Hong Kong Cricket Club M2B,13.5,54,4,3,1,M2,0.75
,Stearn Nicholas,Hong Kong Cricket Club M2A,13.5,27,2,1,1,M2,0.5
,Kumar Raj,Hong Kong Cricket Club M2A,12.0,12,1,1,0,M2,1.0
,Tang Tsz Ho Michael,Ladies Recreation Club M2A,9.0,9,1,0,1,M2,0.0
,Park Wanki Moses,Ladies Recreation Club M2A,6.0,6,1,0,1,M2,0.0
,Weatherall Roland,Ladies Recreation Club M2B,5.25,21,4,0,4,M2,0.0
,Cho Albert,Ladies Recreation Club M2B,3.0,3,1,0,1,M2,0.0
,Montefiore Alexander,Hong Kong Cricket Club M2A,3.0,12,4,0,4,M2,0.0
,Moreu Horacio,Ladies Recreation Club M2B,0.0,0,0,0,0,M2,0.0
,Richard Lee Jacob William,Ladies Recreation Club M2B,0.0,0,0,0,0,M2,0.0
,Michael Ben Lin,Ladies Recreation Club M2B,0.0,0,0,0,0,M2,0.0
