Player Name,HKS No.,Team,Opponent Name,Opponent HKS No.,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Unknown,,Ladies Recreation Club M2B,Pun Teddy,33217.0,Hong Kong Football Club M2A,05/03/2025,Ladies Recreation Club,1,CR,Loss,Home
Pun Teddy,33217.0,Hong Kong Football Club M2A,Unknown,,Ladies Recreation Club M2B,05/03/2025,Ladies Recreation Club,1,CR,Win,Away
Unknown,,Ladies Recreation Club M2B,Wei Stephen J.,33719.0,Hong Kong Football Club M2A,05/03/2025,Ladies Recreation Club,2,CR,Loss,Home
Wei Stephen J.,33719.0,Hong Kong Football Club M2A,Unknown,,Ladies Recreation Club M2B,05/03/2025,Ladies Recreation Club,2,CR,Win,Away
Unknown,,Ladies Recreation Club M2B,Ho Simon Man Kai,29660.0,Hong Kong Football Club M2A,05/03/2025,Ladies Recreation Club,3,CR,Loss,Home
Ho Simon Man Kai,29660.0,Hong Kong Football Club M2A,Unknown,,Ladies Recreation Club M2B,05/03/2025,Ladies Recreation Club,3,CR,Win,Away
Unknown,,Ladies Recreation Club M2B,Long Adrian,29812.0,Hong Kong Football Club M2A,05/03/2025,Ladies Recreation Club,4,CR,Loss,Home
Long Adrian,29812.0,Hong Kong Football Club M2A,Unknown,,Ladies Recreation Club M2B,05/03/2025,Ladies Recreation Club,4,CR,Win,Away
Buckland Paul Edwin Kim,32216.0,Hong Kong Cricket Club M2A,Soo Euan Tsung Liang,27573.0,Ladies Recreation Club M2A,05/03/2025,Hong Kong Cricket Club,1,2-3,Loss,Home
Soo Euan Tsung Liang,27573.0,Ladies Recreation Club M2A,Buckland Paul Edwin Kim,32216.0,Hong Kong Cricket Club M2A,05/03/2025,Hong Kong Cricket Club,1,3-2,Win,Away
Stearn Nicholas,29504.0,Hong Kong Cricket Club M2A,Kwok Charmaine,32182.0,Ladies Recreation Club M2A,05/03/2025,Hong Kong Cricket Club,2,3-0,Win,Home
Kwok Charmaine,32182.0,Ladies Recreation Club M2A,Stearn Nicholas,29504.0,Hong Kong Cricket Club M2A,05/03/2025,Hong Kong Cricket Club,2,0-3,Loss,Away
Unknown,,Hong Kong Cricket Club M2A,Amjad Nauman,33226.0,Ladies Recreation Club M2A,05/03/2025,Hong Kong Cricket Club,3,3-0,Win,Home
Amjad Nauman,33226.0,Ladies Recreation Club M2A,Unknown,,Hong Kong Cricket Club M2A,05/03/2025,Hong Kong Cricket Club,3,0-3,Loss,Away
Unknown,,Hong Kong Cricket Club M2A,Unknown,,Ladies Recreation Club M2A,05/03/2025,Hong Kong Cricket Club,4,WO,Win,Home
Unknown,,Ladies Recreation Club M2A,Unknown,,Hong Kong Cricket Club M2A,05/03/2025,Hong Kong Cricket Club,4,WO,Loss,Away
Barmont Alexandre,31125.0,Hong Kong Football Club M2B,Bruwer Frank,30507.0,Hong Kong Cricket Club M2B,05/03/2025,Hong Kong Football Club,1,3-0,Win,Home
Bruwer Frank,30507.0,Hong Kong Cricket Club M2B,Barmont Alexandre,31125.0,Hong Kong Football Club M2B,05/03/2025,Hong Kong Football Club,1,0-3,Loss,Away
Gates Stuart,32455.0,Hong Kong Football Club M2B,Olsen Sven,32493.0,Hong Kong Cricket Club M2B,05/03/2025,Hong Kong Football Club,2,3-2,Win,Home
Olsen Sven,32493.0,Hong Kong Cricket Club M2B,Gates Stuart,32455.0,Hong Kong Football Club M2B,05/03/2025,Hong Kong Football Club,2,2-3,Loss,Away
Lo Kenneth Kin Cheung,28913.0,Hong Kong Football Club M2B,Heritage Jonathan Paul,32639.0,Hong Kong Cricket Club M2B,05/03/2025,Hong Kong Football Club,3,3-0,Win,Home
Heritage Jonathan Paul,32639.0,Hong Kong Cricket Club M2B,Lo Kenneth Kin Cheung,28913.0,Hong Kong Football Club M2B,05/03/2025,Hong Kong Football Club,3,0-3,Loss,Away
Derouet Yann,33109.0,Hong Kong Football Club M2B,Unknown,,Hong Kong Cricket Club M2B,05/03/2025,Hong Kong Football Club,4,3-0,Win,Home
Unknown,,Hong Kong Cricket Club M2B,Derouet Yann,33109.0,Hong Kong Football Club M2B,05/03/2025,Hong Kong Football Club,4,0-3,Loss,Away
