Player Name,HKS No.,Team,Opponent Name,Opponent HKS No.,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Soo Sean Tsung Jie,30498.0,Hong Kong Football Club M1A,West Steven,28550.0,Hong Kong Cricket Club M1B,27/03/2025,Hong Kong Football Club,1,3-0,Win,Home
West Steven,28550.0,Hong Kong Cricket Club M1B,Soo Sean Tsung Jie,30498.0,Hong Kong Football Club M1A,27/03/2025,Hong Kong Football Club,1,0-3,Loss,Away
Unknown,,Hong Kong Football Club M1A,Unknown,,Hong Kong Cricket Club M1B,27/03/2025,Hong Kong Football Club,2,3-0,Win,Home
Unknown,,Hong Kong Cricket Club M1B,Unknown,,Hong Kong Football Club M1A,27/03/2025,Hong Kong Football Club,2,0-3,Loss,Away
Unknown,,Hong Kong Football Club M1A,Unknown,,Hong Kong Cricket Club M1B,27/03/2025,Hong Kong Football Club,3,3-0,Win,Home
Unknown,,Hong Kong Cricket Club M1B,Unknown,,Hong Kong Football Club M1A,27/03/2025,Hong Kong Football Club,3,0-3,Loss,Away
Caves Christopher,29552.0,Ladies Recreation Club M1,Unknown,,Hong Kong Football Club M1B,27/03/2025,Ladies Recreation Club,1,0-3,Loss,Home
Unknown,,Hong Kong Football Club M1B,Caves Christopher,29552.0,Ladies Recreation Club M1,27/03/2025,Ladies Recreation Club,1,3-0,Win,Away
Brantly Charles,32208.0,Ladies Recreation Club M1,Unknown,,Hong Kong Football Club M1B,27/03/2025,Ladies Recreation Club,2,0-3,Loss,Home
Unknown,,Hong Kong Football Club M1B,Brantly Charles,32208.0,Ladies Recreation Club M1,27/03/2025,Ladies Recreation Club,2,3-0,Win,Away
* Leung Adco,30998.0,Ladies Recreation Club M1,Unknown,,Hong Kong Football Club M1B,27/03/2025,Ladies Recreation Club,3,0-3,Loss,Home
Unknown,,Hong Kong Football Club M1B,* Leung Adco,30998.0,Ladies Recreation Club M1,27/03/2025,Ladies Recreation Club,3,3-0,Win,Away
