Player Name,HKS No.,Team,Opponent Name,Opponent HKS No.,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Jones Robert F.,27122.0,Royal Hong Kong Yacht Club M3,Bradbury Adrian,25380.0,Hong Kong Cricket Club M3,27/03/2025,Royal Hong Kong Yacht Club,1,3-0,Win,Home
Bradbury Adrian,25380.0,Hong Kong Cricket Club M3,Jones Robert F.,27122.0,Royal Hong Kong Yacht Club M3,27/03/2025,Royal Hong Kong Yacht Club,1,0-3,Loss,Away
Lowth Simon,31970.0,Royal Hong Kong Yacht Club M3,Griffiths John David,33926.0,Hong Kong Cricket Club M3,27/03/2025,Royal Hong Kong Yacht Club,2,3-0,Win,Home
Griffiths John David,33926.0,Hong Kong Cricket Club M3,Lowth Simon,31970.0,Royal Hong Kong Yacht Club M3,27/03/2025,Royal Hong Kong Yacht Club,2,0-3,Loss,Away
Unknown,,Royal Hong Kong Yacht Club M3,Mercalfe Stephen Fraser,33662.0,Hong Kong Cricket Club M3,27/03/2025,Royal Hong Kong Yacht Club,3,3-2,Win,Home
Mercalfe Stephen Fraser,33662.0,Hong Kong Cricket Club M3,Unknown,,Royal Hong Kong Yacht Club M3,27/03/2025,Royal Hong Kong Yacht Club,3,2-3,Loss,Away
Unknown,,Royal Hong Kong Yacht Club M3,Koeman Arthur,22974.0,Hong Kong Cricket Club M3,27/03/2025,Royal Hong Kong Yacht Club,4,3-0,Win,Home
Koeman Arthur,22974.0,Hong Kong Cricket Club M3,Unknown,,Royal Hong Kong Yacht Club M3,27/03/2025,Royal Hong Kong Yacht Club,4,0-3,Loss,Away
Unknown,,Royal Hong Kong Yacht Club M3,Smith Robert,11930.0,Hong Kong Cricket Club M3,27/03/2025,Royal Hong Kong Yacht Club,5,3-0,Win,Home
Smith Robert,11930.0,Hong Kong Cricket Club M3,Unknown,,Royal Hong Kong Yacht Club M3,27/03/2025,Royal Hong Kong Yacht Club,5,0-3,Loss,Away
Lee Wai Hang,28505.0,Kowloon Cricket Club M3,Dan John Kai Yiu,30390.0,Old Squash Fellows,27/03/2025,Kowloon Cricket Club,1,3-0,Win,Home
Dan John Kai Yiu,30390.0,Old Squash Fellows,Lee Wai Hang,28505.0,Kowloon Cricket Club M3,27/03/2025,Kowloon Cricket Club,1,0-3,Loss,Away
Kundamal Dhiraj,28381.0,Kowloon Cricket Club M3,Sih Peter Wai Hang,30387.0,Old Squash Fellows,27/03/2025,Kowloon Cricket Club,2,1-3,Loss,Home
Sih Peter Wai Hang,30387.0,Old Squash Fellows,Kundamal Dhiraj,28381.0,Kowloon Cricket Club M3,27/03/2025,Kowloon Cricket Club,2,3-1,Win,Away
Brettell David,19505.0,Kowloon Cricket Club M3,So Yin Wei Winnie,29105.0,Old Squash Fellows,27/03/2025,Kowloon Cricket Club,3,0-3,Loss,Home
So Yin Wei Winnie,29105.0,Old Squash Fellows,Brettell David,19505.0,Kowloon Cricket Club M3,27/03/2025,Kowloon Cricket Club,3,3-0,Win,Away
Tsang Wai Kit Paul,23712.0,Kowloon Cricket Club M3,Unknown,,Old Squash Fellows,27/03/2025,Kowloon Cricket Club,4,3-2,Win,Home
Unknown,,Old Squash Fellows,Tsang Wai Kit Paul,23712.0,Kowloon Cricket Club M3,27/03/2025,Kowloon Cricket Club,4,2-3,Loss,Away
Yip Kent Chi Bun,25547.0,Kowloon Cricket Club M3,Unknown,,Old Squash Fellows,27/03/2025,Kowloon Cricket Club,5,CR,Win,Home
Unknown,,Old Squash Fellows,Yip Kent Chi Bun,25547.0,Kowloon Cricket Club M3,27/03/2025,Kowloon Cricket Club,5,CR,Loss,Away
Fu Ivan Fuk Cheong,27126.0,Titlows Squash Team,Ng Adrian,27119.0,Hong Kong Football Club M3A,27/03/2025,Masters - HK Squash Centre,1,0-3,Loss,Home
Ng Adrian,27119.0,Hong Kong Football Club M3A,Fu Ivan Fuk Cheong,27126.0,Titlows Squash Team,27/03/2025,Masters - HK Squash Centre,1,3-0,Win,Away
Chan Raymond Tsan Fai,23067.0,Titlows Squash Team,Hathiramani Dinesh,21930.0,Hong Kong Football Club M3A,27/03/2025,Masters - HK Squash Centre,2,1-3,Loss,Home
Hathiramani Dinesh,21930.0,Hong Kong Football Club M3A,Chan Raymond Tsan Fai,23067.0,Titlows Squash Team,27/03/2025,Masters - HK Squash Centre,2,3-1,Win,Away
Au Ming Chung Sampson,27153.0,Titlows Squash Team,Li Samuel Kwok Sing,27166.0,Hong Kong Football Club M3A,27/03/2025,Masters - HK Squash Centre,3,0-3,Loss,Home
Li Samuel Kwok Sing,27166.0,Hong Kong Football Club M3A,Au Ming Chung Sampson,27153.0,Titlows Squash Team,27/03/2025,Masters - HK Squash Centre,3,3-0,Win,Away
Lo Wai Kiu Bobby,23640.0,Titlows Squash Team,Yeung Tak Keung,19143.0,Hong Kong Football Club M3A,27/03/2025,Masters - HK Squash Centre,4,0-3,Loss,Home
Yeung Tak Keung,19143.0,Hong Kong Football Club M3A,Lo Wai Kiu Bobby,23640.0,Titlows Squash Team,27/03/2025,Masters - HK Squash Centre,4,3-0,Win,Away
Yung Kai Sing,32148.0,Titlows Squash Team,Hazari Ajay,21638.0,Hong Kong Football Club M3A,27/03/2025,Masters - HK Squash Centre,5,0-3,Loss,Home
Hazari Ajay,21638.0,Hong Kong Football Club M3A,Yung Kai Sing,32148.0,Titlows Squash Team,27/03/2025,Masters - HK Squash Centre,5,3-0,Win,Away
