Player Name,HKS No.,Team,Opponent Name,Opponent HKS No.,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Choi Celia Uen Shan,28862,Hong Kong Football Club L2B,Lee Sum Yuet,30293,Kowloon Cricket Club L2,11/02/2025,Hong Kong Football Club,1,2-3,Loss,Home
Lee Sum Yuet,30293,Kowloon Cricket Club L2,Choi Celia Uen Shan,28862,Hong Kong Football Club L2B,11/02/2025,Hong Kong Football Club,1,3-2,Win,Away
Chung Ka Yau,32992,Hong Kong Football Club L2B,Lau Wai Tung,31957,Kowloon Cricket Club L2,11/02/2025,Hong Kong Football Club,2,0-3,Loss,Home
Lau Wai Tung,31957,Kowloon Cricket Club L2,Chung Ka Yau,32992,Hong Kong Football Club L2B,11/02/2025,Hong Kong Football Club,2,3-0,Win,Away
Yeung Yurisa,29542,Hong Kong Football Club L2B,Tang Lok Yin,32958,Kowloon Cricket Club L2,11/02/2025,Hong Kong Football Club,3,2-3,Loss,Home
Tang Lok Yin,32958,Kowloon Cricket Club L2,Yeung Yurisa,29542,Hong Kong Football Club L2B,11/02/2025,Hong Kong Football Club,3,3-2,Win,Away
Tang Ching Sum,33280,Hong Kong Football Club L2B,Tung Wing Yan,30551,Kowloon Cricket Club L2,11/02/2025,Hong Kong Football Club,4,3-0,Win,Home
Tung Wing Yan,30551,Kowloon Cricket Club L2,Tang Ching Sum,33280,Hong Kong Football Club L2B,11/02/2025,Hong Kong Football Club,4,0-3,Loss,Away
Chan Olivia,29170,Hong Kong Football Club L2A,Wong Jessica Po Sze,29770,Hong Kong Cricket Club L2,11/02/2025,Hong Kong Football Club,1,3-1,Win,Home
Wong Jessica Po Sze,29770,Hong Kong Cricket Club L2,Chan Olivia,29170,Hong Kong Football Club L2A,11/02/2025,Hong Kong Football Club,1,1-3,Loss,Away
Tang Ka Ki,33063,Hong Kong Football Club L2A,Hui Kwai Wah Monique,29587,Hong Kong Cricket Club L2,11/02/2025,Hong Kong Football Club,2,2-3,Loss,Home
Hui Kwai Wah Monique,29587,Hong Kong Cricket Club L2,Tang Ka Ki,33063,Hong Kong Football Club L2A,11/02/2025,Hong Kong Football Club,2,3-2,Win,Away
Chiu Hau Ching,33483,Hong Kong Football Club L2A,Tam Ka Yi,33184,Hong Kong Cricket Club L2,11/02/2025,Hong Kong Football Club,3,3-0,Win,Home
Tam Ka Yi,33184,Hong Kong Cricket Club L2,Chiu Hau Ching,33483,Hong Kong Football Club L2A,11/02/2025,Hong Kong Football Club,3,0-3,Loss,Away
Mishra Ipsa,34129,Hong Kong Football Club L2A,Li Leanne Gi Ming,27369,Hong Kong Cricket Club L2,11/02/2025,Hong Kong Football Club,4,3-0,Win,Home
Li Leanne Gi Ming,27369,Hong Kong Cricket Club L2,Mishra Ipsa,34129,Hong Kong Football Club L2A,11/02/2025,Hong Kong Football Club,4,0-3,Loss,Away
Chung Yee Ling Elaine,32184,JESSICA L2,Cheung Ka Man,32480,Hong Kong Football Club L2C,11/02/2025,Cornwall Street Squash Centre,1,3-0,Win,Home
Cheung Ka Man,32480,Hong Kong Football Club L2C,Chung Yee Ling Elaine,32184,JESSICA L2,11/02/2025,Cornwall Street Squash Centre,1,0-3,Loss,Away
Li Tsz Yau,31480,JESSICA L2,Leung Tsz Shan,32764,Hong Kong Football Club L2C,11/02/2025,Cornwall Street Squash Centre,2,3-1,Win,Home
Leung Tsz Shan,32764,Hong Kong Football Club L2C,Li Tsz Yau,31480,JESSICA L2,11/02/2025,Cornwall Street Squash Centre,2,1-3,Loss,Away
Li Ka Man,33285,JESSICA L2,Cassidy Makaela Lin,33732,Hong Kong Football Club L2C,11/02/2025,Cornwall Street Squash Centre,3,1-3,Loss,Home
Cassidy Makaela Lin,33732,Hong Kong Football Club L2C,Li Ka Man,33285,JESSICA L2,11/02/2025,Cornwall Street Squash Centre,3,3-1,Win,Away
Leung Wai Kwan,31027,JESSICA L2,Chan Niki Sin Hok,30432,Hong Kong Football Club L2C,11/02/2025,Cornwall Street Squash Centre,4,0-3,Loss,Home
Chan Niki Sin Hok,30432,Hong Kong Football Club L2C,Leung Wai Kwan,31027,JESSICA L2,11/02/2025,Cornwall Street Squash Centre,4,3-0,Win,Away
