Player Name,HKS No.,Team,Opponent Name,Opponent HKS No.,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Tse Sheung Wa,34161.0,RELAY 2,Chan Lut Yin Marcus,34176.0,Squash-On,22/02/2025,Sir Denys Roberts Squash Court,1,0-3,Loss,Home
Chan Lut Yin Marcus,34176.0,Squash-On,Tse Sheung Wa,34161.0,RELAY 2,22/02/2025,Sir Denys Roberts Squash Court,1,3-0,Win,Away
Hung Pak Hin,34300.0,RELAY 2,"Lee Tsak Ying, Carol",34035.0,Squash-On,22/02/2025,Sir Denys Roberts Squash Court,2,2-3,Loss,Home
"Lee Tsak Ying, Carol",34035.0,Squash-On,Hung Pak Hin,34300.0,RELAY 2,22/02/2025,Sir Denys Roberts Squash Court,2,3-2,Win,Away
Cheng Nic,34567.0,RELAY 2,Lau Hayden,34900.0,Squash-On,22/02/2025,Sir Denys Roberts Squash Court,3,2-3,Loss,Home
Lau Hayden,34900.0,Squash-On,Cheng Nic,34567.0,RELAY 2,22/02/2025,Sir Denys Roberts Squash Court,3,3-2,Win,Away
Chung Yui On Jake,34325.0,RELAY 2,Lin Pinya,34935.0,Squash-On,22/02/2025,Sir Denys Roberts Squash Court,4,3-0,Win,Home
Lin Pinya,34935.0,Squash-On,Chung Yui On Jake,34325.0,RELAY 2,22/02/2025,Sir Denys Roberts Squash Court,4,0-3,Loss,Away
Wong Wing Sum,34916.0,RELAY 2,Unknown,,Squash-On,22/02/2025,Sir Denys Roberts Squash Court,5,CR,Win,Home
Unknown,,Squash-On,Wong Wing Sum,34916.0,RELAY 2,22/02/2025,Sir Denys Roberts Squash Court,5,CR,Loss,Away
Pun Zhe Qiao Kimi,34012.0,Fusion Squash Club 3,Guo Haonan,34693.0,Squashathon MeGa,22/02/2025,HK Squash Centre,1,0-3,Loss,Home
Guo Haonan,34693.0,Squashathon MeGa,Pun Zhe Qiao Kimi,34012.0,Fusion Squash Club 3,22/02/2025,HK Squash Centre,1,3-0,Win,Away
Chiu Yuet Yi,34206.0,Fusion Squash Club 3,Buxani Krish,35027.0,Squashathon MeGa,22/02/2025,HK Squash Centre,2,0-3,Loss,Home
Buxani Krish,35027.0,Squashathon MeGa,Chiu Yuet Yi,34206.0,Fusion Squash Club 3,22/02/2025,HK Squash Centre,2,3-0,Win,Away
Wang Alden,34763.0,Fusion Squash Club 3,Fung Kwun Shing,33002.0,Squashathon MeGa,22/02/2025,HK Squash Centre,3,0-3,Loss,Home
Fung Kwun Shing,33002.0,Squashathon MeGa,Wang Alden,34763.0,Fusion Squash Club 3,22/02/2025,HK Squash Centre,3,3-0,Win,Away
Mei Tianle,34771.0,Fusion Squash Club 3,Shi Tuofu,35021.0,Squashathon MeGa,22/02/2025,HK Squash Centre,4,1-3,Loss,Home
Shi Tuofu,35021.0,Squashathon MeGa,Mei Tianle,34771.0,Fusion Squash Club 3,22/02/2025,HK Squash Centre,4,3-1,Win,Away
Tam Shaun,34683.0,Fusion Squash Club 3,Leung Cheuk Hin,35164.0,Squashathon MeGa,22/02/2025,HK Squash Centre,5,0-3,Loss,Home
Leung Cheuk Hin,35164.0,Squashathon MeGa,Tam Shaun,34683.0,Fusion Squash Club 3,22/02/2025,HK Squash Centre,5,3-0,Win,Away
