Player Name,HKS No.,Team,Opponent Name,Opponent HKS No.,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Tai Jacky Tsz Ki,29380,Kinetic 1,Wong Hui Sing,33142,The Best Group 1,22/01/2025,HK Squash Centre,1,3-1,Win,Home
Wong Hui Sing,33142,The Best Group 1,Tai Jacky Tsz Ki,29380,Kinetic 1,22/01/2025,HK Squash Centre,1,1-3,Loss,Away
Chan King Hei,33822,Kinetic 1,Au Alex Ka Man,24839,The Best Group 1,22/01/2025,HK Squash Centre,2,1-3,Loss,Home
Au Alex Ka Man,24839,The Best Group 1,Chan King Hei,33822,Kinetic 1,22/01/2025,HK Squash Centre,2,3-1,Win,Away
Ma Andy  Man Cheung,21693,Kinetic 1,Chan Hei Wai Henry,32166,The Best Group 1,22/01/2025,HK Squash Centre,3,1-3,Loss,Home
Chan Hei Wai Henry,32166,The Best Group 1,Ma Andy  Man Cheung,21693,Kinetic 1,22/01/2025,HK Squash Centre,3,3-1,Win,Away
Choi Sze Chun,33549,Kinetic 1,Wong Kin Tung,28926,The Best Group 1,22/01/2025,HK Squash Centre,4,1-3,Loss,Home
Wong Kin Tung,28926,The Best Group 1,Choi Sze Chun,33549,Kinetic 1,22/01/2025,HK Squash Centre,4,3-1,Win,Away
Gibert Kai Shaun Otto,34424,Kinetic 1,Lee Tommy Yun Wah,27463,The Best Group 1,22/01/2025,HK Squash Centre,5,3-0,Win,Home
Lee Tommy Yun Wah,27463,The Best Group 1,Gibert Kai Shaun Otto,34424,Kinetic 1,22/01/2025,HK Squash Centre,5,0-3,Loss,Away
Lim Marcus,34239,Hong Kong Football Club 7A,Aw Adrian,32555,Vitality Squash 1,22/01/2025,Hong Kong Football Club,1,3-0,Win,Home
Aw Adrian,32555,Vitality Squash 1,Lim Marcus,34239,Hong Kong Football Club 7A,22/01/2025,Hong Kong Football Club,1,0-3,Loss,Away
Porter Darrell Lee,34504,Hong Kong Football Club 7A,Barsaman Cedric,33044,Vitality Squash 1,22/01/2025,Hong Kong Football Club,2,3-1,Win,Home
Barsaman Cedric,33044,Vitality Squash 1,Porter Darrell Lee,34504,Hong Kong Football Club 7A,22/01/2025,Hong Kong Football Club,2,1-3,Loss,Away
Padgaonkar Ashwin,30116,Hong Kong Football Club 7A,Li Yi Wei,34099,Vitality Squash 1,22/01/2025,Hong Kong Football Club,3,3-1,Win,Home
Li Yi Wei,34099,Vitality Squash 1,Padgaonkar Ashwin,30116,Hong Kong Football Club 7A,22/01/2025,Hong Kong Football Club,3,1-3,Loss,Away
Li Charles Tak Kwong,25322,Hong Kong Football Club 7A,Kunz Nicholas,34442,Vitality Squash 1,22/01/2025,Hong Kong Football Club,4,2-3,Loss,Home
Kunz Nicholas,34442,Vitality Squash 1,Li Charles Tak Kwong,25322,Hong Kong Football Club 7A,22/01/2025,Hong Kong Football Club,4,3-2,Win,Away
Chan Niki Sin Hok,30432,Hong Kong Football Club 7A,Kollar Thomas,33753,Vitality Squash 1,22/01/2025,Hong Kong Football Club,5,3-0,Win,Home
Kollar Thomas,33753,Vitality Squash 1,Chan Niki Sin Hok,30432,Hong Kong Football Club 7A,22/01/2025,Hong Kong Football Club,5,0-3,Loss,Away
Bhammer Vishal,27832,Hong Kong Cricket Club 5,Yau Yeung,33032,X-Alpha 3,22/01/2025,Hong Kong Cricket Club,1,3-2,Win,Home
Yau Yeung,33032,X-Alpha 3,Bhammer Vishal,27832,Hong Kong Cricket Club 5,22/01/2025,Hong Kong Cricket Club,1,2-3,Loss,Away
Wong Tak Lung Victor,33305,Hong Kong Cricket Club 5,Chan Yan Yu,33270,X-Alpha 3,22/01/2025,Hong Kong Cricket Club,2,0-3,Loss,Home
Chan Yan Yu,33270,X-Alpha 3,Wong Tak Lung Victor,33305,Hong Kong Cricket Club 5,22/01/2025,Hong Kong Cricket Club,2,3-0,Win,Away
Olsen Sven,32493,Hong Kong Cricket Club 5,Chan Ming Yan,33033,X-Alpha 3,22/01/2025,Hong Kong Cricket Club,3,3-0,Win,Home
Chan Ming Yan,33033,X-Alpha 3,Olsen Sven,32493,Hong Kong Cricket Club 5,22/01/2025,Hong Kong Cricket Club,3,0-3,Loss,Away
Dalpathraj Sheethal Kumar,31120,Hong Kong Cricket Club 5,Chow Yuen Ching,33782,X-Alpha 3,22/01/2025,Hong Kong Cricket Club,4,3-2,Win,Home
Chow Yuen Ching,33782,X-Alpha 3,Dalpathraj Sheethal Kumar,31120,Hong Kong Cricket Club 5,22/01/2025,Hong Kong Cricket Club,4,2-3,Loss,Away
Mercalfe Stephen Fraser,33662,Hong Kong Cricket Club 5,Fu Sai Hei,33889,X-Alpha 3,22/01/2025,Hong Kong Cricket Club,5,0-3,Loss,Home
Fu Sai Hei,33889,X-Alpha 3,Mercalfe Stephen Fraser,33662,Hong Kong Cricket Club 5,22/01/2025,Hong Kong Cricket Club,5,3-0,Win,Away
