Player Name,HKS No.,Team,Opponent Name,Opponent HKS No.,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Tulloch Gillem,29779,Ladies Recreation Club M1,Genever Peter John,33627,Hong Kong Cricket Club M1B,23/01/2025,Ladies Recreation Club,1,0-3,Loss,Home
Genever Peter John,33627,Hong Kong Cricket Club M1B,Tulloch Gillem,29779,Ladies Recreation Club M1,23/01/2025,Ladies Recreation Club,1,3-0,Win,Away
Nihalani Rajesh,25743,Ladies Recreation Club M1,Head Phil,26831,Hong Kong Cricket Club M1B,23/01/2025,Ladies Recreation Club,2,0-3,Loss,Home
Head Phil,26831,Hong Kong Cricket Club M1B,Nihalani Rajesh,25743,Ladies Recreation Club M1,23/01/2025,Ladies Recreation Club,2,3-0,Win,Away
Caves Christopher,29552,Ladies Recreation Club M1,Achouch Frank,29549,Hong Kong Cricket Club M1B,23/01/2025,Ladies Recreation Club,3,3-1,Win,Home
Achouch Frank,29549,Hong Kong Cricket Club M1B,Caves Christopher,29552,Ladies Recreation Club M1,23/01/2025,Ladies Recreation Club,3,1-3,Loss,Away
Ho Eric Chu Him,29547,Hong Kong Football Club M1A,Chiu Ho Fai,25295,Hong Kong Cricket Club M1A,23/01/2025,Hong Kong Football Club,1,1-3,Loss,Home
Chiu Ho Fai,25295,Hong Kong Cricket Club M1A,Ho Eric Chu Him,29547,Hong Kong Football Club M1A,23/01/2025,Hong Kong Football Club,1,3-1,Win,Away
Lau Dick Siu Wai,25832,Hong Kong Football Club M1A,Gray Jonathan,32271,Hong Kong Cricket Club M1A,23/01/2025,Hong Kong Football Club,2,3-0,Win,Home
Gray Jonathan,32271,Hong Kong Cricket Club M1A,Lau Dick Siu Wai,25832,Hong Kong Football Club M1A,23/01/2025,Hong Kong Football Club,2,0-3,Loss,Away
Yu Vincent Hok Yan,25930,Hong Kong Football Club M1A,Salahuddin,33374,Hong Kong Cricket Club M1A,23/01/2025,Hong Kong Football Club,3,3-0,Win,Home
Salahuddin,33374,Hong Kong Cricket Club M1A,Yu Vincent Hok Yan,25930,Hong Kong Football Club M1A,23/01/2025,Hong Kong Football Club,3,0-3,Loss,Away
