Position,Name of Player,Team,Average Points,Total Game Points,Games Played,Won,Lost,Division,Win Percentage
1,Chow Pui Sing,Bravo,24.0,408,17,17,0,17B,1.0
2,* Chan Kwok Wa,Humphrey Squash,23.57,330,14,12,2,17B,0.8571428571428571
3,Hong Cheuk Yip Gary,Bravo,22.31,357,16,11,5,17B,0.6875
4,* Lo Yan Yiu,X-Alpha 5,21.75,261,12,10,2,17B,0.8333333333333334
5,Mok Shing Hei,X-Alpha 5,21.2,318,15,10,5,17B,0.6666666666666666
6,Leung Ka Luen Wilson,Squashathon 1,20.8,312,15,9,6,17B,0.6
7,Tam Yat Yin,Yuen Long District Sports Association Limited,20.62,165,8,5,3,17B,0.625
8,Sin Hoi Tung,North District Sports Association 2,18.94,303,16,14,2,17B,0.875
9,Leung Hok Sum,Squashathon 1,18.75,300,16,9,7,17B,0.5625
10,Dong Ka Chung Jacky,North District Sports Association 2,18.6,186,10,8,2,17B,0.8
11,Lee Hsuen Pin,Bravo,18.38,147,8,7,1,17B,0.875
12,Lee Hoi Yu,North District Sports Association 2,18.35,312,17,9,8,17B,0.5294117647058824
13,Tang Kwok Man,Squashathon 1,17.57,123,7,7,0,17B,1.0
14,Cao Yu,HK Squash Gear,17.25,207,12,4,8,17B,0.3333333333333333
15,Lee Yui Hin,North District Sports Association 2,17.1,171,10,10,0,17B,1.0
16,Chiu Sai Kwong,North District Sports Association 2,16.67,150,9,7,2,17B,0.7777777777777778
17,Dogra Vijendra Singh Balbirsing,North District Sports Association 2,16.5,132,8,8,0,17B,1.0
18,Lai Ming Wah,North District Sports Association 2,16.5,132,8,7,1,17B,0.875
19,Lee Chun Ngai,X-Alpha 5,16.4,246,15,10,5,17B,0.6666666666666666
20,* Hui Tak Cheung,Humphrey Squash,16.36,180,11,3,8,17B,0.2727272727272727
21,Ho Hok Leung,Squashathon 1,16.29,114,7,6,1,17B,0.8571428571428571
22,Ku Desmond Yuk Yan,Humphrey Squash,16.0,144,9,5,4,17B,0.5555555555555556
23,Chow Ka Lun,Squashathon 1,15.86,222,14,9,5,17B,0.6428571428571429
24,Loo Long Hui,Squashathon 1,15.67,141,9,6,3,17B,0.6666666666666666
25,Wong Ka Ho,Yuen Long District Sports Association Limited,15.0,180,12,3,9,17B,0.25
26,Wong Chung Long,Humphrey Squash,14.62,117,8,5,3,17B,0.625
27,Huen Sze Chit,Yuen Long District Sports Association Limited,14.57,102,7,3,4,17B,0.42857142857142855
28,Zhang Wei,HK Squash Gear,14.5,87,6,2,4,17B,0.3333333333333333
29,Chung Wing Yin,Squashathon 1,14.4,144,10,7,3,17B,0.7
30,Fung Ka Leung Wesley Nathan,North District Sports Association 2,14.4,144,10,1,9,17B,0.1
31,Pan Dan,HK Squash Gear,13.29,93,7,3,4,17B,0.42857142857142855
32,Tang Hung Tim,Bravo,12.33,111,9,4,5,17B,0.4444444444444444
33,Ma Tsz Wun,X-Alpha 5,12.19,195,16,8,8,17B,0.5
34,Lee Yui Him Curtis,Squashathon 1,12.0,96,8,6,2,17B,0.75
34,Ma Chi Lok Joshua,Humphrey Squash,12.0,132,11,6,5,17B,0.5454545454545454
36,* Leung Chi Lok,X-Alpha 5,11.57,81,7,1,6,17B,0.14285714285714285
37,Wong Ting Ho,X-Alpha 5,11.4,171,15,9,6,17B,0.6
38,Lau Hon Chu,Humphrey Squash,11.31,147,13,5,8,17B,0.38461538461538464
39,Chung Kwong Hei,Humphrey Squash,11.08,144,13,8,5,17B,0.6153846153846154
40,Tse Siu Ming,Bravo,10.8,54,5,2,3,17B,0.4
41,Lee Wai Chun,X-Alpha 5,10.2,102,10,6,4,17B,0.6
42,Chiu Yee Lai,North District Sports Association 2,10.09,111,11,7,4,17B,0.6363636363636364
43,Kang Sen Yu,Bravo,9.33,84,9,2,7,17B,0.2222222222222222
44,Lei Pui Wa,Yuen Long District Sports Association Limited,9.23,120,13,2,11,17B,0.15384615384615385
45,Leung Yuen Sum,Yuen Long District Sports Association Limited,9.0,72,8,1,7,17B,0.125
46,Mo Chun Hei,Yuen Long District Sports Association Limited,7.5,75,10,3,7,17B,0.3
47,Wong Chi Kin,Squashathon 1,6.6,33,5,1,4,17B,0.2
48,Guo Wan Ling,Bravo,6.5,78,12,4,8,17B,0.3333333333333333
49,Law Tsz Ham,Yuen Long District Sports Association Limited,6.5,39,6,0,6,17B,0.0
