Position,Name of Player,Team,Average Points,Total Game Points,Games Played,Won,Lost,Division,Win Percentage
1,Tse Ka Chun,X-Alpha 4,26.5,318,12,12,0,17A,1.0
2,Leung Ka Hei,i-Mask Advance Squash Club 8,24.56,393,16,15,1,17A,0.9375
3,Luo Wan Hei,Fusion Squash Club 2,22.5,315,14,11,3,17A,0.7857142857142857
4,Shapiro William Dat,Vitality Squash 2,22.12,354,16,12,4,17A,0.75
5,Yang Sihan,Fusion Squash Club 2,21.92,285,13,11,2,17A,0.8461538461538461
6,Yang Ho Yin,Happy Squash 3,21.25,255,12,8,4,17A,0.6666666666666666
7,Mei Tian Xiao,Vitality Squash 2,20.14,282,14,9,5,17A,0.6428571428571429
8,Kollar Thomas,Vitality Squash 2,20.08,261,13,11,2,17A,0.8461538461538461
9,Leung Ngo San,Fusion Squash Club 2,20.0,180,9,9,0,17A,1.0
10,Mo Shing Tsang,X-Alpha 4,19.8,297,15,13,2,17A,0.8666666666666667
11,Mao Junhong,Fusion Squash Club 2,19.36,213,11,8,3,17A,0.7272727272727273
12,Li Kin Lok,Happy Squash 3,18.9,189,10,4,6,17A,0.4
13,Chan Yan Chau,Smart Squash 2,18.88,321,17,7,10,17A,0.4117647058823529
14,Lau Hiu Wing,X-Alpha 4,18.8,282,15,12,3,17A,0.8
15,Chan Sze Long,X-Alpha 4,18.69,243,13,13,0,17A,1.0
16,Li Wen Ying,i-Mask Advance Squash Club 7,18.67,168,9,4,5,17A,0.4444444444444444
17,Wong Adrian Preston,X-Alpha 4,18.27,201,11,10,1,17A,0.9090909090909091
18,Tin Chung Hei,X-Alpha 4,17.79,249,14,14,0,17A,1.0
19,Ho Ho Lai,X-Alpha 4,17.77,231,13,11,2,17A,0.8461538461538461
20,Lee Hok Chung,Smart Squash 2,17.4,261,15,8,7,17A,0.5333333333333333
21,Ho Chin Pok,X-Alpha 4,17.0,204,12,10,2,17A,0.8333333333333334
22,Yau Lucas Haoxiang,i-Mask Advance Squash Club 8,16.88,135,8,4,4,17A,0.5
23,Hung Wai Chun,i-Mask Advance Squash Club 8,16.71,117,7,5,2,17A,0.7142857142857143
24,Wong Wang Ching,Friend Club 6,16.62,216,13,6,7,17A,0.46153846153846156
25,Chiu Dustin,Fusion Squash Club 2,16.36,180,11,9,2,17A,0.8181818181818182
26,Chan One,Smart Squash 2,16.0,96,6,5,1,17A,0.8333333333333334
27,Leung Shun Hei,Happy Squash 3,15.88,270,17,7,10,17A,0.4117647058823529
28,Cheung Ying Yat,Fusion Squash Club 2,15.86,111,7,3,4,17A,0.42857142857142855
29,Tse Tin Yui,Smart Squash 2,15.0,180,12,7,5,17A,0.5833333333333334
30,Cheung Hiu Man,Fusion Squash Club 2,14.8,222,15,12,3,17A,0.8
