Player Name,Team,Opponent Name,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Schaefer Rishad,Hong Kong Cricket Club 3,Yip Tony Tsun Yuen,United Services Recreation Club 1,07/01/2025,Hong Kong Cricket Club,1,1-3,Loss,Home
Yip Tony Tsun Yuen,United Services Recreation Club 1,Schaefer Rishad,Hong Kong Cricket Club 3,07/01/2025,Hong Kong Cricket Club,1,3-1,Win,Away
West Steven,Hong Kong Cricket Club 3,Fung Ji Yang,United Services Recreation Club 1,07/01/2025,Hong Kong Cricket Club,2,0-3,Loss,Home
Fung Ji Yang,United Services Recreation Club 1,West Steven,Hong Kong Cricket Club 3,07/01/2025,Hong Kong Cricket Club,2,3-0,Win,Away
Cranston Robert,Hong Kong Cricket Club 3,Yuen Tsz Long,United Services Recreation Club 1,07/01/2025,Hong Kong Cricket Club,3,0-3,Loss,Home
Yuen Tsz Long,United Services Recreation Club 1,Cranston Robert,Hong Kong Cricket Club 3,07/01/2025,Hong Kong Cricket Club,3,3-0,Win,Away
Bajaj Prateek,Hong Kong Cricket Club 3,da Silva Juan,United Services Recreation Club 1,07/01/2025,Hong Kong Cricket Club,4,2-3,Loss,Home
da Silva Juan,United Services Recreation Club 1,Bajaj Prateek,Hong Kong Cricket Club 3,07/01/2025,Hong Kong Cricket Club,4,3-2,Win,Away
Salahuddin,Hong Kong Cricket Club 3,Kenny Gareth,United Services Recreation Club 1,07/01/2025,Hong Kong Cricket Club,5,3-0,Win,Home
Kenny Gareth,United Services Recreation Club 1,Salahuddin,Hong Kong Cricket Club 3,07/01/2025,Hong Kong Cricket Club,5,0-3,Loss,Away
Chu Ho Yin,Kowloon Cricket Club 4,Lee Tsz Long Max,Hong Kong Football Club 4B,07/01/2025,Kowloon Cricket Club,1,3-2,Win,Home
Lee Tsz Long Max,Hong Kong Football Club 4B,Chu Ho Yin,Kowloon Cricket Club 4,07/01/2025,Kowloon Cricket Club,1,2-3,Loss,Away
Chan Shing Fung,Kowloon Cricket Club 4,Khosa Ashwin,Hong Kong Football Club 4B,07/01/2025,Kowloon Cricket Club,2,3-0,Win,Home
Khosa Ashwin,Hong Kong Football Club 4B,Chan Shing Fung,Kowloon Cricket Club 4,07/01/2025,Kowloon Cricket Club,2,0-3,Loss,Away
Lai Michael Cheuk Fung,Kowloon Cricket Club 4,Wat Kien Long Peter,Hong Kong Football Club 4B,07/01/2025,Kowloon Cricket Club,3,1-3,Loss,Home
Wat Kien Long Peter,Hong Kong Football Club 4B,Lai Michael Cheuk Fung,Kowloon Cricket Club 4,07/01/2025,Kowloon Cricket Club,3,3-1,Win,Away
Au Ling Yu,Kowloon Cricket Club 4,Liou King Long,Hong Kong Football Club 4B,07/01/2025,Kowloon Cricket Club,4,3-2,Win,Home
Liou King Long,Hong Kong Football Club 4B,Au Ling Yu,Kowloon Cricket Club 4,07/01/2025,Kowloon Cricket Club,4,2-3,Loss,Away
Rehman Khan Niaz,Kowloon Cricket Club 4,Cheung Chi Yan,Hong Kong Football Club 4B,07/01/2025,Kowloon Cricket Club,5,3-2,Win,Home
Cheung Chi Yan,Hong Kong Football Club 4B,Rehman Khan Niaz,Kowloon Cricket Club 4,07/01/2025,Kowloon Cricket Club,5,2-3,Loss,Away
Wong Tsz Lok Prince,X-Alpha 1,Lam Maurice Cheuk Him,Sha Tin 2,07/01/2025,Cornwall Street Squash Centre,1,3-1,Win,Home
Lam Maurice Cheuk Him,Sha Tin 2,Wong Tsz Lok Prince,X-Alpha 1,07/01/2025,Cornwall Street Squash Centre,1,1-3,Loss,Away
Leung Shiu Moon,X-Alpha 1,Chan Jason,Sha Tin 2,07/01/2025,Cornwall Street Squash Centre,2,3-1,Win,Home
Chan Jason,Sha Tin 2,Leung Shiu Moon,X-Alpha 1,07/01/2025,Cornwall Street Squash Centre,2,1-3,Loss,Away
Wong Pak Long Alan,X-Alpha 1,Leung Kelvin Siu Fung,Sha Tin 2,07/01/2025,Cornwall Street Squash Centre,3,3-0,Win,Home
Leung Kelvin Siu Fung,Sha Tin 2,Wong Pak Long Alan,X-Alpha 1,07/01/2025,Cornwall Street Squash Centre,3,0-3,Loss,Away
Ng Kai Yuen Gary,X-Alpha 1,Ma Michael Chung Wai,Sha Tin 2,07/01/2025,Cornwall Street Squash Centre,4,3-0,Win,Home
Ma Michael Chung Wai,Sha Tin 2,Ng Kai Yuen Gary,X-Alpha 1,07/01/2025,Cornwall Street Squash Centre,4,0-3,Loss,Away
Cheung Andrew Tin Kee,X-Alpha 1,Leung Ethan Ka Hin,Sha Tin 2,07/01/2025,Cornwall Street Squash Centre,5,3-0,Win,Home
Leung Ethan Ka Hin,Sha Tin 2,Cheung Andrew Tin Kee,X-Alpha 1,07/01/2025,Cornwall Street Squash Centre,5,0-3,Loss,Away
Cheuk Kian Chun Yin,NEXUS 2,Lam Timmy Tin Yi,Hong Kong Football Club 4A,07/01/2025,Cornwall Street Squash Centre,1,3-2,Win,Home
Lam Timmy Tin Yi,Hong Kong Football Club 4A,Cheuk Kian Chun Yin,NEXUS 2,07/01/2025,Cornwall Street Squash Centre,1,2-3,Loss,Away
Liang Chun Wai,NEXUS 2,Tsang Cheuk Fung,Hong Kong Football Club 4A,07/01/2025,Cornwall Street Squash Centre,2,1-3,Loss,Home
Tsang Cheuk Fung,Hong Kong Football Club 4A,Liang Chun Wai,NEXUS 2,07/01/2025,Cornwall Street Squash Centre,2,3-1,Win,Away
Cheung Pak Hin Milo,NEXUS 2,Lam See Chun Clarence,Hong Kong Football Club 4A,07/01/2025,Cornwall Street Squash Centre,3,3-2,Win,Home
Lam See Chun Clarence,Hong Kong Football Club 4A,Cheung Pak Hin Milo,NEXUS 2,07/01/2025,Cornwall Street Squash Centre,3,2-3,Loss,Away
Lee Kit Long,NEXUS 2,Barr Shane,Hong Kong Football Club 4A,07/01/2025,Cornwall Street Squash Centre,4,3-1,Win,Home
Barr Shane,Hong Kong Football Club 4A,Lee Kit Long,NEXUS 2,07/01/2025,Cornwall Street Squash Centre,4,1-3,Loss,Away
Tang Ka Ki,NEXUS 2,Unknown,Hong Kong Football Club 4A,07/01/2025,Cornwall Street Squash Centre,5,CR,Win,Home
Unknown,Hong Kong Football Club 4A,Tang Ka Ki,NEXUS 2,07/01/2025,Cornwall Street Squash Centre,5,CR,Loss,Away
