Player Name,HKS No.,Team,Opponent Name,Opponent HKS No.,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Gollop Stephen,26674.0,Bolton,Ho Wai Keung,31612.0,Royal Hong Kong Yacht Club M4,02/01/2025,Masters - HK Squash Centre,1,3-1,Win,Home
Ho Wai Keung,31612.0,Royal Hong Kong Yacht Club M4,Gollop Stephen,26674.0,Bolton,02/01/2025,Masters - HK Squash Centre,1,1-3,Loss,Away
Somers Jonathan,35023.0,Bolton,Lai Ming Wah,33120.0,Royal Hong Kong Yacht Club M4,02/01/2025,Masters - HK Squash Centre,2,3-0,Win,Home
Lai Ming Wah,33120.0,Royal Hong Kong Yacht Club M4,Somers Jonathan,35023.0,Bolton,02/01/2025,Masters - HK Squash Centre,2,0-3,Loss,Away
Tsang Tzu Hao,35018.0,Bolton,Dong Ka Chung Jacky,21062.0,Royal Hong Kong Yacht Club M4,02/01/2025,Masters - HK Squash Centre,3,1-3,Loss,Home
Dong Ka Chung Jacky,21062.0,Royal Hong Kong Yacht Club M4,Tsang Tzu Hao,35018.0,Bolton,02/01/2025,Masters - HK Squash Centre,3,3-1,Win,Away
Farran Andrew,33845.0,Bolton,Chui Benjamin,32813.0,Royal Hong Kong Yacht Club M4,02/01/2025,Masters - HK Squash Centre,4,0-3,Loss,Home
Chui Benjamin,32813.0,Royal Hong Kong Yacht Club M4,Farran Andrew,33845.0,Bolton,02/01/2025,Masters - HK Squash Centre,4,3-0,Win,Away
Unknown,,Bolton,Chaudhry Ali,31606.0,Royal Hong Kong Yacht Club M4,02/01/2025,Masters - HK Squash Centre,5,CR,Loss,Home
Chaudhry Ali,31606.0,Royal Hong Kong Yacht Club M4,Unknown,,Bolton,02/01/2025,Masters - HK Squash Centre,5,CR,Win,Away
Chu Lap Sun,21706.0,United Services Recreation Club M4,Rundle David Christopher,33718.0,Hong Kong Football Club M4B,02/01/2025,United Services Recreation Club,1,1-3,Loss,Home
Rundle David Christopher,33718.0,Hong Kong Football Club M4B,Chu Lap Sun,21706.0,United Services Recreation Club M4,02/01/2025,United Services Recreation Club,1,3-1,Win,Away
Yam Ken Luen Kai,24703.0,United Services Recreation Club M4,Ho Kwan Lun,28186.0,Hong Kong Football Club M4B,02/01/2025,United Services Recreation Club,2,3-0,Win,Home
Ho Kwan Lun,28186.0,Hong Kong Football Club M4B,Yam Ken Luen Kai,24703.0,United Services Recreation Club M4,02/01/2025,United Services Recreation Club,2,0-3,Loss,Away
Mirapuri Rajesh,29742.0,United Services Recreation Club M4,Cheng Chen Kaja,33257.0,Hong Kong Football Club M4B,02/01/2025,United Services Recreation Club,3,3-0,Win,Home
Cheng Chen Kaja,33257.0,Hong Kong Football Club M4B,Mirapuri Rajesh,29742.0,United Services Recreation Club M4,02/01/2025,United Services Recreation Club,3,0-3,Loss,Away
Daigneault Christian,33667.0,United Services Recreation Club M4,Wan Esther,33570.0,Hong Kong Football Club M4B,02/01/2025,United Services Recreation Club,4,3-0,Win,Home
Wan Esther,33570.0,Hong Kong Football Club M4B,Daigneault Christian,33667.0,United Services Recreation Club M4,02/01/2025,United Services Recreation Club,4,0-3,Loss,Away
