Order,Player,HKS No.,Ranking,Points,Team
1,Tse Sio Kit,34945,0,27.0,Dynamos Squash
2,Su Heng Man,34921,1,25.2,Dynamos Squash
3,Chiang Ieng Long,34922,0,21.0,Dynamos Squash
4,Cheong Wan Seng,34924,3,23.57,Dynamos Squash
5,Kuok Kuong Hong,34925,7,20.62,Dynamos Squash
6,Ng Shing Hin,34460,17,17.57,Dynamos Squash
7,Wong Pok Hin,34926,0,20.0,Dynamos Squash
8,Ng Man Chio,35119,0,18.75,Dynamos Squash
9,Leong Chin Han,34927,34,12.86,Dynamos Squash
10,Leong Vai Kit,34956,23,16.2,Dynamos Squash
11,Liu Edmund Chi Fai,21007,23,16.2,Dynamos Squash
12,Ng Cheuk Hin,34459,37,12.5,Dynamos Squash
1,Yang Sihan,33781,4,21.6,Fusion Squash Club 1
2,Luo Wan Hei,33869,27,15.0,Fusion Squash Club 1
3,Leung Ngo San,33952,14,18.0,Fusion Squash Club 1
4,Mei Tian Xiao,34209,6,20.62,Fusion Squash Club 1
5,Chan Cheuk Yan,33312,10,18.6,Fusion Squash Club 1
6,Lui Parkson Bryan,34011,0,17.0,Fusion Squash Club 1
7,Chiu Dustin,33727,41,11.0,Fusion Squash Club 1
8,Mao Junhong,34005,29,14.57,Fusion Squash Club 1
9,Cheung Hiu Man,33793,35,12.75,Fusion Squash Club 1
10,Tang Ching On,34009,0,12.0,Fusion Squash Club 1
1,Choy Chun Hei Bosco,33479,5,20.75,Happy Squash 3
2,Li Kin Lok,33498,8,19.0,Happy Squash 3
3,Yang Ho Yin,33457,28,14.62,Happy Squash 3
4,Leung Shun Hei,34145,47,7.88,Happy Squash 3
5,Kwong Wai Ching,33730,48,7.0,Happy Squash 3
6,Cheung Yee Ki,33840,43,10.2,Happy Squash 3
7,Lee Yui Him Curtis,34215,50,3.38,Happy Squash 3
1,Chui Danny Kam Wah,14775,0,12.0,LONGVIEW
2,Yiu Sai Ngoi,29899,26,15.23,LONGVIEW
3,Luk Jackie Ching Chug,27112,33,13.0,LONGVIEW
4,Gaffney Noel Patrick,32858,0,9.0,LONGVIEW
5,Li Ivan Chun Wing,31319,22,16.36,LONGVIEW
6,Ngai Chun Kit,31174,0,16.5,LONGVIEW
7,Lam Pak Kei Chris,28198,45,9.0,LONGVIEW
1,Ho Chi Hung Eric,16752,12,18.3,MERCURY
2,Siu Chen Dong,31614,21,16.64,MERCURY
3,Dissanayaka Waruna Lakmal,31384,40,11.62,MERCURY
4,Cheng Ping Kuen Thomas,28667,42,10.5,MERCURY
5,Chiu Ka Yin,20335,38,12.0,MERCURY
6,Chau Hing Bor,16841,36,12.5,MERCURY
7,Wong Kam Cheung Sunny,19165,43,10.2,MERCURY
8,Tse Winky Wing Kee,16708,46,8.57,MERCURY
1,Yau Chase Xuanfu,33871,0,19.5,NEXUS 3
2,Dong Bo Ang,33663,2,23.67,NEXUS 3
3,Chan Yin Wang,33565,11,18.5,NEXUS 3
4,Po Long Huen Mavis,33373,9,19.0,NEXUS 3
5,Chang Long Him,33273,15,18.0,NEXUS 3
6,Li Wen Ying,33380,0,10.5,NEXUS 3
7,Li Ying Huen,33770,0,4.5,NEXUS 3
8,Huang Rui Wen,33836,0,0.75,NEXUS 3
1,Dong Li Ang,33166,19,17.33,Vitality Squash 2
2,Zhang Nika,32862,0,9.0,Vitality Squash 2
3,Shapiro William Dat,33752,20,17.0,Vitality Squash 2
4,Kollar Thomas,33753,13,18.0,Vitality Squash 2
5,Cheung Tsz Long,33830,32,13.0,Vitality Squash 2
6,Hui Cheuk Him Brody,34037,0,16.5,Vitality Squash 2
7,Wong Adrian Preston,33384,30,13.2,Vitality Squash 2
8,Cheung Ying Yat,33694,31,13.0,Vitality Squash 2
9,Ho Hoi Bok Bernard,33545,0,15.0,Vitality Squash 2
10,Yau Lucas Haoxiang,33870,49,4.2,Vitality Squash 2
1,Lo Yan Yiu,34002,0,22.5,X-Alpha 4
2,Mok Shing Hei,33030,18,17.57,X-Alpha 4
3,Tse Ka Chun,33423,0,23.25,X-Alpha 4
4,Mo Shing Tsang,33899,16,17.77,X-Alpha 4
5,Pan Ka Hei,33603,25,15.67,X-Alpha 4
6,Tin Chung Hei,33275,0,17.25,X-Alpha 4
7,Fung Hoi Ching,32283,0,10.0,X-Alpha 4
8,Man Pok Wang,32533,0,12.0,X-Alpha 4
9,Shiu Chung Hei,31091,0,6.0,X-Alpha 4
10,Lee Chun Ngai,34451,0,5.0,X-Alpha 4
11,Li Yuen Man,33313,39,11.67,X-Alpha 4
12,Leung Chi Lok,33999,0,2.0,X-Alpha 4
