Position,Name of Player,Team,Average Points,Total Game Points,Games Played,Won,Lost,Division,Win Percentage
1,Liu Tsz Ling,Hong Kong Football Club L1,25.09,276,11,11,0,L1,1.0
2,Tong Tsz Wing,Perrier Serigo Tacchini KCC L1A,22.64,249,11,8,3,L1,0.7272727272727273
3,Ho Ka Po,Perrier Serigo Tacchini KCC L1A,22.0,132,6,6,0,L1,1.0
4,Chan Sin Yuk,Young Player L1B,21.92,285,13,10,3,L1,0.7692307692307693
5,Chu Vanessa Man Yee,Young Player L1A,21.86,306,14,9,5,L1,0.6428571428571429
6,Lee Ka Man Carmen,Hong Kong Football Club L1,21.25,255,12,9,3,L1,0.75
7,Ho Ka Wing Janice,Perrier Serigo Tacchini KCC L1A,18.82,207,11,7,4,L1,0.6363636363636364
8,Lee Ka Yi,Perrier Serigo Tacchini KCC L1B,18.6,93,5,2,3,L1,0.4
9,Ho Tomato Tze Lok,Young Player L1B,18.0,198,11,4,7,L1,0.36363636363636365
10,Tse Toby Yee Lam,Young Player L1A,17.1,171,10,8,2,L1,0.8
11,Wu Renee,Hong Kong Football Club L1,16.85,219,13,10,3,L1,0.7692307692307693
12,Tang Fion Yan Yi,Hong Kong Football Club L1,16.36,180,11,6,5,L1,0.5454545454545454
13,Wong Kirstie Po Yui,Young Player L1A,14.77,192,13,6,7,L1,0.46153846153846156
14,Cheng Nga Ching,Perrier Serigo Tacchini KCC L1A,14.57,102,7,2,5,L1,0.2857142857142857
15,Li Sum Yin,Perrier Serigo Tacchini KCC L1B,14.0,210,15,2,13,L1,0.13333333333333333
16,Fung Ching Hei,Young Player L1B,13.36,147,11,4,7,L1,0.36363636363636365
17,Ng Elise Jia Yunn,Perrier Serigo Tacchini KCC L1B,13.2,66,5,2,3,L1,0.4
18,Li Pinky Wing Shan,Perrier Serigo Tacchini KCC L1A,10.12,81,8,2,6,L1,0.25
19,Li Cheryl Wing Sze,Perrier Serigo Tacchini KCC L1B,10.0,150,15,1,14,L1,0.06666666666666667
,Chiu Mei Ki,Young Player L1A,18.0,72,4,3,1,L1,0.75
,Cheng Miriam Min-Chen,Young Player L1B,15.0,60,4,2,2,L1,0.5
,Hung Pui Chi Gigi,Young Player L1A,12.0,48,4,1,3,L1,0.25
,Lee Sum Yuet,Young Player L1A,10.0,30,3,0,3,L1,0.0
,Cheung Yu Ping,Young Player L1B,9.0,18,2,0,2,L1,0.0
,Robinson Caeli,Hong Kong Football Club L1,6.0,6,1,0,1,L1,0.0
,Lau Karen Siu Ying,Hong Kong Football Club L1,0.0,0,0,0,0,L1,
,Tung Wing Yan,Young Player L1A,0.0,0,0,0,0,L1,
,Ha Christina Yu Fei,Young Player L1B,0.0,0,0,0,0,L1,
,Au Winnie Hing Ching,Young Player L1A,0.0,0,0,0,0,L1,
