Player Name,Team,Opponent Name,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Pun Teddy,Hong Kong Football Club M2A,Bruwer Frank,Hong Kong Cricket Club M2B,19/03/2025,Hong Kong Football Club,1,3-2,Win,Home
Bruwer Frank,Hong Kong Cricket Club M2B,Pun Teddy,Hong Kong Football Club M2A,19/03/2025,Hong Kong Football Club,1,2-3,Loss,Away
Mountford Graham,Hong Kong Football Club M2A,Janes Gareth,Hong Kong Cricket Club M2B,19/03/2025,Hong Kong Football Club,2,1-3,Loss,Home
Janes Gareth,Hong Kong Cricket Club M2B,Mountford Graham,Hong Kong Football Club M2A,19/03/2025,Hong Kong Football Club,2,3-1,Win,Away
Ng Paul Lap Yan,Hong Kong Football Club M2A,Olsen Sven,Hong Kong Cricket Club M2B,19/03/2025,Hong Kong Football Club,3,3-1,Win,Home
Olsen Sven,Hong Kong Cricket Club M2B,Ng Paul Lap Yan,Hong Kong Football Club M2A,19/03/2025,Hong Kong Football Club,3,1-3,Loss,Away
Ho Simon Man Kai,Hong Kong Football Club M2A,Heritage Jonathan Paul,Hong Kong Cricket Club M2B,19/03/2025,Hong Kong Football Club,4,1-3,Loss,Home
Heritage Jonathan Paul,Hong Kong Cricket Club M2B,Ho Simon Man Kai,Hong Kong Football Club M2A,19/03/2025,Hong Kong Football Club,4,3-1,Win,Away
Nihalani Manoj,Hong Kong Football Club M2B,Leung Chi On,Ladies Recreation Club M2A,19/03/2025,Hong Kong Football Club,1,3-1,Win,Home
Leung Chi On,Ladies Recreation Club M2A,Nihalani Manoj,Hong Kong Football Club M2B,19/03/2025,Hong Kong Football Club,1,1-3,Loss,Away
Gates Stuart,Hong Kong Football Club M2B,Amjad Nauman,Ladies Recreation Club M2A,19/03/2025,Hong Kong Football Club,2,3-0,Win,Home
Amjad Nauman,Ladies Recreation Club M2A,Gates Stuart,Hong Kong Football Club M2B,19/03/2025,Hong Kong Football Club,2,0-3,Loss,Away
Derouet Yann,Hong Kong Football Club M2B,Unknown,Ladies Recreation Club M2A,19/03/2025,Hong Kong Football Club,3,CR,Win,Home
Unknown,Ladies Recreation Club M2A,Derouet Yann,Hong Kong Football Club M2B,19/03/2025,Hong Kong Football Club,3,CR,Loss,Away
Scheepers Bradley,Hong Kong Football Club M2B,Unknown,Ladies Recreation Club M2A,19/03/2025,Hong Kong Football Club,4,CR,Win,Home
Unknown,Ladies Recreation Club M2A,Scheepers Bradley,Hong Kong Football Club M2B,19/03/2025,Hong Kong Football Club,4,CR,Loss,Away
