Order,Player,HKS No.,Ranking,Points,Team
1,Caveney Barry John,32896,3,21.46,Hong Kong Cricket Club M2
2,Janes Gareth,28987,8,20.36,Hong Kong Cricket Club M2
3,Stearn Nicholas,29504,0,0.0,Hong Kong Cricket Club M2
4,Ternes Daniel,27058,34,14.5,Hong Kong Cricket Club M2
5,Olsen Sven,32493,41,12.55,Hong Kong Cricket Club M2
6,Buckland Paul Edwin Kim,32216,0,18.0,Hong Kong Cricket Club M2
7,Denham Paul,27525,37,13.62,Hong Kong Cricket Club M2
8,Aw Adrian,32555,48,11.14,Hong Kong Cricket Club M2
9,Montefiore Alexander,33776,61,7.5,Hong Kong Cricket Club M2
10,Neilson Phil,27979,60,7.8,Hong Kong Cricket Club M2
11,Dalpathraj Sheethal Kumar,31120,0,11.25,Hong Kong Cricket Club M2
12,Kahn Hetrakul,31546,0,1.5,Hong Kong Cricket Club M2
13,Adams David,27878,0,0.0,Hong Kong Cricket Club M2
1,Wei Stephen J.,33719,15,18.8,Hong Kong Football Club M2A
2,Ho Simon Man Kai,29660,33,14.62,Hong Kong Football Club M2A
3,Kostienko Krzysztof,30787,36,14.0,Hong Kong Football Club M2A
4,Thompson John,29507,29,15.27,Hong Kong Football Club M2A
5,Yeung Tak Keung,19143,11,20.0,Hong Kong Football Club M2A
6,Kwok Man Wai Joseph,10119,17,18.6,Hong Kong Football Club M2A
7,Li Samuel Kwok Sing,27166,22,16.07,Hong Kong Football Club M2A
8,Hathiramani Dinesh,21930,28,15.67,Hong Kong Football Club M2A
9,Hazari Ajay,21638,0,6.75,Hong Kong Football Club M2A
10,Soo Gene,30113,0,12.75,Hong Kong Football Club M2A
11,Lee Lawrence Chi Hung,28004,46,11.5,Hong Kong Football Club M2A
12,Law Jack,20200,0,0.0,Hong Kong Football Club M2A
13,Ng Kien Hoon,24614,0,0.0,Hong Kong Football Club M2A
1,Tanner Julian,28057,5,21.38,Hong Kong Football Club M2B
2,Barton Jonathan,29502,0,12.0,Hong Kong Football Club M2B
3,Vartanian Stephane,28973,18,18.6,Hong Kong Football Club M2B
4,Mulchand Rajesh,30396,13,19.5,Hong Kong Football Club M2B
5,Lulla Vikram,28609,25,15.86,Hong Kong Football Club M2B
6,Robinson Lee,30117,0,6.0,Hong Kong Football Club M2B
7,Steffensen Nigel,31605,57,9.0,Hong Kong Football Club M2B
8,Schultz Nikolaj,28911,54,9.75,Hong Kong Football Club M2B
9,Li Charles Tak Kwong,25322,49,10.8,Hong Kong Football Club M2B
10,Laracy Damien,31512,0,6.0,Hong Kong Football Club M2B
11,Chew Fook Aun,25201,0,0.0,Hong Kong Football Club M2B
12,Casey Paul,25110,0,0.0,Hong Kong Football Club M2B
13,Tsang Michael,27529,69,3.0,Hong Kong Football Club M2B
1,Tjia Jonathan,33660,7,20.57,Hong Kong Football Club M2C
2,Ng Paul Lap Yan,27257,24,16.0,Hong Kong Football Club M2C
3,Gates Stuart,32455,19,18.43,Hong Kong Football Club M2C
4,Lo Kenneth Kin Cheung,28913,20,18.0,Hong Kong Football Club M2C
5,Derouet Yann,33109,14,18.82,Hong Kong Football Club M2C
6,Cross David,28751,23,16.0,Hong Kong Football Club M2C
7,Long Adrian,29812,21,17.1,Hong Kong Football Club M2C
8,Rundle David Christopher,33718,0,15.0,Hong Kong Football Club M2C
9,Scheepers Bradley,32491,35,14.25,Hong Kong Football Club M2C
10,Padgaonkar Ashwin,30116,47,11.4,Hong Kong Football Club M2C
11,Wood Andrew,26052,0,0.0,Hong Kong Football Club M2C
1,Sha Steven,30809,9,20.25,Ladies Recreation Club M2
2,Kwok Charmaine,32182,26,15.82,Ladies Recreation Club M2
3,Leung Chi On,31982,16,18.67,Ladies Recreation Club M2
4,Amjad Nauman,33226,44,12.0,Ladies Recreation Club M2
5,Richard Lee Jacob William,32554,32,14.77,Ladies Recreation Club M2
6,Tang Tsz Ho Michael,32909,0,14.0,Ladies Recreation Club M2
7,Weatherall Roland,27780,0,6.0,Ladies Recreation Club M2
8,Angela Mark,33510,0,0.0,Ladies Recreation Club M2
9,Shahani Dilip,22008,59,8.33,Ladies Recreation Club M2
10,Adjemian Nicolas,32347,55,9.0,Ladies Recreation Club M2
11,Park Wanki Moses,31906,0,0.0,Ladies Recreation Club M2
12,Leow Kin Leung,33698,0,3.0,Ladies Recreation Club M2
13,Cho Albert,30076,0,0.0,Ladies Recreation Club M2
14,Erro Davide,30077,0,0.0,Ladies Recreation Club M2
1,Leung Dick Kan Fai,16988,1,25.5,Old Squash Fellows
2,Poon Sunny Yat Sing,17325,2,21.55,Old Squash Fellows
3,Chiu Vincent Man Shun,13037,30,15.0,Old Squash Fellows
4,Dan John Kai Yiu,30390,62,7.5,Old Squash Fellows
5,* Poon Victor King Him,28551,0,0.0,Old Squash Fellows
6,Cheung Peter Tat Kei,30389,50,10.5,Old Squash Fellows
7,Sih Peter Wai Hang,30387,56,9.0,Old Squash Fellows
8,Wong Alex Siu Ming,30388,0,4.0,Old Squash Fellows
9,To Alva Yu Hung,16721,0,6.0,Old Squash Fellows
10,So Anthony Fuk Chi,22679,65,6.5,Old Squash Fellows
11,Szeto Stephen Sai Hoi,11586,70,0.6,Old Squash Fellows
12,So Yin Wei Winnie,29105,0,0.0,Old Squash Fellows
1,Cheng Victor Kwok Wai,20440,4,21.46,Royal Hong Kong Yacht Club M2
2,Lau Brian,29597,0,0.0,Royal Hong Kong Yacht Club M2
3,Le Hong Quang,33531,38,13.33,Royal Hong Kong Yacht Club M2
4,Lipsham David John,34542,39,13.2,Royal Hong Kong Yacht Club M2
5,Lau John,25495,43,12.0,Royal Hong Kong Yacht Club M2
6,Jones Robert F.,27122,27,15.75,Royal Hong Kong Yacht Club M2
7,Chen Ricky C,34536,67,4.71,Royal Hong Kong Yacht Club M2
8,Theil Rene,27767,0,0.0,Royal Hong Kong Yacht Club M2
9,Mahtani Dheeraj Prakash,33787,0,10.5,Royal Hong Kong Yacht Club M2
10,Kracht Stefan,32955,64,6.6,Royal Hong Kong Yacht Club M2
11,Lowth Simon,31970,58,8.33,Royal Hong Kong Yacht Club M2
12,Longuepee Francis,27002,0,6.0,Royal Hong Kong Yacht Club M2
1,Fu Ivan Fuk Cheong,27126,40,12.64,Titlows Squash Team
2,Chan Raymond Tsan Fai,23067,45,11.54,Titlows Squash Team
3,Au Ming Chung Sampson,27153,53,9.94,Titlows Squash Team
4,Yip Edmund Kin Man,29325,0,0.0,Titlows Squash Team
5,Lee Tommy Yun Wah,27463,0,6.0,Titlows Squash Team
