Order,Player,HKS No.,Ranking,Points,Team
1,Hong Cheuk Yip Gary,28194,3,22.31,Bravo
2,Chow Pui Sing,23591,1,24.0,Bravo
3,Lee Hsuen Pin,34662,13,18.38,Bravo
4,Kang Sen Yu,34510,43,9.33,Bravo
5,Tang Hung Tim,21903,34,12.33,Bravo
6,Tse Siu Ming,12717,40,10.8,Bravo
7,Zhang Fei,34434,51,5.67,Bravo
8,Chen Manxin,34437,0,12.0,Bravo
9,Guo Wan Ling,34511,48,6.5,Bravo
10,Wang Baoyi,34509,0,7.5,Bravo
1,Cao Yu,34274,17,17.25,HK Squash Gear
2,Hua Jing Jing,34525,0,12.0,HK Squash Gear
3,Zhang Wei,34529,29,14.5,HK Squash Gear
4,Qi Hong Yan,34526,0,9.0,HK Squash Gear
5,Deng Lin,34523,0,7.5,HK Squash Gear
6,Liu Ying,34528,0,6.0,HK Squash Gear
7,Li Jun Xi,34527,0,3.0,HK Squash Gear
8,Xu Hao Shuang,34621,0,0.0,HK Squash Gear
9,Xia Meng Xiao,34531,0,4.5,HK Squash Gear
10,Shi Wei,34522,0,0.0,HK Squash Gear
11,Pan Dan,34433,31,13.29,HK Squash Gear
12,Tan Xian Feng,34524,0,3.0,HK Squash Gear
1,* Chan Kwok Wa,30727,2,23.57,Humphrey Squash
2,* Hui Tak Cheung,31968,20,16.36,Humphrey Squash
3,Ku Desmond Yuk Yan,24482,22,16.0,Humphrey Squash
4,Woo Cheuk Wai,33327,0,9.0,Humphrey Squash
5,Lau Hon Chu,29636,38,11.31,Humphrey Squash
6,Wong Chung Long,32709,27,14.62,Humphrey Squash
7,Ma Chi Lok Joshua,33298,36,12.0,Humphrey Squash
8,Chan Chi Fung,32788,0,4.5,Humphrey Squash
9,Ng Chong Wing,15179,0,0.0,Humphrey Squash
10,Chung Kwong Hei,34452,39,11.08,Humphrey Squash
1,Fung Ka Leung Wesley Nathan,31052,26,14.67,North District Sports Association 2
2,Lee Hoi Yu,33269,9,18.94,North District Sports Association 2
3,Dong Ka Chung Jacky,21062,11,18.6,North District Sports Association 2
4,Sin Hoi Tung,30342,8,19.0,North District Sports Association 2
5,Leung Chi Man,28540,0,21.0,North District Sports Association 2
6,Chiu Sai Kwong,30197,14,17.62,North District Sports Association 2
7,Lai Ming Wah,33120,10,18.86,North District Sports Association 2
8,Dogra Vijendra Singh Balbirsing,33777,19,16.5,North District Sports Association 2
9,Lee Yui Hin,32686,18,17.1,North District Sports Association 2
10,Chiu Yee Lai,26010,42,10.09,North District Sports Association 2
1,Leung Ka Luen Wilson,28829,7,20.57,Squashathon 1
2,Leung Hok Sum,31309,12,18.4,Squashathon 1
3,Chow Ka Lun,30089,23,15.46,Squashathon 1
4,Loo Long Hui,32648,24,15.38,Squashathon 1
5,Chung Wing Yin,32610,30,14.4,Squashathon 1
6,Tang Kwok Man,32445,15,17.57,Squashathon 1
7,Lee Yui Him Curtis,34215,37,11.57,Squashathon 1
8,Ho Hok Leung,29876,21,16.29,Squashathon 1
9,Lam Wai Yue,33465,0,18.0,Squashathon 1
10,Wong Chi Kin,34479,47,6.6,Squashathon 1
11,Cheung Ka Wing,34644,0,16.5,Squashathon 1
1,Mok Shing Hei,33030,5,21.23,X-Alpha 5
2,* Lo Yan Yiu,34002,4,21.55,X-Alpha 5
3,Shiu Chung Hei,31091,0,17.0,X-Alpha 5
4,* Leung Chi Lok,33999,33,12.6,X-Alpha 5
5,Lee Chun Ngai,34451,16,17.54,X-Alpha 5
6,Ma Tsz Wun,33929,32,12.64,X-Alpha 5
7,Wong Ting Ho,34179,35,12.21,X-Alpha 5
8,Lee Wai Chun,34351,41,10.2,X-Alpha 5
9,Ip Laam,34347,50,6.0,X-Alpha 5
1,Tam Yat Yin,33440,6,20.62,Yuen Long District Sports Association Limited
2,Wong Ka Ho,33405,25,15.0,Yuen Long District Sports Association Limited
3,Huen Sze Chit,34275,28,14.57,Yuen Long District Sports Association Limited
4,Lei Pui Wa,33729,44,9.23,Yuen Long District Sports Association Limited
5,Law Tsz Ham,33932,49,6.5,Yuen Long District Sports Association Limited
6,Law On Ki,33933,0,4.0,Yuen Long District Sports Association Limited
7,Leung Yuen Sum,33468,45,9.0,Yuen Long District Sports Association Limited
8,Wong Ho Kit,34076,52,3.86,Yuen Long District Sports Association Limited
9,Mo Chun Hei,34075,46,7.5,Yuen Long District Sports Association Limited
10,Leung Ka Yan,34317,53,0.5,Yuen Long District Sports Association Limited
11,Wong Ka Yu,33759,0,0.0,Yuen Long District Sports Association Limited
12,Chan Kwok Keung George,20183,0,15.0,Yuen Long District Sports Association Limited
