Position,Name of Player,Team,Average Points,Total Game Points,Games Played,Won,Lost,Division,Win Percentage
1,Wong Chun Hong,Spaghetti,26.45,291,11,11,0,17A,1.0
2,Tsui Ka Pui,i-Mask Advance Squash Club 11,24.5,147,6,5,1,17A,0.8333333333333334
3,Lo Ching Yin,Kinetic 6,24.33,219,9,7,2,17A,0.7777777777777778
4,Lee Kit Long,i-Mask Advance Squash Club 11,23.0,138,6,6,0,17A,1.0
5,Healy Michael,Hong Kong Cricket Club 17,21.75,174,8,6,2,17A,0.75
6,Mak Kwok Wing,The Zero Squash Club D17,20.4,102,5,5,0,17A,1.0
7,Lee Yuk Hei,i-Mask Advance Squash Club 11,20.33,183,9,7,2,17A,0.7777777777777778
8,Macresy Raphael,Hong Kong Cricket Club 17,20.14,141,7,4,3,17A,0.5714285714285714
9,Lau Siu Yuen,Spaghetti,20.1,201,10,8,2,17A,0.8
10,Tsui Wing Fat,The Zero Squash Club D17,20.0,120,6,6,0,17A,1.0
11,Chung Ho Yin Will,Smart Squash 3,19.5,195,10,6,4,17A,0.6
12,Lai Shing Chak,HEAD SHATIN 5,19.33,174,9,6,3,17A,0.6666666666666666
13,Mak Rachel Lai Lo,HEAD SHATIN 5,18.5,111,6,6,0,17A,1.0
14,Tse Tin Po,The Zero Squash Club D17,17.62,141,8,4,4,17A,0.5
15,Chung Ka Chun,The Zero Squash Club D17,16.8,84,5,5,0,17A,1.0
16,Lee Kit Ying,i-Mask Advance Squash Club 11,16.8,84,5,4,1,17A,0.8
17,Lau Chi Chun,The Zero Squash Club D17,16.5,99,6,4,2,17A,0.6666666666666666
18,Clark Bryan Henry,Hong Kong Cricket Club 17,16.0,144,9,5,4,17A,0.5555555555555556
19,Chow Ka Lun,PLZ,15.9,159,10,3,7,17A,0.3
20,Eyre James,Hong Kong Cricket Club 17,15.75,126,8,6,2,17A,0.75
21,Kan Sheung Yin,i-Mask Advance Squash Club 11,15.6,78,5,3,2,17A,0.6
22,Denham Jude,Hong Kong Cricket Club 17,15.43,108,7,6,1,17A,0.8571428571428571
23,Yip Cho Wai,The Zero Squash Club D17,15.43,108,7,1,6,17A,0.14285714285714285
24,Lau Cheuk Yin,Spaghetti,14.57,102,7,4,3,17A,0.5714285714285714
25,Ng Wing Sze,HEAD SHATIN 5,14.14,99,7,4,3,17A,0.5714285714285714
26,Chau Ka Chung,HEAD SHATIN 5,13.88,111,8,6,2,17A,0.75
27,Wong Kelvin Ka Wing,HEAD SHATIN 5,13.8,69,5,1,4,17A,0.2
28,Choi Ming Fung,HEAD SHATIN 5,13.5,81,6,4,2,17A,0.6666666666666666
29,Chau Chun Man,The Zero Squash Club D17,13.2,66,5,4,1,17A,0.8
30,Tseng O Him,Smart Squash 3,12.86,90,7,2,5,17A,0.2857142857142857
31,Yu Stanley Thomas,Hong Kong Cricket Club 17,12.6,63,5,4,1,17A,0.8
32,Tsang Hoi Lam,HEAD SHATIN 5,12.6,63,5,0,5,17A,0.0
33,Yuen Hong Man,HEAD SHATIN 5,12.5,75,6,5,1,17A,0.8333333333333334
34,Tam Kai Chi,Kinetic 6,12.0,60,5,2,3,17A,0.4
35,Chan Ching Long,Kinetic 6,12.0,120,10,1,9,17A,0.1
36,Li Tsz Chung,Smart Squash 3,11.14,78,7,2,5,17A,0.2857142857142857
37,Chu Ho Ching,i-Mask Advance Squash Club 11,11.0,66,6,3,3,17A,0.5
38,Ching Pak Hin,PLZ,10.2,102,10,1,9,17A,0.1
39,Wong Chak Sum Ocean,Smart Squash 3,9.86,69,7,4,3,17A,0.5714285714285714
40,Li Ka Hing,Kinetic 6,9.6,48,5,2,3,17A,0.4
40,Ling Chak Piu William,Kinetic 6,9.6,48,5,2,3,17A,0.4
40,Chim Tung Ni,Smart Squash 3,9.6,48,5,2,3,17A,0.4
43,Hui Chi Fai,PLZ,8.0,72,9,1,8,17A,0.1111111111111111
44,Lee Tin Sam,i-Mask Advance Squash Club 11,7.2,36,5,2,3,17A,0.4
45,Ng Terry Yu Hin,PLZ,5.7,57,10,1,9,17A,0.1
46,Cheung Hoi Suen,PLZ,5.62,45,8,3,5,17A,0.375
47,Cheung Ho Wing,Spaghetti,5.25,42,8,1,7,17A,0.125
48,Tam Yat Yin,Kinetic 6,0.6,3,5,0,5,17A,0.0
,Lo Sin Tung,i-Mask Advance Squash Club 11,24.0,24,1,1,0,17A,1.0
,Leung Kwan Pok,Spaghetti,21.0,21,1,1,0,17A,1.0
,Ling Yau Hang,Kinetic 6,20.0,60,3,2,1,17A,0.6666666666666666
,Eyre George,Hong Kong Cricket Club 17,18.0,72,4,4,0,17A,1.0
,Chan Sui Ting,The Zero Squash Club D17,16.5,33,2,2,0,17A,1.0
,Wong Tat Tsun,The Zero Squash Club D17,16.5,33,2,1,1,17A,0.5
,Ho Suk Yin,The Zero Squash Club D17,15.0,45,3,3,0,17A,1.0
,Chan Wing Tung,The Zero Squash Club D17,15.0,45,3,2,1,17A,0.6666666666666666
,Chan Wun Hei,HEAD SHATIN 5,15.0,15,1,1,0,17A,1.0
,Macresy Adrien,Hong Kong Cricket Club 17,15.0,15,1,1,0,17A,1.0
,Chan Tsz Yeung,HEAD SHATIN 5,15.0,30,2,1,1,17A,0.5
,Ng Kin Chun,Smart Squash 3,14.25,57,4,0,4,17A,0.0
,Sham Ka Ching,The Zero Squash Club D17,14.0,42,3,3,0,17A,1.0
,Yip Pui Yan,Kinetic 6,13.5,27,2,1,1,17A,0.5
,Sheel Daryanani,Hong Kong Cricket Club 17,13.0,39,3,2,1,17A,0.6666666666666666
,Moy Ho Yan,i-Mask Advance Squash Club 11,12.0,12,1,1,0,17A,1.0
,Cheung Sui Hei,i-Mask Advance Squash Club 11,9.0,18,2,1,1,17A,0.5
,Lam Ka Ho,Smart Squash 3,9.0,9,1,1,0,17A,1.0
,Chok Wai Hin,Smart Squash 3,9.0,36,4,0,4,17A,0.0
,Ng Chun Ting,Kinetic 6,8.25,33,4,2,2,17A,0.5
,So Tsz Lam,Kinetic 6,8.0,24,3,1,2,17A,0.3333333333333333
,Ng Tsz Ching,Smart Squash 3,7.5,15,2,1,1,17A,0.5
,Lee Wan Yin,i-Mask Advance Squash Club 11,7.5,15,2,1,1,17A,0.5
,Yu Cheuk Yin,Spaghetti,3.0,3,1,0,1,17A,0.0
,Poon Shun Ming,i-Mask Advance Squash Club 11,3.0,3,1,0,1,17A,0.0
,Wong Hung Kei,Smart Squash 3,3.0,3,1,0,1,17A,0.0
,Lau Wai Yin,Smart Squash 3,3.0,3,1,0,1,17A,0.0
,Chan Hin Chiu,PLZ,1.5,3,2,0,2,17A,0.0
,Tsang Ting Hei,Smart Squash 3,0.0,0,1,0,1,17A,0.0
,Li Wing Nam,Kinetic 6,0.0,0,4,0,4,17A,0.0
,Spencer Lance Thomas,Hong Kong Cricket Club 17,0.0,0,0,0,0,17A,
