Position,Name of Player,Team,Average Points,Total Game Points,Games Played,Won,Lost,Division,Win Percentage
1,Ko Sze Chai Cedric,SKYERS,25.5,153,6,6,0,19A,1.0
2,Sheethal Kumar Palash,Hong Kong Cricket Club 8,24.6,123,5,4,1,19A,0.8
3,Cheung Pak Hin Milo,TNG 4,24.0,144,6,6,0,19A,1.0
4,Lai Shing Chak,Orion Squash,23.4,117,5,4,1,19A,0.8
5,Choi Ming Fung,Orion Squash,21.5,129,6,4,2,19A,0.6666666666666666
6,Ho Matthew,Orion Squash,18.0,108,6,6,0,19A,1.0
7,Su Chi To,Vitality Squash 2,18.0,108,6,2,4,19A,0.3333333333333333
8,Man Hok Him,SKYERS,16.8,84,5,4,1,19A,0.8
9,Leung Yat Hei,North District Sports Association 3,16.2,81,5,3,2,19A,0.6
10,Achouch Jules Simon,Hong Kong Cricket Club 8,15.6,78,5,2,3,19A,0.4
11,Yeung Samuel Albert,SKYERS,15.0,75,5,2,3,19A,0.4
12,Wong Wai Ling Helen,Orion Squash,14.0,84,6,3,3,19A,0.5
13,Tsang Chi Hung,North District Sports Association 3,13.2,66,5,3,2,19A,0.6
14,Tung Liam Chase Zhao Wen,Hong Kong Football Club 19,12.6,63,5,4,1,19A,0.8
15,Wong Yiu Yeung,Vitality Squash 2,11.5,69,6,2,4,19A,0.3333333333333333
16,Ragless Jack,Hong Kong Football Club 19,8.5,51,6,1,5,19A,0.16666666666666666
17,Cheung Hei Kwai,TNG 4,7.0,42,6,3,3,19A,0.5
18,Koon Long Ying,TNG 4,6.0,30,5,0,5,19A,0.0
,Chan Hoi Hei,TNG 4,23.0,69,3,3,0,19A,1.0
,Cheng Matthew King Fung,Vitality Squash 2,22.5,90,4,4,0,19A,1.0
,Wong Ho Kiu,TNG 4,21.0,84,4,4,0,19A,1.0
,Tong Ho Yin,SKYERS,21.0,63,3,3,0,19A,1.0
,Lam Ethan Hon Yin,Hong Kong Cricket Club 8,21.0,42,2,2,0,19A,1.0
,Leung Wai Ki,North District Sports Association 3,18.0,18,1,1,0,19A,1.0
,Lee Yui Hin,North District Sports Association 3,17.0,51,3,1,2,19A,0.3333333333333333
,Chen Lucas,Hong Kong Cricket Club 8,16.5,66,4,4,0,19A,1.0
,Cheung Wai Lok Nathan,TNG 4,16.0,48,3,1,2,19A,0.3333333333333333
,Tsang Chun Fung,Vitality Squash 2,15.0,60,4,3,1,19A,0.75
,Kan Mei Yan Agnes,SKYERS,15.0,45,3,3,0,19A,1.0
,Tang Wai Hong,Orion Squash,15.0,30,2,2,0,19A,1.0
,Choi Hiu Yeung,Orion Squash,15.0,15,1,1,0,19A,1.0
,Li Ching Yi,North District Sports Association 3,15.0,15,1,1,0,19A,1.0
,Ramachandran Arjun,Hong Kong Cricket Club 8,15.0,15,1,1,0,19A,1.0
,Lai Dickie,SKYERS,13.0,39,3,2,1,19A,0.6666666666666666
