Position,Name of Player,Team,Average Points,Total Game Points,Games Played,Won,Lost,Division,Win Percentage
1,Wong King Tat,Squashathon Zero,26.4,132,5,5,0,12A,1.0
2,Ko Dorothy Sin Ting,Xavier,26.0,156,6,6,0,12A,1.0
3,Chau Po Yin,TOMCAT,24.86,174,7,7,0,12A,1.0
4,Janes Gareth,Revolution,23.0,138,6,5,1,12A,0.8333333333333334
5,Tam Kai Chung Hades,Xavier,22.5,135,6,6,0,12A,1.0
6,Poon Hing Keung,TOMCAT,22.2,222,10,10,0,12A,1.0
7,Yip Sai Fu,Squashathon Zero,21.86,153,7,7,0,12A,1.0
8,Ternes Daniel,Revolution,21.86,153,7,4,3,12A,0.5714285714285714
9,Denham Paul,Hong Kong Cricket Club 6,21.6,108,5,3,2,12A,0.6
10,Au Wai Lun,i-Mask Advance Squash Club 3,18.67,168,9,8,1,12A,0.8888888888888888
11,Cheung Ringo Hon Lam,Sha Tin Squash Rackets Club 3,18.3,183,10,4,6,12A,0.4
12,Chan Keiko Tsun Ling,Xavier,18.0,144,8,6,2,12A,0.75
13,Cheuk Chi Tak,Sha Tin Squash Rackets Club 3,18.0,126,7,5,2,12A,0.7142857142857143
14,Wong Hui Sing,Squashathon Zero,18.0,108,6,3,3,12A,0.5
15,Chan Ho Yu,i-Mask Advance Squash Club 3,17.57,123,7,4,3,12A,0.5714285714285714
16,Frielinghaus Dean,Revolution,17.5,105,6,4,2,12A,0.6666666666666666
17,Hui Chiu Pun,i-Mask Advance Squash Club 3,16.88,135,8,3,5,12A,0.375
18,Luk Jackie Ching Chug,Studio Pro,16.33,147,9,2,7,12A,0.2222222222222222
19,Chan Kin Pong James,Sha Tin Squash Rackets Club 3,16.2,81,5,3,2,12A,0.6
20,Dalpathraj Sheethal Kumar,Hong Kong Cricket Club 6,15.5,93,6,4,2,12A,0.6666666666666666
21,Cheung Wai Kwong,Sha Tin Squash Rackets Club 3,15.0,135,9,7,2,12A,0.7777777777777778
22,Yiu Sai Ngoi,Studio Pro,14.7,147,10,7,3,12A,0.7
23,Leung Chun Ho,Squashathon Zero,14.5,87,6,5,1,12A,0.8333333333333334
24,Chui Danny Kam Wah,Studio Pro,14.0,126,9,5,4,12A,0.5555555555555556
25,Choi Chi Keung,Studio Pro,13.5,81,6,6,0,12A,1.0
26,Chan Ping Him Kevin,Xavier,13.5,108,8,5,3,12A,0.625
27,Gaffney Noel Patrick,Studio Pro,13.5,81,6,2,4,12A,0.3333333333333333
28,Leung Kam Yan,Squashathon Zero,13.2,66,5,3,2,12A,0.6
29,Thomas Tristan Roland France,Hong Kong Cricket Club 6,12.86,90,7,2,5,12A,0.2857142857142857
30,Miranda Felipe,Squashathon Zero,12.0,60,5,3,2,12A,0.6
31,Martin Timothy,Revolution,11.5,69,6,3,3,12A,0.5
32,Yim Sunny Yat Hing,Xavier,11.4,57,5,4,1,12A,0.8
33,Kwok Fung,TOMCAT,11.14,78,7,2,5,12A,0.2857142857142857
34,Chan Wun Hei,Sha Tin Squash Rackets Club 3,10.88,87,8,4,4,12A,0.5
35,Mo Li Hung Calvin,i-Mask Advance Squash Club 3,10.8,54,5,0,5,12A,0.0
36,Lam Alan Wing Lun,TOMCAT,10.5,84,8,4,4,12A,0.5
37,Chiu Tsz Chung,Xavier,10.5,63,6,3,3,12A,0.5
38,Chan Hei Ching Boris,i-Mask Advance Squash Club 3,10.29,72,7,3,4,12A,0.42857142857142855
39,Wotherspoon Kevin,Revolution,10.2,51,5,3,2,12A,0.6
40,Chu Kwok Lun,TOMCAT,10.0,60,6,4,2,12A,0.6666666666666666
41,Chan Wai Yip,TOMCAT,8.57,60,7,4,3,12A,0.5714285714285714
42,Sin William Wai Lam,Studio Pro,8.4,42,5,3,2,12A,0.6
43,Tsang Chi Long,Revolution,6.0,30,5,1,4,12A,0.2
44,Macresy Adrien,Hong Kong Cricket Club 6,4.29,30,7,1,6,12A,0.14285714285714285
45,Au Heung Ben,i-Mask Advance Squash Club 3,4.12,33,8,1,7,12A,0.125
,Liu Chun Hin Heron,Xavier,23.25,93,4,3,1,12A,0.75
,Hale Thomas William,Revolution,21.0,84,4,3,1,12A,0.75
,Law Ho Lun,EdUHK,18.0,54,3,2,1,12A,0.6666666666666666
,Tang Kam Keung,TOMCAT,18.0,54,3,1,2,12A,0.3333333333333333
,Leung Cheuk Hin,EdUHK,18.0,18,1,0,1,12A,0.0
,Fok Chin Ting Wicko,Studio Pro,17.0,51,3,1,2,12A,0.3333333333333333
,Chan Yin Fung,Sha Tin Squash Rackets Club 3,16.5,66,4,4,0,12A,1.0
,Lee Ho Kwong,Squashathon Zero,15.75,63,4,1,3,12A,0.25
,Chan Muk Kan,Squashathon Zero,15.0,60,4,4,0,12A,1.0
,Chib Rajeev,Hong Kong Cricket Club 6,15.0,60,4,1,3,12A,0.25
,Lau Li Lap,Sha Tin Squash Rackets Club 3,13.0,39,3,1,2,12A,0.3333333333333333
,Lee Davies Man Yuen,Sha Tin Squash Rackets Club 3,12.0,48,4,3,1,12A,0.75
,Ko Vincent Tak Kwan,TOMCAT,12.0,24,2,1,1,12A,0.5
,Falcon Adam Hugo Agung,Hong Kong Cricket Club 6,12.0,24,2,0,2,12A,0.0
,Leong Chin Fung,EdUHK,12.0,36,3,0,3,12A,0.0
,Yu Stanley Thomas,Hong Kong Cricket Club 6,10.5,42,4,1,3,12A,0.25
,Chan Chi Ming,i-Mask Advance Squash Club 3,10.5,21,2,0,2,12A,0.0
,Chan Chun Man,Squashathon Zero,10.0,30,3,2,1,12A,0.6666666666666666
,Mok Shing Hei,EdUHK,9.75,39,4,1,3,12A,0.25
,Mak Qi Yao,EdUHK,9.0,36,4,0,4,12A,0.0
,Iyer Sanjay,Revolution,9.0,36,4,0,4,12A,0.0
,Tsang Man Wai Kitty,Xavier,8.0,24,3,1,2,12A,0.3333333333333333
,Woo Wai Ming,Studio Pro,7.5,15,2,1,1,12A,0.5
,Lam Wai Tak,Xavier,7.5,15,2,1,1,12A,0.5
,Denham Cole,Hong Kong Cricket Club 6,5.0,15,3,1,2,12A,0.3333333333333333
,Woo Tik Hei Elpis,EdUHK,4.5,9,2,0,2,12A,0.0
,Shiu Chung Hei,EdUHK,4.0,12,3,0,3,12A,0.0
,Christie Alec Gilbert,Revolution,4.0,12,3,0,3,12A,0.0
,Koeman Arthur,Hong Kong Cricket Club 6,3.0,3,1,0,1,12A,0.0
,Litherland Benjamin,Revolution,3.0,3,1,0,1,12A,0.0
,Denham Jude,Hong Kong Cricket Club 6,3.0,3,1,0,1,12A,0.0
,So Man Hei,EdUHK,3.0,3,1,0,1,12A,0.0
,Healy Michael,Hong Kong Cricket Club 6,3.0,9,3,0,3,12A,0.0
,Tong Man Ting Angel,Xavier,3.0,3,1,0,1,12A,0.0
,Zhang James,Hong Kong Cricket Club 6,0.0,0,2,0,2,12A,0.0
,Ma Siu Kwan,EdUHK,0.0,0,3,0,3,12A,0.0
,Wong Wing Ming,Studio Pro,0.0,0,0,0,0,12A,
,Tang Quok Yung Eric,Xavier,0.0,0,0,0,0,12A,
,Fu Tsz Ching,EdUHK,0.0,0,0,0,0,12A,
,Chiu Wing Chee Alice,Xavier,0.0,0,0,0,0,12A,
