Order,Player,HKS No.,Ranking,Points,Team
1,Piasecki Joanne,30266,14,18.0,Sovereign Group LRC Master 3
2,Madhok Rajat,31780,3,21.55,Sovereign Group LRC Master 3
3,Weatherall Roland,27780,27,15.0,Sovereign Group LRC Master 3
4,Olsen Sven,32493,13,18.0,Sovereign Group LRC Master 3
5,Bilton Howard,24148,62,8.57,Sovereign Group LRC Master 3
6,Halder Graeme,31933,34,14.5,Sovereign Group LRC Master 3
7,Cho Albert,30076,44,12.21,Sovereign Group LRC Master 3
8,Shahani Dilip,22008,54,10.5,Sovereign Group LRC Master 3
9,Erro Davide,30077,0,12.0,Sovereign Group LRC Master 3
10,Sze Morgan,30823,0,8.25,Sovereign Group LRC Master 3
11,Sackett Eleanor,11812,77,3.0,Sovereign Group LRC Master 3
12,Diestal Joseph Herman,32492,0,0.0,Sovereign Group LRC Master 3
13,Botsford Christopher,28240,0,0.0,Sovereign Group LRC Master 3
1,Tsui Marcus Chi Hung,18863,2,23.84,Alpha CUHK Master
3,Lam Francis Fu Yuen,25420,48,11.18,Alpha CUHK Master
4,Ho William Wai Lim,20840,52,10.67,Alpha CUHK Master
6,Lee Dominic Ho Chi,13326,59,9.0,Alpha CUHK Master
7,Lau Chi Wai,27682,39,13.0,Alpha CUHK Master
8,Liu Hing Wing,17456,26,15.0,Alpha CUHK Master
9,Yu Wai King,7433,75,4.2,Alpha CUHK Master
10,Luk Thomas Yun Tong,23978,76,3.6,Alpha CUHK Master
11,Ho Ricky Wai Ki,20841,70,5.7,Alpha CUHK Master
12,Ha Henry Kam Bo,19665,78,0.5,Alpha CUHK Master
13,Tsang Ricky Wai Kit,29386,0,0.0,Alpha CUHK Master
14,Tam Stephen Wai Sing,19751,0,0.0,Alpha CUHK Master
15,Tam Benny Pit Shing,18543,0,6.0,Alpha CUHK Master
1,Spaan Rudolf,27337,19,17.14,American Club
2,Allen Lance,28986,9,19.8,American Club
3,Dubois Francois,30149,16,17.62,American Club
4,Lau John,25495,25,15.35,American Club
5,Eng Patrick,31913,30,15.0,American Club
6,Longuepee Francis,27002,58,9.33,American Club
7,Burns Thomas,30146,64,8.47,American Club
8,Ho Stephen,25235,0,3.0,American Club
9,Sebastian Pepe,32564,0,3.0,American Club
10,Rao Ashish Kishore,32510,0,0.0,American Club
11,Rau Wayne Victor,30555,0,1.5,American Club
12,Tse Ray,28736,69,6.0,American Club
13,Hanna Donald,32565,72,4.75,American Club
1,O'Dell Alex,32512,11,19.25,Hong Kong Cricket Club M3
2,Elson Erol,31586,31,15.0,Hong Kong Cricket Club M3
3,Pike Emma,28948,33,14.73,Hong Kong Cricket Club M3
4,Burden Andrew,29256,36,14.4,Hong Kong Cricket Club M3
5,To Alva Yu Hung,16721,35,14.4,Hong Kong Cricket Club M3
6,Ellis Steve,30231,60,9.0,Hong Kong Cricket Club M3
7,Collis Richard,30253,66,7.67,Hong Kong Cricket Club M3
8,Cooke Simon,23964,53,10.64,Hong Kong Cricket Club M3
9,Ytterdal Steel,29821,63,8.5,Hong Kong Cricket Club M3
10,Bradbury Adrian,25380,71,5.57,Hong Kong Cricket Club M3
11,D'Souza Dexter,30783,68,6.38,Hong Kong Cricket Club M3
12,Tang Pak Hung,21877,0,3.0,Hong Kong Cricket Club M3
13,Openshaw Michael,30134,73,4.5,Hong Kong Cricket Club M3
1,Cross David,28751,5,21.17,Hong Kong Football Club M3A
2,Padgaonkar Ashwin,30116,10,19.31,Hong Kong Football Club M3A
3,Thompson Dean,32220,0,0.0,Hong Kong Football Club M3A
4,Niederberger Jurg,27566,8,20.5,Hong Kong Football Club M3A
5,Pahlman Kari,31188,38,13.12,Hong Kong Football Club M3A
6,Osmund James,31485,17,17.45,Hong Kong Football Club M3A
7,Jones Robert F.,27122,41,12.64,Hong Kong Football Club M3A
8,Roberts Neil,27552,57,9.6,Hong Kong Football Club M3A
9,Gollop Stephen,26674,45,11.75,Hong Kong Football Club M3A
10,Williams Richard,29816,0,0.0,Hong Kong Football Club M3A
11,Murray David,27253,49,11.0,Hong Kong Football Club M3A
12,Laracy Damien,31512,0,3.0,Hong Kong Football Club M3A
13,Gooch Jason,25410,51,10.8,Hong Kong Football Club M3A
1,Shringla Suberna,28082,23,15.86,Hong Kong Football Club M3B
2,Steffensen Nigel,31605,31,15.0,Hong Kong Football Club M3B
3,Squires Mark,30124,18,17.25,Hong Kong Football Club M3B
4,Tsang Michael,27529,47,11.33,Hong Kong Football Club M3B
5,Hakli Jukka,30118,22,16.0,Hong Kong Football Club M3B
6,Li Charles Tak Kwong,25322,43,12.27,Hong Kong Football Club M3B
7,Organ Nick,31510,46,11.4,Hong Kong Football Club M3B
8,Chew Fook Aun,25201,0,13.5,Hong Kong Football Club M3B
9,Ho Kwan Lun,28186,55,10.25,Hong Kong Football Club M3B
10,Ng Simon Chi Ming,6025,67,6.64,Hong Kong Football Club M3B
11,Teng Fredric,31138,0,6.0,Hong Kong Football Club M3B
12,Sutcliffe Mark,31511,65,8.36,Hong Kong Football Club M3B
1,Cheng Chi Yan,25321,1,25.69,Perrier KCC M3
2,Cheng Tak Kwong,17999,4,21.35,Perrier KCC M3
4,Brettell David,19505,15,17.79,Perrier KCC M3
5,Kundamal Dhiraj,28381,20,17.1,Perrier KCC M3
6,Lo Tin Yee Clement,11972,56,9.6,Perrier KCC M3
7,Fraser Peter,21519,74,4.33,Perrier KCC M3
8,Chow Mark Yu Cheuk,17782,0,9.0,Perrier KCC M3
9,Yip Kent Chi Bun,25547,0,9.0,Perrier KCC M3
10,Tang Raymond Wai Ming,25572,0,7.5,Perrier KCC M3
11,Tang Man Shing,21136,0,14.0,Perrier KCC M3
12,Wong Terbin Tung,17446,0,2.25,Perrier KCC M3
13,Tsang Wai Kit Paul,23712,61,8.62,Perrier KCC M3
14,Anderson Richard,31886,0,0.0,Perrier KCC M3
15,Wan Vincent Shui Tong,15990,0,0.0,Perrier KCC M3
1,Au Yeung Bosco Kwong,28306,6,21.0,The Hong Kong Jockey Club Master 3
2,Lee Dennis Yuk Kai,27426,12,18.5,The Hong Kong Jockey Club Master 3
3,Shum Hin Yeung Almond,23204,7,20.6,The Hong Kong Jockey Club Master 3
4,Hsu Marvin,22729,0,21.0,The Hong Kong Jockey Club Master 3
5,Wong John Ying Man,20638,24,15.82,The Hong Kong Jockey Club Master 3
6,Ho Wai Ying,27451,37,13.67,The Hong Kong Jockey Club Master 3
7,Ip Kenny Lau Chuen,8731,27,15.0,The Hong Kong Jockey Club Master 3
8,Tong Franco Sui Lun,23088,29,15.0,The Hong Kong Jockey Club Master 3
9,Woo Heng Che Stephen,29998,21,16.5,The Hong Kong Jockey Club Master 3
10,Chung Kenneth Pui Kong,5943,42,12.6,The Hong Kong Jockey Club Master 3
11,Ko Cecil,22999,50,11.0,The Hong Kong Jockey Club Master 3
12,Matharu Channi,26276,0,9.0,The Hong Kong Jockey Club Master 3
13,Dong Ka Chung Jacky,21062,40,12.86,The Hong Kong Jockey Club Master 3
14,Tien Calvin,27366,0,0.0,The Hong Kong Jockey Club Master 3
15,Wang Benedict,17812,0,0.0,The Hong Kong Jockey Club Master 3
