Order,Player,HKS No.,Ranking,Points,Team
1,Lau Ching Lam Angie,31902,7,19.75,GS 4
2,Ma Kin Fung,31966,22,14.77,GS 4
3,Au Ling Yu,31896,11,18.82,GS 4
4,Yuen Siu Hang,32113,18,15.0,GS 4
5,Ong Zhe Sim,31995,28,13.38,GS 4
6,Man Pok Wang,32533,54,3.23,GS 4
7,Cheung Kasper,32534,53,3.6,GS 4
1,Ng Kai Him Kendrew,31717,10,19.15,i-MASK Advance Squash Club 14
2,Tam Justine,31887,14,17.45,i-MASK Advance Squash Club 14
3,Loo Lucy Sin Hei,31553,23,14.75,i-MASK Advance Squash Club 14
4,Tam Marissa,32260,0,0.0,i-MASK Advance Squash Club 14
5,Foo Chit Man,31569,40,10.5,i-MASK Advance Squash Club 14
6,Chung Sheung Chi Keith,32215,24,14.62,i-MASK Advance Squash Club 14
7,Leung Chun Hei,31534,0,0.0,i-MASK Advance Squash Club 14
8,Cheung Louis,32267,46,8.62,i-MASK Advance Squash Club 14
9,Moy Ho Yan,32385,43,9.6,i-MASK Advance Squash Club 14
10,Cheung Rachael Yin Wa,31074,51,4.29,i-MASK Advance Squash Club 14
1,Wong Tin Long,31685,3,23.5,KWTDSC 4
2,Chan Po Lai,30728,9,19.36,KWTDSC 4
3,Chan Ho Lam,31051,8,19.5,KWTDSC 4
4,Kwok Chin Yau,32352,20,15.0,KWTDSC 4
5,Yip Cho Wai,32320,13,18.0,KWTDSC 4
6,Kwok Yin Ting,32389,17,15.46,KWTDSC 4
7,Leung Lok Man,31686,0,0.0,KWTDSC 4
7,Chui Ho Hin,32388,19,15.0,KWTDSC 4
8,Tang Wai Lam,32070,0,8.25,KWTDSC 4
9,Lo Ho Chung,32390,0,4.0,KWTDSC 4
10,Ma Yuk Hei,32391,0,4.5,KWTDSC 4
1,Cheung Parco,31071,1,24.6,Relay 2
2,Tse Ling Shu,31070,37,12.0,Relay 2
3,Cheuk Kian Chun Yin,32087,21,14.82,Relay 2
4,Chan Long Ying,32086,44,9.0,Relay 2
5,Cheung Danny Yui Nam,32088,27,13.71,Relay 2
6,Liu Kwok Leung,32132,42,10.2,Relay 2
7,Tsang Hoi Lam,32303,47,8.4,Relay 2
8,Tang Helen,32404,52,4.12,Relay 2
1,Yip Chi Ching,31818,12,18.43,Sprouts
2,Choi Cheuk Man Adam,31482,6,20.18,Sprouts
3,Chiu Moses,31732,2,23.5,Sprouts
4,Liu Yan Nam,31151,30,13.12,Sprouts
5,Ching Wang Hin,31669,39,10.71,Sprouts
6,Chiu Joshua,31942,29,13.36,Sprouts
7,Chow Yuk Ting Justin,31413,35,12.0,Sprouts
8,Tang Nga Man,32035,31,13.0,Sprouts
9,Tse Wing Yan Reanna,32104,36,12.0,Sprouts
10,Tsang Chun Fung,32105,26,13.8,Sprouts
11,Lee Stephy Yau Kwan,31923,48,6.6,Sprouts
1,Kwok Kin Hei,31564,4,22.64,TPSG
2,Wong Raymond Ping Kin,27438,5,20.29,TPSG
3,Tsang Yan Kiu,31880,15,16.38,TPSG
5,Robinson Caeli,32311,33,12.43,TPSG
6,Ng Kin Chun,31997,38,10.71,TPSG
7,Tseng O Him,32165,0,3.0,TPSG
8,Wong Issac Shiu Jit,32276,41,10.2,TPSG
9,Tsang Choi Shu,32312,0,6.0,TPSG
10,Tsang Ching Yuen,32313,0,0.0,TPSG
1,Lai Shing Chak,32073,32,12.5,Yuen Long Jr 4
2,Ng Wing Sze,32419,25,14.25,Yuen Long Jr 4
3,Cheung Wing Kiu,32075,16,16.0,Yuen Long Jr 4
4,Tang Tsz Yin,32185,34,12.43,Yuen Long Jr 4
5,Cheung Ka Hin,32038,45,8.79,Yuen Long Jr 4
6,Wong Yik Hong,32168,50,4.91,Yuen Long Jr 4
7,Wong Tsz Ting,32367,49,6.56,Yuen Long Jr 4
