Order,Player,HKS No.,Ranking,Points,Team
1,Macpherson Emma,29422,7,17.45,Hong Kong Cricket Club L3
2,Lai Tiffany Hoi Jun,29939,0,0.0,Hong Kong Cricket Club L3
3,Lee Judy Yuet Ho,20979,0,12.0,Hong Kong Cricket Club L3
4,Cheung Helen Wai Ching,24255,11,14.62,Hong Kong Cricket Club L3
5,Peters Vivien,32224,4,19.09,Hong Kong Cricket Club L3
6,Chapman Anna,30224,13,13.71,Hong Kong Cricket Club L3
7,Kwan Clare Kit Wai,31166,5,18.0,Hong Kong Cricket Club L3
8,Deayton Gail,28419,0,0.0,Hong Kong Cricket Club L3
9,Butler Suzanne,32227,0,9.75,Hong Kong Cricket Club L3
10,Watson Julie,31919,0,0.0,Hong Kong Cricket Club L3
11,Riddell Beverly,27300,0,21.0,Hong Kong Cricket Club L3
12,Guest Claire,30514,22,4.5,Hong Kong Cricket Club L3
13,Sood Deepika,31889,0,15.0,Hong Kong Cricket Club L3
1,Savoie Julie,30873,0,16.0,Hong Kong Football Club L3A
2,Van Winsum Chris,32149,9,15.75,Hong Kong Football Club L3A
3,Zhang Tatiana,31657,3,20.0,Hong Kong Football Club L3A
4,MacNamara Jade,28315,0,8.25,Hong Kong Football Club L3A
5,Pompea Elizabeth,31232,14,13.2,Hong Kong Football Club L3A
6,Chan Helen Yuk Yee,27749,16,12.38,Hong Kong Football Club L3A
7,Sadler Suzanne,27862,15,12.6,Hong Kong Football Club L3A
8,Jivraj Myrna,31144,18,11.5,Hong Kong Football Club L3A
9,Wong Monique Man Heng,31161,0,11.25,Hong Kong Football Club L3A
10,Chan May Shan Susanna,28030,0,0.0,Hong Kong Football Club L3A
11,Tang Genevieve,32151,0,14.25,Hong Kong Football Club L3A
12,Macnamara Chin,28012,0,0.0,Hong Kong Football Club L3A
13,Munoz Nadia,32150,0,8.25,Hong Kong Football Club L3A
1,Wong Javy Ki Ling,26016,1,25.36,Hong Kong Football Club L3B
2,Getry Uma,32527,17,11.62,Hong Kong Football Club L3B
3,Or Jenny,29235,8,16.12,Hong Kong Football Club L3B
4,Chan Peggy,18995,20,7.5,Hong Kong Football Club L3B
5,Walsh Andrea,31415,21,5.5,Hong Kong Football Club L3B
6,Organ Natalie,31817,0,3.0,Hong Kong Football Club L3B
7,Muntner Alison,31822,23,3.33,Hong Kong Football Club L3B
8,Wright Gail,29236,0,0.0,Hong Kong Football Club L3B
9,Manglani Sapna,31924,0,9.0,Hong Kong Football Club L3B
10,Fong Wing Yee Noelle,31894,0,7.0,Hong Kong Football Club L3B
11,Koo Vicky Mei Bing,31160,0,9.0,Hong Kong Football Club L3B
1,Lo Wing Man Veronica,31507,0,12.0,Perrier Ladies
2,Chan Christine Yik Tat,27830,2,22.5,Perrier Ladies
3,Chan Sandy Shuk Wah,13979,0,0.0,Perrier Ladies
5,Akinal Josephine Lexner,32446,6,18.0,Perrier Ladies
5,Chang Diana,32226,0,0.0,Perrier Ladies
6,Smith Frances Deborah,30868,10,15.3,Perrier Ladies
7,Tse Kathleen Sarah,31436,12,13.8,Perrier Ladies
8,Sze Leandra Yu-Ming,31456,19,9.6,Perrier Ladies
8,Ng Judy Shuk Chu,31135,0,0.0,Perrier Ladies
9,Chin Kristen,28088,0,0.0,Perrier Ladies
