Order,Player,HKS No.,Ranking,Points,Team
1,Lau Yan Kiu,28444,3,21.32,Global 1
2,Kan Ho Yin Alex,29844,7,18.17,Global 1
3,Lee Ho Ting,28391,20,13.71,Global 1
4,Law Hong Ting Kelvin,30201,23,13.2,Global 1
5,Chan Ming Yan Calvin,28809,24,12.5,Global 1
6,Ching Andus Kin Nok,29051,26,12.2,Global 1
7,Mak Chun Wai,29350,27,12.0,Global 1
8,Leung Suet Ching Emily,27800,0,1.5,Global 1
9,Burns Thomas,30146,0,3.0,Global 1
1,Gilder ^Hamish,32274,2,21.56,Hong Kong Cricket Club 3
3,Macresy Stephane Marc-Georges,32225,22,13.41,Hong Kong Cricket Club 3
4,Stewart Angus,29277,33,10.33,Hong Kong Cricket Club 3
5,Chib Rajeev,30283,35,8.4,Hong Kong Cricket Club 3
6,Elson Erol,31586,28,11.75,Hong Kong Cricket Club 3
7,Sparrow Charlie,31162,0,10.5,Hong Kong Cricket Club 3
8,Burden Andrew,29256,36,7.5,Hong Kong Cricket Club 3
9,Koeman Arthur,22974,43,4.12,Hong Kong Cricket Club 3
10,Collins David,17220,0,1.5,Hong Kong Cricket Club 3
11,Holgate Murray,31568,42,4.29,Hong Kong Cricket Club 3
11,D'Souza Dexter,30783,0,0.0,Hong Kong Cricket Club 3
1,Lam Allen Kar Fai,29546,9,17.08,Hong Kong Football Club 8A
2,Stearn Nicholas,29504,18,15.33,Hong Kong Football Club 8A
3,Lo Kenneth Kin Cheung,28913,15,16.67,Hong Kong Football Club 8A
4,Berriman Alexander David,31948,6,18.5,Hong Kong Football Club 8A
6,Chatte Romain,31255,31,10.93,Hong Kong Football Club 8A
7,Pahlman Kari,31188,32,10.91,Hong Kong Football Club 8A
8,Chan George Yee Lee,25063,37,6.75,Hong Kong Football Club 8A
9,Thind Harry,32521,44,3.9,Hong Kong Football Club 8A
1,Cheng Chi Yan,25321,5,18.8,Perrier KCC 6
3,Li Pinky Wing Shan,27906,10,16.94,Perrier KCC 6
4,Cheng Tak Kwong,17999,16,16.0,Perrier KCC 6
5,Lau Andy Tak Ngai,23236,14,16.69,Perrier KCC 6
6,Wong Wan Man,21028,13,16.71,Perrier KCC 6
7,Ko Dorothy Sin Ting,27799,30,11.14,Perrier KCC 6
8,Leung Phoebe Hei Ting,28221,19,14.12,Perrier KCC 6
1,So Obadiah Sing Yan,27099,1,26.12,Police 1
2,Ko Toby Ho Yin,28189,12,16.8,Police 1
3,Leung Chi Man,8949,21,13.6,Police 1
3,Lau Shing Chung Simon,19777,11,16.88,Police 1
4,Chan Koon Ki,31574,29,11.33,Police 1
5,Chan Bill Kwok Ming,20215,39,6.4,Police 1
6,Ng Sammy Wai Kwong,18889,41,4.8,Police 1
7,Lai Kwok Wai,22820,0,6.0,Police 1
1,Chiu Charlie Cheuk Yin,30069,17,15.55,The Squash Club 1
2,Yeung Kai San,32232,4,19.58,The Squash Club 1
3,Choi Connie Man Shan,25328,8,18.0,The Squash Club 1
4,Ng Rico Wai Ming,24862,34,9.83,The Squash Club 1
5,Andersson Greger,27672,25,12.46,The Squash Club 1
6,Cheung Alan Wing Lun,25168,40,5.25,The Squash Club 1
7,Lee Bruce Lap Tak,26662,38,6.5,The Squash Club 1
8,Chan Terrence Yu Ki,22755,45,2.5,The Squash Club 1
9,Look Michael Kam Wing,22783,0,0.0,The Squash Club 1
10,Wong Alex Tin Shing,22737,0,0.0,The Squash Club 1
