Order,Player,HKS No.,Ranking,Points,Team
1,Tsui Marcus Chi Hung,18863,1,24.0,Alpha CUHK 1
2,Tam Kal Wai,28281,14,17.12,Alpha CUHK 1
3,Lin Chun Wah,29885,17,16.33,Alpha CUHK 1
4,Lau Chi Wai,27682,44,8.62,Alpha CUHK 1
5,Ho William Wai Lim,20840,0,6.75,Alpha CUHK 1
6,Lau Li Lap,28140,50,6.38,Alpha CUHK 1
7,Chan Kin Pong James,30660,51,4.0,Alpha CUHK 1
8,Leung Ka Lau,19059,53,3.0,Alpha CUHK 1
9,Leung C Yee,31840,48,6.5,Alpha CUHK 1
10,Ho Ricky Wai Ki,20841,0,0.0,Alpha CUHK 1
1,Wong Peter Chi Keung,24876,6,20.08,Friend Club 5
2,Sze James Wang Cho,23073,3,21.0,Friend Club 5
3,Lee Roger Chi Lam,24690,4,20.47,Friend Club 5
4,Shiu Ricky Kwok Leung,25975,13,17.25,Friend Club 5
5,Choi Kenny Wing Kin,23476,18,16.06,Friend Club 5
6,Fung Eric Kit Wing,13834,42,9.0,Friend Club 5
7,Chang Willon Wing Leung,22427,0,1.0,Friend Club 5
8,Yau Raymond Chung Yiu,26423,0,0.0,Friend Club 5
9,Chu Daniel Wai Yung,24879,0,0.0,Friend Club 5
1,Lo Samuel Ho Lam,26731,21,15.0,Head Shatin 3
2,Mak Ka Lam,25245,7,19.93,Head Shatin 3
3,Ma Chung Kit,20903,15,16.69,Head Shatin 3
4,Cheung Ringo Hon Lam,30560,38,10.76,Head Shatin 3
5,Chan Michael Ka Ki,25330,26,13.2,Head Shatin 3
6,Chan Yin Fung,24029,36,10.8,Head Shatin 3
7,Lee Davies Man Yuen,19899,52,3.5,Head Shatin 3
1,Yeung Tak Keung,19143,5,20.44,Hong Kong Football Club 8B
2,Kwok Man Wai Joseph,10119,2,21.94,Hong Kong Football Club 8B
3,Li Wilson Wai Shun,24825,9,18.43,Hong Kong Football Club 8B
4,Hathiramani Dinesh,21930,19,15.6,Hong Kong Football Club 8B
5,Lee Lawrence Chi Hung,28004,23,14.14,Hong Kong Football Club 8B
6,Law Jack,20200,37,10.8,Hong Kong Football Club 8B
7,Soo Gene,30113,34,11.4,Hong Kong Football Club 8B
8,Wood Andrew,26052,24,13.8,Hong Kong Football Club 8B
9,Ng Kien Hoon,24614,29,12.5,Hong Kong Football Club 8B
10,Ting Philip Wai Man,29290,30,12.0,Hong Kong Football Club 8B
1,Au Wai Lun,25716,12,17.4,i-MASK Advance Squash Club 6
2,Chan Ho Yu,27237,10,17.65,i-MASK Advance Squash Club 6
3,Chan Tat Ho,27435,20,15.0,i-MASK Advance Squash Club 6
4,Chan Chi Ming,26965,27,13.2,i-MASK Advance Squash Club 6
5,Hui Chiu Pun,25928,32,11.79,i-MASK Advance Squash Club 6
6,Mo Li Hung Calvin,25875,46,6.67,i-MASK Advance Squash Club 6
7,Chan Hei Ching Boris,29834,33,11.5,i-MASK Advance Squash Club 6
1,Choi Yin Kwan,29406,8,19.59,The Zero Squash Club 1
2,Yip Sai Fu,31547,28,13.09,The Zero Squash Club 1
3,Ng Terry Ka Ming,28773,31,12.0,The Zero Squash Club 1
4,Wong King Tat,31720,25,13.62,The Zero Squash Club 1
5,Chan Ting Fung,28214,41,9.43,The Zero Squash Club 1
6,Chan Muk Kan,15418,43,9.0,The Zero Squash Club 1
1,Chow Ming Hei Quincy,30876,11,17.5,United Services Recreation Club 3
2,Fok Ho Tin,30462,16,16.5,United Services Recreation Club 3
3,Lavigne Francis,29556,35,11.0,United Services Recreation Club 3
4,Yuen Kermit Ka Fai,15427,39,9.69,United Services Recreation Club 3
5,Leung Chi Wang Christopher,16145,22,14.4,United Services Recreation Club 3
6,Cheung Peter Tat Kei,30389,47,6.6,United Services Recreation Club 3
7,Parker Ross,27537,40,9.5,United Services Recreation Club 3
8,Lai Kwok Wai Wilfred,25178,45,7.15,United Services Recreation Club 3
9,Houstoun Iain,29268,0,9.0,United Services Recreation Club 3
10,Ansar Mohammad,21001,49,6.38,United Services Recreation Club 3
11,Mirapuri Rajesh,29742,0,0.0,United Services Recreation Club 3
