Order,Player,HKS No.,Ranking,Points,Team
1,Trivedi Anirudh,32217,7,20.5,i-MASK Advance Squash Club 11
2,Lam Ronnie Cheuk Fung,28989,13,17.7,i-MASK Advance Squash Club 11
3,Cheung Harry Hei Wa,32044,10,18.5,i-MASK Advance Squash Club 11
4,Yu Kin Hei,30445,9,18.75,i-MASK Advance Squash Club 11
5,Ho Helen Sin Man,27854,24,15.0,i-MASK Advance Squash Club 11
6,Cheung Chung Ho Edmond,31583,18,16.2,i-MASK Advance Squash Club 11
7,Kong Yuk Hang Jason,32043,21,15.0,i-MASK Advance Squash Club 11
8,Wong Michael Ho Ming,29867,0,17.0,i-MASK Advance Squash Club 11
9,Chiu Hayley Hay Yu,30065,25,14.62,i-MASK Advance Squash Club 11
10,Lai Lily Tsz Yan,30326,28,13.67,i-MASK Advance Squash Club 11
1,Fong Ming Fung,31400,19,16.2,Airporterz
2,Leung Kar Ho,31399,14,17.18,Airporterz
3,Lau Fung Ming,31781,41,10.2,Airporterz
4,Kong Kwok Cheong,31394,49,7.31,Airporterz
5,Ho Chun Him,31395,47,9.21,Airporterz
6,Chan Kai Wai Kevin,31398,38,11.14,Airporterz
7,Lai Tak Wai,32546,0,7.5,Airporterz
8,Chu Ching Yuen,32508,51,1.88,Airporterz
1,Lam Francis Fu Yuen,25420,11,18.5,Alpha CUHK 2
3,Lee Dominic Ho Chi,13326,8,19.0,Alpha CUHK 2
4,Liu Hing Wing,17456,5,21.46,Alpha CUHK 2
5,Yu Wai King,7433,17,16.64,Alpha CUHK 2
6,Luk Thomas Yun Tong,23978,22,15.0,Alpha CUHK 2
7,Tsang Ricky Wai Kit,29386,16,16.75,Alpha CUHK 2
8,Ha Henry Kam Bo,19665,29,13.5,Alpha CUHK 2
10,Tam Stephen Wai Sing,19751,44,9.6,Alpha CUHK 2
11,Tam Benny Pit Shing,18543,37,11.62,Alpha CUHK 2
1,Kwok Wai Nam,23480,20,15.6,KWTDSC 2
2,Ho Gary Ming Fai,23479,2,23.62,KWTDSC 2
3,Lai Kam Fai,27441,4,22.41,KWTDSC 2
4,Lee Leo Chi Kin,27894,12,18.0,KWTDSC 2
5,Li Keung Shing,23473,27,14.45,KWTDSC 2
6,Fok Kin Sing,31502,32,12.46,KWTDSC 2
7,Lam Shun Yan,31501,26,14.62,KWTDSC 2
8,Lee Kai Chung,30054,40,10.71,KWTDSC 2
1,Cheung Ted Kin Ming,29712,6,20.62,Mark Six
2,Ching Kai Hang Kenny,31005,31,13.07,Mark Six
3,Yim Man Ho,30351,34,12.46,Mark Six
4,Lau Peggy Wai Ying,29714,33,12.46,Mark Six
5,Lau Yan Ho Howard,29713,39,11.08,Mark Six
6,Tsang Ka Lei Carrie,30714,46,9.33,Mark Six
7,Hui Timothy Man Ying,29716,42,9.86,Mark Six
8,Lee Michelle Syn Yuk,29408,0,3.75,Mark Six
1,Yim Wai Chun Alex,28582,3,22.62,MASS
2,Tang Ping Wai William,30493,15,16.85,MASS
3,So Sunny Shun Wang,28659,35,12.4,MASS
4,Ho Chin Pik,27974,50,5.36,MASS
4,Yam Kwok Wah,19157,0,6.0,MASS
1,^ Chou Pak Lam Wilson,32369,1,23.75,The Knockouts
2,Priest Alistair Charles,32372,36,12.0,The Knockouts
3,Priest James,32447,23,15.0,The Knockouts
4,Goonasekera Nishok,32448,45,9.5,The Knockouts
5,McCurdy Joseph,32370,43,9.86,The Knockouts
6,Quillaud Adrien,32449,30,13.12,The Knockouts
7,Hui Tat Shing,32371,48,8.33,The Knockouts
8,Minn Kevin,32450,0,4.5,The Knockouts
9,Yuen Kai Hang,32451,0,6.0,The Knockouts
10,Lim Khey,32452,0,3.0,The Knockouts
