Player Name,HKS No.,Team,Opponent Name,Opponent HKS No.,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Lai Gary Kin Yeung,26995.0,Physical Chess 4,Luk Hoi Fai,33138.0,TNG 1,01/11/2024,Cornwall Street Squash Centre,1,0-3,Loss,Home
Luk Hoi Fai,33138.0,TNG 1,Lai Gary Kin Yeung,26995.0,Physical Chess 4,01/11/2024,Cornwall Street Squash Centre,1,3-0,Win,Away
Yuen Lok Hang,34671.0,Physical Chess 4,Hung Wai Chun,33832.0,TNG 1,01/11/2024,Cornwall Street Squash Centre,2,1-3,Loss,Home
Hung Wai Chun,33832.0,TNG 1,Yuen Lok Hang,34671.0,Physical Chess 4,01/11/2024,Cornwall Street Squash Centre,2,3-1,Win,Away
Wong Ho Tong,34378.0,Physical Chess 4,Cheung Sky,34338.0,TNG 1,01/11/2024,Cornwall Street Squash Centre,3,0-3,Loss,Home
Cheung Sky,34338.0,TNG 1,Wong Ho Tong,34378.0,Physical Chess 4,01/11/2024,Cornwall Street Squash Centre,3,3-0,Win,Away
Unknown,,Physical Chess 4,Bai Yuet,34086.0,TNG 1,01/11/2024,Cornwall Street Squash Centre,4,3-0,Win,Home
Bai Yuet,34086.0,TNG 1,Unknown,,Physical Chess 4,01/11/2024,Cornwall Street Squash Centre,4,0-3,Loss,Away
Unknown,,Physical Chess 4,Kwok To Yan,34258.0,TNG 1,01/11/2024,Cornwall Street Squash Centre,5,CR,Loss,Home
Kwok To Yan,34258.0,TNG 1,Unknown,,Physical Chess 4,01/11/2024,Cornwall Street Squash Centre,5,CR,Win,Away
Chen Mickey Youlin,34032.0,Vitality Squash 3,Tam Rony Kwok Ki,12029.0,Star River 3,01/11/2024,Java Road Sports Centre,1,3-0,Win,Home
Tam Rony Kwok Ki,12029.0,Star River 3,Chen Mickey Youlin,34032.0,Vitality Squash 3,01/11/2024,Java Road Sports Centre,1,0-3,Loss,Away
Chan Yik Hei,33306.0,Vitality Squash 3,Wong Bao Kwong Chi,28668.0,Star River 3,01/11/2024,Java Road Sports Centre,2,3-2,Win,Home
Wong Bao Kwong Chi,28668.0,Star River 3,Chan Yik Hei,33306.0,Vitality Squash 3,01/11/2024,Java Road Sports Centre,2,2-3,Loss,Away
Tsoi Cheuk Hin Kieran,33864.0,Vitality Squash 3,Wai Veronica Chi Man,27645.0,Star River 3,01/11/2024,Java Road Sports Centre,3,1-3,Loss,Home
Wai Veronica Chi Man,27645.0,Star River 3,Tsoi Cheuk Hin Kieran,33864.0,Vitality Squash 3,01/11/2024,Java Road Sports Centre,3,3-1,Win,Away
Luk Argen,33968.0,Vitality Squash 3,Keung Olive Man Yee,27182.0,Star River 3,01/11/2024,Java Road Sports Centre,4,3-0,Win,Home
Keung Olive Man Yee,27182.0,Star River 3,Luk Argen,33968.0,Vitality Squash 3,01/11/2024,Java Road Sports Centre,4,0-3,Loss,Away
Chen Marshall Youpeng,34031.0,Vitality Squash 3,Cheng Hilda Shun San,26652.0,Star River 3,01/11/2024,Java Road Sports Centre,5,3-0,Win,Home
Cheng Hilda Shun San,26652.0,Star River 3,Chen Marshall Youpeng,34031.0,Vitality Squash 3,01/11/2024,Java Road Sports Centre,5,0-3,Loss,Away
Wu Chi Wai,24705.0,Arctic Circle,Leung Ka Luen Wilson,28829.0,Squashathon PLZ,01/11/2024,Pei Ho Street Sports Centre,1,3-1,Win,Home
Leung Ka Luen Wilson,28829.0,Squashathon PLZ,Wu Chi Wai,24705.0,Arctic Circle,01/11/2024,Pei Ho Street Sports Centre,1,1-3,Loss,Away
