Order,Player,HKS No.,Ranking,Points,Team
1,Chan Suk Ting,33646,0,0.0,Hong Kong Cricket Club Rockettes
2,Ho Helen Sin Man,27854,0,0.0,Hong Kong Cricket Club Rockettes
3,Kwok Alvina,33224,0,0.0,Hong Kong Cricket Club Rockettes
4,Ho Si Nuo,32068,0,0.0,Hong Kong Cricket Club Rockettes
5,Simmons Shirndre-Lee,34672,0,0.0,Hong Kong Cricket Club Rockettes
6,Peters Vivien,32224,0,0.0,Hong Kong Cricket Club Rockettes
7,Cumming Alison,32932,0,0.0,Hong Kong Cricket Club Rockettes
1,Li Clarissa,31901,0,0.0,Hong Kong Football Club L3A
2,Wei Mia Lynn,34140,0,0.0,Hong Kong Football Club L3A
3,Wan Esther,33570,0,0.0,Hong Kong Football Club L3A
4,Leung Suen Yan Tiffany,33758,0,0.0,Hong Kong Football Club L3A
5,Cheung Hei Kwai Myra,33616,0,0.0,Hong Kong Football Club L3A
6,Kan Lauren,34454,0,0.0,Hong Kong Football Club L3A
1,Tse Ka Wing,31959,0,0.0,Hong Kong Football Club L3B
2,Ho Hoi Kiu Bernice,32377,0,0.0,Hong Kong Football Club L3B
3,Lo Wing Man Veronica,31507,0,0.0,Hong Kong Football Club L3B
4,Law Tsz Ting,34134,0,0.0,Hong Kong Football Club L3B
5,Tang Genevieve,32151,0,0.0,Hong Kong Football Club L3B
1,Mak Tsz Tung,32832,0,21.0,Hong Kong Football Club L3C
2,Chan Tsz Yan Joyce,34063,0,24.0,Hong Kong Football Club L3C
3,Wong Javy Ki Ling,26016,0,0.0,Hong Kong Football Club L3C
4,Chui Jennifer,33819,0,21.0,Hong Kong Football Club L3C
5,Cheng Chen Kaja,33257,0,0.0,Hong Kong Football Club L3C
6,Chan Peggy,18995,0,0.0,Hong Kong Football Club L3C
1,Yip Hoi Yiu,31330,0,0.0,i-Mask Advance Squash Club L3
2,Lee Kit Ying,32725,0,18.0,i-Mask Advance Squash Club L3
3,So Wan Kiu,31819,0,0.0,i-Mask Advance Squash Club L3
4,Au Sin Man,32112,0,9.0,i-Mask Advance Squash Club L3
5,Cheng Kathy Ka Wai,29962,0,0.0,i-Mask Advance Squash Club L3
6,Liang Shi Jing,35019,0,6.0,i-Mask Advance Squash Club L3
1,Wong Yu,32644,0,0.0,JESSICA L3
2,Toh Hui Ying Tiffany,33700,0,0.0,JESSICA L3
3,Lee Rachel Wing Yan,26973,0,0.0,JESSICA L3
4,Leung Wai Kwan,31027,0,0.0,JESSICA L3
5,Au Shuk Ting,31750,0,0.0,JESSICA L3
6,Choi Angel Chung Yin,19838,0,0.0,JESSICA L3
7,Wang Jui-Chi Rich,34982,0,0.0,JESSICA L3
