Player Name,HKS No.,Team,Opponent Name,Opponent HKS No.,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Lau Kwai Hong,20790.0,Hong Kong Cricket Club 6,Chu Daniel Ching Kwok,29330.0,Physical Chess 2,02/04/2025,Hong Kong Cricket Club,1,0-3,Loss,Home
Chu Daniel Ching Kwok,29330.0,Physical Chess 2,Lau Kwai Hong,20790.0,Hong Kong Cricket Club 6,02/04/2025,Hong Kong Cricket Club,1,3-0,Win,Away
Hui Kwai Wah Monique,29587.0,Hong Kong Cricket Club 6,Wong Wai Lap,33402.0,Physical Chess 2,02/04/2025,Hong Kong Cricket Club,2,1-3,Loss,Home
Wong Wai Lap,33402.0,Physical Chess 2,Hui Kwai Wah Monique,29587.0,Hong Kong Cricket Club 6,02/04/2025,Hong Kong Cricket Club,2,3-1,Win,Away
Litherland Benjamin,33472.0,Hong Kong Cricket Club 6,Leung Kam Yan,32041.0,Physical Chess 2,02/04/2025,Hong Kong Cricket Club,3,3-0,Win,Home
Leung Kam Yan,32041.0,Physical Chess 2,Litherland Benjamin,33472.0,Hong Kong Cricket Club 6,02/04/2025,Hong Kong Cricket Club,3,0-3,Loss,Away
Bhandari Raghav,34661.0,Hong Kong Cricket Club 6,Mok Ivan Tsz Pui,,Physical Chess 2,02/04/2025,Hong Kong Cricket Club,4,0-3,Loss,Home
Mok Ivan Tsz Pui,,Physical Chess 2,Bhandari Raghav,34661.0,Hong Kong Cricket Club 6,02/04/2025,Hong Kong Cricket Club,4,3-0,Win,Away
Chow Lionel,32953.0,Hong Kong Cricket Club 6,Unknown,,Physical Chess 2,02/04/2025,Hong Kong Cricket Club,5,0-3,Loss,Home
Unknown,,Physical Chess 2,Chow Lionel,32953.0,Hong Kong Cricket Club 6,02/04/2025,Hong Kong Cricket Club,5,3-0,Win,Away
Chan Olivia,29170.0,Hong Kong Football Club 7B,Wong Ken Tat Tai,27882.0,Twister 2,02/04/2025,Hong Kong Football Club,1,3-0,Win,Home
Wong Ken Tat Tai,27882.0,Twister 2,Chan Olivia,29170.0,Hong Kong Football Club 7B,02/04/2025,Hong Kong Football Club,1,0-3,Loss,Away
Li Andre,34185.0,Hong Kong Football Club 7B,Lee Rachel Wing Yan,26973.0,Twister 2,02/04/2025,Hong Kong Football Club,2,3-0,Win,Home
Lee Rachel Wing Yan,26973.0,Twister 2,Li Andre,34185.0,Hong Kong Football Club 7B,02/04/2025,Hong Kong Football Club,2,0-3,Loss,Away
Li Samuel Kwok Sing,27166.0,Hong Kong Football Club 7B,Pang Chiu Mun,31347.0,Twister 2,02/04/2025,Hong Kong Football Club,3,3-1,Win,Home
Pang Chiu Mun,31347.0,Twister 2,Li Samuel Kwok Sing,27166.0,Hong Kong Football Club 7B,02/04/2025,Hong Kong Football Club,3,1-3,Loss,Away
Chan Dave Chi Keung,29926.0,Hong Kong Football Club 7B,Chan Sze Long,33765.0,Twister 2,02/04/2025,Hong Kong Football Club,4,0-3,Loss,Home
Chan Sze Long,33765.0,Twister 2,Chan Dave Chi Keung,29926.0,Hong Kong Football Club 7B,02/04/2025,Hong Kong Football Club,4,3-0,Win,Away
Tang Tsz Ho Michael,32909.0,Hong Kong Football Club 7B,Unknown,,Twister 2,02/04/2025,Hong Kong Football Club,5,CR,Win,Home
Unknown,,Twister 2,Tang Tsz Ho Michael,32909.0,Hong Kong Football Club 7B,02/04/2025,Hong Kong Football Club,5,CR,Loss,Away
Poon Ho Kar James,26416.0,The Squash Club 2,Liu Chun Hin Heron,27474.0,Xavier,02/04/2025,Cornwall Street Squash Centre,1,2-3,Loss,Home
Liu Chun Hin Heron,27474.0,Xavier,Poon Ho Kar James,26416.0,The Squash Club 2,02/04/2025,Cornwall Street Squash Centre,1,3-2,Win,Away
Yum Chun Ting,29088.0,The Squash Club 2,Chan Tat Wing,27911.0,Xavier,02/04/2025,Cornwall Street Squash Centre,2,0-3,Loss,Home
Chan Tat Wing,27911.0,Xavier,Yum Chun Ting,29088.0,The Squash Club 2,02/04/2025,Cornwall Street Squash Centre,2,3-0,Win,Away
Wong Hin Chor,26793.0,The Squash Club 2,Tam Kai Chung Hades,27416.0,Xavier,02/04/2025,Cornwall Street Squash Centre,3,3-2,Win,Home
Tam Kai Chung Hades,27416.0,Xavier,Wong Hin Chor,26793.0,The Squash Club 2,02/04/2025,Cornwall Street Squash Centre,3,2-3,Loss,Away
Choi Wilson Wai Sum,27040.0,The Squash Club 2,Chan Keiko Tsun Ling,26291.0,Xavier,02/04/2025,Cornwall Street Squash Centre,4,0-3,Loss,Home
Chan Keiko Tsun Ling,26291.0,Xavier,Choi Wilson Wai Sum,27040.0,The Squash Club 2,02/04/2025,Cornwall Street Squash Centre,4,3-0,Win,Away
Au Shuk Ting,31750.0,The Squash Club 2,Chan Ping Him Kevin,27381.0,Xavier,02/04/2025,Cornwall Street Squash Centre,5,0-3,Loss,Home
Chan Ping Him Kevin,27381.0,Xavier,Au Shuk Ting,31750.0,The Squash Club 2,02/04/2025,Cornwall Street Squash Centre,5,3-0,Win,Away
