Order,Player,HKS No.,Ranking,Points,Team
1,Mallinson David,24749,9,17.7,Clearwater Bay
2,Cowley Richard David,30975,15,13.88,Clearwater Bay
3,Ng Carven Chi Ho,22573,12,15.75,Clearwater Bay
4,Neilson Phil,27979,26,10.0,Clearwater Bay
5,Davison Stephen,28988,27,9.38,Clearwater Bay
6,Bruwer Frank,30507,16,13.5,Clearwater Bay
7,Cohen Douglas Michael,25946,28,8.4,Clearwater Bay
8,Chelat Ramiz,29865,0,4.0,Clearwater Bay
1,Sunde Chad,27572,1,25.5,Hong Kong Cricket Club M1
2,Andrews Rod,31243,2,22.2,Hong Kong Cricket Club M1
3,Dyus Hugh,23259,5,19.12,Hong Kong Cricket Club M1
4,Moxquiaux Thierry,31905,0,17.0,Hong Kong Cricket Club M1
5,Stevenson John Arthur Liam,31377,0,18.0,Hong Kong Cricket Club M1
6,Chin Michael,26358,6,19.0,Hong Kong Cricket Club M1
7,Mohammad Fayyaz,20398,18,12.6,Hong Kong Cricket Club M1
8,Hoogendijk Mark,28905,17,13.2,Hong Kong Cricket Club M1
9,Van Voorst Michiel,29822,0,18.75,Hong Kong Cricket Club M1
1,Khan Faheem,21229,0,21.75,HK Club Gold
2,Gray Jonathan,32271,8,18.0,HK Club Gold
3,Chiu Rebecca Wing Yin,19611,11,17.0,HK Club Gold
4,Robinson David,26068,7,18.69,HK Club Gold
5,Barrington James,16932,0,17.25,HK Club Gold
6,Nihalani Manoj,25742,14,14.62,HK Club Gold
7,Reid Dallas,19704,25,10.09,HK Club Gold
8,Kielty Iain,32282,0,0.0,HK Club Gold
1,Frith Keith,25822,4,21.0,Hong Kong Football Club M1A
2,Champion David,32519,3,21.33,Hong Kong Football Club M1A
3,Teo Terence Lok Tsong,28984,13,15.0,Hong Kong Football Club M1A
4,MacDougall Brian,24902,21,11.33,Hong Kong Football Club M1A
5,Robinson Matthew,28231,0,15.0,Hong Kong Football Club M1A
6,Barton Jonathan,29502,23,10.88,Hong Kong Football Club M1A
7,Ragless Julian,21703,19,12.0,Hong Kong Football Club M1A
8,Szeto Chi Yan Stanley,27202,0,12.0,Hong Kong Football Club M1A
9,Long Adrian,29812,0,12.0,Hong Kong Football Club M1A
10,Wasyliw Bob,21350,30,6.86,Hong Kong Football Club M1A
11,Kostienko Krzysztof,30787,0,3.0,Hong Kong Football Club M1A
1,Kerr Malcolm,24185,10,17.62,Hong Kong Football Club M1B
2,Tulloch Gillem,29779,0,21.75,Hong Kong Football Club M1B
3,Krishnan Eashwar,29908,0,0.0,Hong Kong Football Club M1B
4,Waldie Jason,26685,0,13.5,Hong Kong Football Club M1B
5,Nihalani Rajesh,25743,0,13.5,Hong Kong Football Club M1B
7,Ho Simon Man Kai,29660,20,11.77,Hong Kong Football Club M1B
8,Liden Roger,29817,0,9.0,Hong Kong Football Club M1B
9,Fjelddahl Bjorn,23386,0,0.0,Hong Kong Football Club M1B
10,Hazari Ajay,21638,22,11.18,Hong Kong Football Club M1B
11,Thompson John,29507,24,10.8,Hong Kong Football Club M1B
12,Niederberger Jurg,27566,29,8.0,Hong Kong Football Club M1B
