Order,Player,HKS No.,Ranking,Points,Team
1,Liu Tsz Ling,28123,1,25.09,Hong Kong Football Club L1
2,Tang Fion Yan Yi,29778,12,16.36,Hong Kong Football Club L1
3,Lee Ka Man Carmen,23756,6,21.25,Hong Kong Football Club L1
4,Wu Renee,31142,11,16.85,Hong Kong Football Club L1
5,Lau Karen Siu Ying,25833,0,0.0,Hong Kong Football Club L1
1,Tong Tsz Wing,27291,2,22.64,Perrier Serigo Tacchini KCC L1A
2,Ho Ka Wing Janice,28776,7,18.82,Perrier Serigo Tacchini KCC L1A
3,Cheng Nga Ching,29632,14,14.57,Perrier Serigo Tacchini KCC L1A
4,Ho Ka Po,28135,3,22.0,Perrier Serigo Tacchini KCC L1A
1,Lee Ka Yi,28366,8,18.6,Perrier Serigo Tacchini KCC L1B
2,Li Sum Yin,29877,15,14.0,Perrier Serigo Tacchini KCC L1B
3,Li Cheryl Wing Sze,30072,18,10.0,Perrier Serigo Tacchini KCC L1B
4,Ng Elise Jia Yunn,23276,17,13.2,Perrier Serigo Tacchini KCC L1B
1,Chu Vanessa Man Yee,28378,5,21.86,Young Player L1A
2,Lee Sum Yuet,30293,0,10.0,Young Player L1A
3,Wong Kirstie Po Yui,30423,13,14.77,Young Player L1A
4,Hung Pui Chi Gigi,30565,0,12.0,Young Player L1A
5,Tung Wing Yan,30551,0,0.0,Young Player L1A
6,Au Winnie Hing Ching,30338,0,0.0,Young Player L1A
7,Tse Toby Yee Lam,31163,10,17.1,Young Player L1A
1,Ho Tomato Tze Lok,28466,9,18.0,Young Player L1B
2,Chan Sin Yuk,30226,4,21.92,Young Player L1B
3,Fung Ching Hei,30881,16,13.36,Young Player L1B
4,Cheng Miriam Min-Chen,31257,0,15.0,Young Player L1B
5,Ha Christina Yu Fei,31386,0,0.0,Young Player L1B
