Player Name,HKS No.,Team,Opponent Name,Opponent HKS No.,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Kwok Chi Hang,29343.0,UST,Dansanghani Rahul,32906.0,Hong Kong Football Club 7A,12/03/2025,Cornwall Street Squash Centre,1,3-2,Win,Home
Dansanghani Rahul,32906.0,Hong Kong Football Club 7A,Kwok Chi Hang,29343.0,UST,12/03/2025,Cornwall Street Squash Centre,1,2-3,Loss,Away
Lee Chun Hin,29389.0,UST,Chung Iris Suet Mei,19560.0,Hong Kong Football Club 7A,12/03/2025,Cornwall Street Squash Centre,2,3-0,Win,Home
Chung Iris Suet Mei,19560.0,Hong Kong Football Club 7A,Lee Chun Hin,29389.0,UST,12/03/2025,Cornwall Street Squash Centre,2,0-3,Loss,Away
Tse Bun Luen,28467.0,UST,Choi Angel Chung Yin,19838.0,Hong Kong Football Club 7A,12/03/2025,Cornwall Street Squash Centre,3,3-1,Win,Home
Choi Angel Chung Yin,19838.0,Hong Kong Football Club 7A,Tse Bun Luen,28467.0,UST,12/03/2025,Cornwall Street Squash Centre,3,1-3,Loss,Away
Chan Wan Fei,30098.0,UST,Unknown,,Hong Kong Football Club 7A,12/03/2025,Cornwall Street Squash Centre,4,3-0,Win,Home
Unknown,,Hong Kong Football Club 7A,Chan Wan Fei,30098.0,UST,12/03/2025,Cornwall Street Squash Centre,4,0-3,Loss,Away
Yeung Sharon Siu Lam,29371.0,UST,Unknown,,Hong Kong Football Club 7A,12/03/2025,Cornwall Street Squash Centre,5,0-3,Loss,Home
Unknown,,Hong Kong Football Club 7A,Yeung Sharon Siu Lam,29371.0,UST,12/03/2025,Cornwall Street Squash Centre,5,3-0,Win,Away
Lin Charles Lan Kay,29670.0,Kinetic 1,Bhammer Vishal,27832.0,Hong Kong Cricket Club 5,12/03/2025,HK Squash Centre,1,3-1,Win,Home
Bhammer Vishal,27832.0,Hong Kong Cricket Club 5,Lin Charles Lan Kay,29670.0,Kinetic 1,12/03/2025,HK Squash Centre,1,1-3,Loss,Away
Lau Lily Wun Cheung,27290.0,Kinetic 1,Olsen Sven,32493.0,Hong Kong Cricket Club 5,12/03/2025,HK Squash Centre,2,0-3,Loss,Home
Olsen Sven,32493.0,Hong Kong Cricket Club 5,Lau Lily Wun Cheung,27290.0,Kinetic 1,12/03/2025,HK Squash Centre,2,3-0,Win,Away
Tse Jason Kwan Lap,28958.0,Kinetic 1,Shi Le,34962.0,Hong Kong Cricket Club 5,12/03/2025,HK Squash Centre,3,0-3,Loss,Home
Shi Le,34962.0,Hong Kong Cricket Club 5,Tse Jason Kwan Lap,28958.0,Kinetic 1,12/03/2025,HK Squash Centre,3,3-0,Win,Away
Ma Andy  Man Cheung,21693.0,Kinetic 1,Dickson Robert,30938.0,Hong Kong Cricket Club 5,12/03/2025,HK Squash Centre,4,1-3,Loss,Home
Dickson Robert,30938.0,Hong Kong Cricket Club 5,Ma Andy  Man Cheung,21693.0,Kinetic 1,12/03/2025,HK Squash Centre,4,3-1,Win,Away
Gibert Kai Shaun Otto,34424.0,Kinetic 1,Mercalfe Stephen Fraser,33662.0,Hong Kong Cricket Club 5,12/03/2025,HK Squash Centre,5,3-0,Win,Home
Mercalfe Stephen Fraser,33662.0,Hong Kong Cricket Club 5,Gibert Kai Shaun Otto,34424.0,Kinetic 1,12/03/2025,HK Squash Centre,5,0-3,Loss,Away
Li Yi Wei,34099.0,Vitality Squash 1,Feng Weitao,32720.0,X-Alpha 3,12/03/2025,HK Squash Centre,1,3-0,Win,Home
Feng Weitao,32720.0,X-Alpha 3,Li Yi Wei,34099.0,Vitality Squash 1,12/03/2025,HK Squash Centre,1,0-3,Loss,Away
Cheung Ying Yat,33694.0,Vitality Squash 1,Yau Yeung,33032.0,X-Alpha 3,12/03/2025,HK Squash Centre,2,1-3,Loss,Home
Yau Yeung,33032.0,X-Alpha 3,Cheung Ying Yat,33694.0,Vitality Squash 1,12/03/2025,HK Squash Centre,2,3-1,Win,Away
Unknown,,Vitality Squash 1,Chan Yan Yu,33270.0,X-Alpha 3,12/03/2025,HK Squash Centre,3,CR,Loss,Home
Chan Yan Yu,33270.0,X-Alpha 3,Unknown,,Vitality Squash 1,12/03/2025,HK Squash Centre,3,CR,Win,Away
Unknown,,Vitality Squash 1,Chan Ming Yan,33033.0,X-Alpha 3,12/03/2025,HK Squash Centre,4,CR,Loss,Home
Chan Ming Yan,33033.0,X-Alpha 3,Unknown,,Vitality Squash 1,12/03/2025,HK Squash Centre,4,CR,Win,Away
Unknown,,Vitality Squash 1,Chan Yan Chau,33492.0,X-Alpha 3,12/03/2025,HK Squash Centre,5,CR,Loss,Home
Chan Yan Chau,33492.0,X-Alpha 3,Unknown,,Vitality Squash 1,12/03/2025,HK Squash Centre,5,CR,Win,Away
