Player Name,Team,Opponent Name,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Ward Andrew,Hong Kong Football Club M1B,Ho Eric Chu Him,Hong Kong Football Club M1A,20/02/2025,Hong Kong Football Club,1,3-2,Win,Home
Ho Eric Chu Him,Hong Kong Football Club M1A,Ward Andrew,Hong Kong Football Club M1B,20/02/2025,Hong Kong Football Club,1,2-3,Loss,Away
Chiu Ho Ming,Hong Kong Football Club M1B,Lau Dick Siu Wai,Hong Kong Football Club M1A,20/02/2025,Hong Kong Football Club,2,2-3,Loss,Home
Lau Dick Siu Wai,Hong Kong Football Club M1A,Chiu Ho Ming,Hong Kong Football Club M1B,20/02/2025,Hong Kong Football Club,2,3-2,Win,Away
Gates Stuart,Hong Kong Football Club M1B,Hartley Alexander,Hong Kong Football Club M1A,20/02/2025,Hong Kong Football Club,3,0-3,Loss,Home
Hartley Alexander,Hong Kong Football Club M1A,Gates Stuart,Hong Kong Football Club M1B,20/02/2025,Hong Kong Football Club,3,3-0,Win,Away
Kwong Anson Yu Shun,Hong Kong Cricket Club M1B,Chiu Ho Fai,Hong Kong Cricket Club M1A,20/02/2025,Hong Kong Cricket Club,1,2-3,Loss,Home
Chiu Ho Fai,Hong Kong Cricket Club M1A,Kwong Anson Yu Shun,Hong Kong Cricket Club M1B,20/02/2025,Hong Kong Cricket Club,1,3-2,Win,Away
Genever Peter John,Hong Kong Cricket Club M1B,Ekanayake Yeshan,Hong Kong Cricket Club M1A,20/02/2025,Hong Kong Cricket Club,2,3-0,Win,Home
Ekanayake Yeshan,Hong Kong Cricket Club M1A,Genever Peter John,Hong Kong Cricket Club M1B,20/02/2025,Hong Kong Cricket Club,2,0-3,Loss,Away
da Silva Juan,Hong Kong Cricket Club M1B,Salahuddin,Hong Kong Cricket Club M1A,20/02/2025,Hong Kong Cricket Club,3,0-3,Loss,Home
Salahuddin,Hong Kong Cricket Club M1A,da Silva Juan,Hong Kong Cricket Club M1B,20/02/2025,Hong Kong Cricket Club,3,3-0,Win,Away
