Player Name,HKS No.,Team,Opponent Name,Opponent HKS No.,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Wong Kirstie Po Yui,30423,Hong Kong Cricket Club L1,Ho Tomato Tze Lok,28466,Hong Kong Football Club L1,27/02/2025,Hong Kong Cricket Club,1,1-3,Loss,Home
Ho Tomato Tze Lok,28466,Hong Kong Football Club L1,Wong Kirstie Po Yui,30423,Hong Kong Cricket Club L1,27/02/2025,Hong Kong Cricket Club,1,3-1,Win,Away
Wai Sze Wing,31176,Hong Kong Cricket Club L1,Fung Ching Hei,30881,Hong Kong Football Club L1,27/02/2025,Hong Kong Cricket Club,2,0-3,Loss,Home
Fung Ching Hei,30881,Hong Kong Football Club L1,Wai Sze Wing,31176,Hong Kong Cricket Club L1,27/02/2025,Hong Kong Cricket Club,2,3-0,Win,Away
Lo Pui Yin Chloe,32618,Hong Kong Cricket Club L1,Tam Cho Nga Mariko,31335,Hong Kong Football Club L1,27/02/2025,Hong Kong Cricket Club,3,3-0,Win,Home
Tam Cho Nga Mariko,31335,Hong Kong Football Club L1,Lo Pui Yin Chloe,32618,Hong Kong Cricket Club L1,27/02/2025,Hong Kong Cricket Club,3,0-3,Loss,Away
Lee Ka Yi,28366,JESSICA L1,Cheng Nga Ching,29632,Kowloon Cricket Club L1A,27/02/2025,HK Squash Centre,1,2-3,Loss,Home
Cheng Nga Ching,29632,Kowloon Cricket Club L1A,Lee Ka Yi,28366,JESSICA L1,27/02/2025,HK Squash Centre,1,3-2,Win,Away
Tse Toby Yee Lam,31163,JESSICA L1,Lam Po Ying,31022,Kowloon Cricket Club L1A,27/02/2025,HK Squash Centre,2,3-1,Win,Home
Lam Po Ying,31022,Kowloon Cricket Club L1A,Tse Toby Yee Lam,31163,JESSICA L1,27/02/2025,HK Squash Centre,2,1-3,Loss,Away
Tang Helen,32404,JESSICA L1,Liu Tsz Ling,28123,Kowloon Cricket Club L1A,27/02/2025,HK Squash Centre,3,3-2,Win,Home
Liu Tsz Ling,28123,Kowloon Cricket Club L1A,Tang Helen,32404,JESSICA L1,27/02/2025,HK Squash Centre,3,2-3,Loss,Away
