Player Name,HKS No.,Team,Opponent Name,Opponent HKS No.,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Unknown,,Young Player 2,Chan Linclon Wui Ki,30211.0,Kowloon Cricket Club 2,24/02/2025,HK Squash Centre,1,1-3,Loss,Home
Chan Linclon Wui Ki,30211.0,Kowloon Cricket Club 2,Unknown,,Young Player 2,24/02/2025,HK Squash Centre,1,3-1,Win,Away
Unknown,,Young Player 2,Wong Wing Kuen,31953.0,Kowloon Cricket Club 2,24/02/2025,HK Squash Centre,2,0-3,Loss,Home
Wong Wing Kuen,31953.0,Kowloon Cricket Club 2,Unknown,,Young Player 2,24/02/2025,HK Squash Centre,2,3-0,Win,Away
Unknown,,Young Player 2,Law Yat Long,29585.0,Kowloon Cricket Club 2,24/02/2025,HK Squash Centre,3,3-2,Win,Home
Law Yat Long,29585.0,Kowloon Cricket Club 2,Unknown,,Young Player 2,24/02/2025,HK Squash Centre,3,2-3,Loss,Away
Unknown,,Young Player 2,Ng Ka Tsun Derek,31608.0,Kowloon Cricket Club 2,24/02/2025,HK Squash Centre,4,3-0,Win,Home
Ng Ka Tsun Derek,31608.0,Kowloon Cricket Club 2,Unknown,,Young Player 2,24/02/2025,HK Squash Centre,4,0-3,Loss,Away
Lau Dick Siu Wai,25832.0,Hong Kong Football Club 2B,Ho Tomato Tze Lok,28466.0,Hong Kong Football Club 2A,24/02/2025,Hong Kong Football Club,1,1-3,Loss,Home
Ho Tomato Tze Lok,28466.0,Hong Kong Football Club 2A,Lau Dick Siu Wai,25832.0,Hong Kong Football Club 2B,24/02/2025,Hong Kong Football Club,1,3-1,Win,Away
Chan Shui Lun Wilson,29745.0,Hong Kong Football Club 2B,Cheng Justin Hong-Chen,31629.0,Hong Kong Football Club 2A,24/02/2025,Hong Kong Football Club,2,0-3,Loss,Home
Cheng Justin Hong-Chen,31629.0,Hong Kong Football Club 2A,Chan Shui Lun Wilson,29745.0,Hong Kong Football Club 2B,24/02/2025,Hong Kong Football Club,2,3-0,Win,Away
Lee Tin Hang,31713.0,Hong Kong Football Club 2B,Unknown,,Hong Kong Football Club 2A,24/02/2025,Hong Kong Football Club,3,2-3,Loss,Home
Unknown,,Hong Kong Football Club 2A,Lee Tin Hang,31713.0,Hong Kong Football Club 2B,24/02/2025,Hong Kong Football Club,3,3-2,Win,Away
Ma Tsz Hei,28683.0,Hong Kong Football Club 2B,Unknown,,Hong Kong Football Club 2A,24/02/2025,Hong Kong Football Club,4,3-2,Win,Home
Unknown,,Hong Kong Football Club 2A,Ma Tsz Hei,28683.0,Hong Kong Football Club 2B,24/02/2025,Hong Kong Football Club,4,2-3,Loss,Away
