Player Name,HKS No.,Team,Opponent Name,Opponent HKS No.,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Lam Ngo Sze Osee,34354.0,MM Squash,Tse Tin Yui,34042.0,X-Alpha 5,03/10/2025,HK Squash Centre,1,0-3,Loss,Home
Tse Tin Yui,34042.0,X-Alpha 5,Lam Ngo Sze Osee,34354.0,MM Squash,03/10/2025,HK Squash Centre,1,3-0,Win,Away
Wong Marcus,34976.0,MM Squash,Tse Tin Yiu,34041.0,X-Alpha 5,03/10/2025,HK Squash Centre,2,3-2,Win,Home
Tse Tin Yiu,34041.0,X-Alpha 5,Wong Marcus,34976.0,MM Squash,03/10/2025,HK Squash Centre,2,2-3,Loss,Away
Chen Haoyuan,34849.0,MM Squash,Lee Chak Hei,34395.0,X-Alpha 5,03/10/2025,HK Squash Centre,3,3-2,Win,Home
Lee Chak Hei,34395.0,X-Alpha 5,Chen Haoyuan,34849.0,MM Squash,03/10/2025,HK Squash Centre,3,2-3,Loss,Away
Zhou Cheng  Yuan,34850.0,MM Squash,Chow Pui Ching,34328.0,X-Alpha 5,03/10/2025,HK Squash Centre,4,3-0,Win,Home
Chow Pui Ching,34328.0,X-Alpha 5,Zhou Cheng  Yuan,34850.0,MM Squash,03/10/2025,HK Squash Centre,4,0-3,Loss,Away
Wong Ho Yi,34958.0,MM Squash,Lee Chak Long,34394.0,X-Alpha 5,03/10/2025,HK Squash Centre,5,0-3,Loss,Home
Lee Chak Long,34394.0,X-Alpha 5,Wong Ho Yi,34958.0,MM Squash,03/10/2025,HK Squash Centre,5,3-0,Win,Away
Yip Edmund Kin Man,29325.0,Star River 2,Chiba Fouad,34490.0,Squashathon SocGen,03/10/2025,Kwun Chung Sports Centre,1,3-0,Win,Home
Chiba Fouad,34490.0,Squashathon SocGen,Yip Edmund Kin Man,29325.0,Star River 2,03/10/2025,Kwun Chung Sports Centre,1,0-3,Loss,Away
Leung Kwok Wai,12026.0,Star River 2,Rambaud- Chanoz Nicolas,34493.0,Squashathon SocGen,03/10/2025,Kwun Chung Sports Centre,2,3-0,Win,Home
Rambaud- Chanoz Nicolas,34493.0,Squashathon SocGen,Leung Kwok Wai,12026.0,Star River 2,03/10/2025,Kwun Chung Sports Centre,2,0-3,Loss,Away
Tam Rony Kwok Ki,12029.0,Star River 2,Lathia Areeb,34871.0,Squashathon SocGen,03/10/2025,Kwun Chung Sports Centre,3,3-0,Win,Home
Lathia Areeb,34871.0,Squashathon SocGen,Tam Rony Kwok Ki,12029.0,Star River 2,03/10/2025,Kwun Chung Sports Centre,3,0-3,Loss,Away
Leung Venus Wing Sze,26900.0,Star River 2,Ho Cheuk Yiu,34679.0,Squashathon SocGen,03/10/2025,Kwun Chung Sports Centre,4,1-3,Loss,Home
Ho Cheuk Yiu,34679.0,Squashathon SocGen,Leung Venus Wing Sze,26900.0,Star River 2,03/10/2025,Kwun Chung Sports Centre,4,3-1,Win,Away
Li Zong Xiang,35108.0,Star River 2,Buxani Krish,35027.0,Squashathon SocGen,03/10/2025,Kwun Chung Sports Centre,5,0-3,Loss,Home
Buxani Krish,35027.0,Squashathon SocGen,Li Zong Xiang,35108.0,Star River 2,03/10/2025,Kwun Chung Sports Centre,5,3-0,Win,Away
Chung Kwong Hei,34452.0,The Squash Club 3,Tang Ka Yan,28720.0,Craigengower Cricket Club,03/10/2025,Pei Ho Street Sports Centre,1,3-0,Win,Home
Tang Ka Yan,28720.0,Craigengower Cricket Club,Chung Kwong Hei,34452.0,The Squash Club 3,03/10/2025,Pei Ho Street Sports Centre,1,0-3,Loss,Away
Tang Wing Keung,27121.0,The Squash Club 3,Li Chung Him Samuel,33518.0,Craigengower Cricket Club,03/10/2025,Pei Ho Street Sports Centre,2,0-3,Loss,Home
Li Chung Him Samuel,33518.0,Craigengower Cricket Club,Tang Wing Keung,27121.0,The Squash Club 3,03/10/2025,Pei Ho Street Sports Centre,2,3-0,Win,Away
Chan Thomas Tsz Sau,27367.0,The Squash Club 3,Lam Wilson Koon Fung,25503.0,Craigengower Cricket Club,03/10/2025,Pei Ho Street Sports Centre,3,3-0,Win,Home
Lam Wilson Koon Fung,25503.0,Craigengower Cricket Club,Chan Thomas Tsz Sau,27367.0,The Squash Club 3,03/10/2025,Pei Ho Street Sports Centre,3,0-3,Loss,Away
Chong Siu Fung,34391.0,The Squash Club 3,Tsang Patrick Kai Chi,32921.0,Craigengower Cricket Club,03/10/2025,Pei Ho Street Sports Centre,4,3-0,Win,Home
Tsang Patrick Kai Chi,32921.0,Craigengower Cricket Club,Chong Siu Fung,34391.0,The Squash Club 3,03/10/2025,Pei Ho Street Sports Centre,4,0-3,Loss,Away
Cheung Hoi Ying,34236.0,The Squash Club 3,Unknown,,Craigengower Cricket Club,03/10/2025,Pei Ho Street Sports Centre,5,CR,Win,Home
Unknown,,Craigengower Cricket Club,Cheung Hoi Ying,34236.0,The Squash Club 3,03/10/2025,Pei Ho Street Sports Centre,5,CR,Loss,Away
Lai Yiu Wa,30682.0,Greenfield,Lo Tin Lai,33165.0,North District Sports Association 1,03/10/2025,Cornwall Street Squash Centre,1,0-3,Loss,Home
Lo Tin Lai,33165.0,North District Sports Association 1,Lai Yiu Wa,30682.0,Greenfield,03/10/2025,Cornwall Street Squash Centre,1,3-0,Win,Away
Chan Kwok Wa,30727.0,Greenfield,Lee Hoi Yu,33269.0,North District Sports Association 1,03/10/2025,Cornwall Street Squash Centre,2,0-3,Loss,Home
Lee Hoi Yu,33269.0,North District Sports Association 1,Chan Kwok Wa,30727.0,Greenfield,03/10/2025,Cornwall Street Squash Centre,2,3-0,Win,Away
Lam Wai,30657.0,Greenfield,Sin Hoi Tung,30342.0,North District Sports Association 1,03/10/2025,Cornwall Street Squash Centre,3,0-3,Loss,Home
Sin Hoi Tung,30342.0,North District Sports Association 1,Lam Wai,30657.0,Greenfield,03/10/2025,Cornwall Street Squash Centre,3,3-0,Win,Away
Ku Desmond Yuk Yan,24482.0,Greenfield,Leung Tsun Man,33088.0,North District Sports Association 1,03/10/2025,Cornwall Street Squash Centre,4,0-3,Loss,Home
Leung Tsun Man,33088.0,North District Sports Association 1,Ku Desmond Yuk Yan,24482.0,Greenfield,03/10/2025,Cornwall Street Squash Centre,4,3-0,Win,Away
Ng Siu Ki,31527.0,Greenfield,Leung Yat Hei,33089.0,North District Sports Association 1,03/10/2025,Cornwall Street Squash Centre,5,0-3,Loss,Home
Leung Yat Hei,33089.0,North District Sports Association 1,Ng Siu Ki,31527.0,Greenfield,03/10/2025,Cornwall Street Squash Centre,5,3-0,Win,Away
