Player Name,HKS No.,Team,Opponent Name,Opponent HKS No.,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Chiu Ho Fai,25295.0,Hong Kong Cricket Club M1A,Salahuddin,33374.0,Hong Kong Cricket Club M1B,02/10/2025,Hong Kong Cricket Club,1,3-0,Win,Home
Salahuddin,33374.0,Hong Kong Cricket Club M1B,Chiu Ho Fai,25295.0,Hong Kong Cricket Club M1A,02/10/2025,Hong Kong Cricket Club,1,0-3,Loss,Away
West Steven,28550.0,Hong Kong Cricket Club M1A,Achouch Frank,,Hong Kong Cricket Club M1B,02/10/2025,Hong Kong Cricket Club,2,3-1,Win,Home
Achouch Frank,,Hong Kong Cricket Club M1B,West Steven,28550.0,Hong Kong Cricket Club M1A,02/10/2025,Hong Kong Cricket Club,2,1-3,Loss,Away
Gray Jonathan,32271.0,Hong Kong Cricket Club M1A,Unknown,,Hong Kong Cricket Club M1B,02/10/2025,Hong Kong Cricket Club,3,CR,Win,Home
Unknown,,Hong Kong Cricket Club M1B,Gray Jonathan,32271.0,Hong Kong Cricket Club M1A,02/10/2025,Hong Kong Cricket Club,3,CR,Loss,Away
Ho Eric Chu Him,29547.0,Hong Kong Football Club M1A,Chiu Ho Ming,25294.0,Hong Kong Football Club M1B,02/10/2025,Hong Kong Football Club,1,3-1,Win,Home
Chiu Ho Ming,25294.0,Hong Kong Football Club M1B,Ho Eric Chu Him,29547.0,Hong Kong Football Club M1A,02/10/2025,Hong Kong Football Club,1,1-3,Loss,Away
Soo Sean Tsung Jie,30498.0,Hong Kong Football Club M1A,Schaefer Rishad,31281.0,Hong Kong Football Club M1B,02/10/2025,Hong Kong Football Club,2,3-1,Win,Home
Schaefer Rishad,31281.0,Hong Kong Football Club M1B,Soo Sean Tsung Jie,30498.0,Hong Kong Football Club M1A,02/10/2025,Hong Kong Football Club,2,1-3,Loss,Away
Zhang James,30858.0,Hong Kong Football Club M1A,Chou Pak Lam Wilson,32369.0,Hong Kong Football Club M1B,02/10/2025,Hong Kong Football Club,3,3-0,Win,Home
Chou Pak Lam Wilson,32369.0,Hong Kong Football Club M1B,Zhang James,30858.0,Hong Kong Football Club M1A,02/10/2025,Hong Kong Football Club,3,0-3,Loss,Away
