Position,Name of Player,Team,Average Points,Total Game Points,Games Played,Won,Lost,Division,Win Percentage
1,Tsang Sin Kei Ophelia,Kwai Tsing District Squash Club L4,27.0,243,9,9,0,L4,1.0
2,Liu Yang,Hong Kong Cricket Club L4,25.0,150,6,6,0,L4,1.0
3,Ho Michelle Pak Wai,Squashathon Ladies,22.8,114,5,4,1,L4,0.8
4,Chiu Hau Yi,Hong Kong Football Club JSA,22.71,159,7,5,2,L4,0.7142857142857143
5,Lee Rachel Wing Yan,JESSICA L4,22.12,177,8,6,2,L4,0.75
6,Choi Angel Chung Yin,JESSICA L4,21.5,129,6,6,0,L4,1.0
7,So Hau Yi,JESSICA L4,21.0,189,9,9,0,L4,1.0
8,Leung Wai Kwan,JESSICA L4,20.73,228,11,8,3,L4,0.7272727272727273
9,Ngan Joan,The Squash Club L4,19.8,198,10,6,4,L4,0.6
10,Chung Tsam Yee,The Squash Club L4,19.5,156,8,3,5,L4,0.375
11,Pun Zhe Xin Keira,JESSICA Mochis,19.29,135,7,4,3,L4,0.5714285714285714
12,Leung Lilian Wai Shan,Hong Kong Cricket Club L4,19.0,114,6,3,3,L4,0.5
13,Simmons Shirndre-Lee,Hong Kong Cricket Club Rockettes,18.43,129,7,3,4,L4,0.42857142857142855
14,Jue Lauren Kai Xin,Hong Kong Football Club JSA,18.0,90,5,4,1,L4,0.8
14,Jin Olivia,JESSICA Mochis,18.0,90,5,4,1,L4,0.8
16,Le Angelina Elizabeth,Hong Kong Football Club L4,18.0,144,8,3,5,L4,0.375
16,Chung Wing Yin,Squashathon Ladies,18.0,90,5,3,2,L4,0.6
18,Wong Yeuk Yik,The Squash Club L4,16.88,135,8,5,3,L4,0.625
19,Kwok To Yan,JESSICA Mochis,16.5,99,6,3,3,L4,0.5
20,Kwong Wai Nga DoDo,JESSICA L4,16.2,81,5,3,2,L4,0.6
21,Wong Yi Ching Mia,Hong Kong Football Club JSA,16.0,144,9,6,3,L4,0.6666666666666666
22,Ho Alexandra,Hong Kong Football Club L4,16.0,96,6,4,2,L4,0.6666666666666666
23,Cumming Alison,Hong Kong Cricket Club Rockettes,15.9,159,10,4,6,L4,0.4
24,Lam Ka Yin,Hong Kong Cricket Club Rockettes,15.86,111,7,4,3,L4,0.5714285714285714
25,Ho Suet Ying,Hong Kong Football Club L4,15.86,111,7,3,4,L4,0.42857142857142855
26,Ho Chin Pik,JESSICA L4,15.6,78,5,4,1,L4,0.8
27,Pun Zhe Qiao Kimi,JESSICA Mochis,15.0,90,6,4,2,L4,0.6666666666666666
28,Wong Chi Chi,Kwai Tsing District Squash Club L4,15.0,90,6,2,4,L4,0.3333333333333333
29,Chak Wai Suen,Squashathon Ladies,14.4,72,5,3,2,L4,0.6
30,Wang Youying,Hong Kong Cricket Club L4,14.4,72,5,2,3,L4,0.4
31,Tam Sum Yi,Kwai Tsing District Squash Club L4,14.25,114,8,4,4,L4,0.5
32,Cheung Hoi Ying,The Squash Club L4,14.0,84,6,3,3,L4,0.5
33,Yeung Hei Lui,Squashathon Ladies,13.8,69,5,2,3,L4,0.4
34,Jue Emily Xiao Ran,Hong Kong Football Club JSA,13.2,66,5,3,2,L4,0.6
35,Yu Wing Tung,Kwai Tsing District Squash Club L4,12.0,72,6,1,5,L4,0.16666666666666666
35,Cheung Diana,Squashathon Ladies,12.0,60,5,1,4,L4,0.2
37,Chan Alice Yin Ling,Squashathon Ladies,10.8,54,5,1,4,L4,0.2
38,Verma Tara,Hong Kong Cricket Club L4,10.29,72,7,1,6,L4,0.14285714285714285
39,Morton Mavis,Hong Kong Football Club L4,10.12,81,8,0,8,L4,0.0
40,Cooke Anna,Hong Kong Cricket Club Rockettes,9.6,48,5,1,4,L4,0.2
41,Beyers Karli,Hong Kong Cricket Club Rockettes,9.43,66,7,2,5,L4,0.2857142857142857
42,Souza Suzanne,Hong Kong Football Club L4,9.0,54,6,2,4,L4,0.3333333333333333
43,Mak Wing Sze,Hong Kong Cricket Club Rockettes,7.0,42,6,1,5,L4,0.16666666666666666
44,Carlsson Rosa,Hong Kong Cricket Club L4,4.8,24,5,0,5,L4,0.0
45,Chiu Amber Elisabeth,Hong Kong Cricket Club L4,3.5,21,6,0,6,L4,0.0
,Hung Wai Tung,Hong Kong Football Club JSA,23.25,93,4,4,0,L4,1.0
,Lam Ngo Sze Osee,JESSICA Mochis,22.5,90,4,4,0,L4,1.0
,Lam Yan Yu Hayley,JESSICA Mochis,22.0,66,3,3,0,L4,1.0
,Li Zoe,JESSICA Mochis,21.75,87,4,3,1,L4,0.75
,Lin Zixuan Emma,Hong Kong Football Club JSA,21.0,84,4,4,0,L4,1.0
,Cheng Samantha Ho Yan,The Squash Club L4,21.0,21,1,1,0,L4,1.0
,Cheng Hiu Tung,Hong Kong Cricket Club L4,20.0,60,3,2,1,L4,0.6666666666666666
,Yau Shanrui Esther,Squashathon Ladies,18.0,36,2,2,0,L4,1.0
,Chow Qing,Squashathon Ladies,18.0,36,2,1,1,L4,0.5
,Guttendorf Zoe,JESSICA L4,18.0,18,1,1,0,L4,1.0
,Liu Kit Yuen Bithiah,The Squash Club L4,18.0,18,1,1,0,L4,1.0
,Ng Aurelia Kiu Hei,Hong Kong Cricket Club L4,16.5,66,4,3,1,L4,0.75
,Wong Wun Yin,JESSICA Mochis,16.0,48,3,2,1,L4,0.6666666666666666
,Lam Natalia Yu Yin,Hong Kong Football Club JSA,16.0,48,3,1,2,L4,0.3333333333333333
,Ng Jessica Yuk Mui,JESSICA L4,15.75,63,4,3,1,L4,0.75
,Chan Zelda,Hong Kong Football Club JSA,15.75,63,4,2,2,L4,0.5
,Chiu Yuet Yi,JESSICA Mochis,15.0,60,4,3,1,L4,0.75
,Wat Jennifer Kien Yee,Hong Kong Cricket Club Rockettes,15.0,45,3,1,2,L4,0.3333333333333333
,Koh Yi LIn,Squashathon Ladies,15.0,15,1,0,1,L4,0.0
,Hui Kristal,Hong Kong Football Club L4,14.0,42,3,2,1,L4,0.6666666666666666
,Fong Chui Ping,Hong Kong Football Club L4,14.0,42,3,1,2,L4,0.3333333333333333
,Chung Wai Ting,Kwai Tsing District Squash Club L4,13.5,54,4,2,2,L4,0.5
,Chan Siu Yuen,JESSICA L4,13.0,39,3,2,1,L4,0.6666666666666666
,Yuen Wai Ting,Squashathon Ladies,13.0,39,3,1,2,L4,0.3333333333333333
,Yeung Hei Lo Keiko,The Squash Club L4,12.75,51,4,3,1,L4,0.75
,Xie Ya Miao,The Squash Club L4,12.0,48,4,2,2,L4,0.5
,Lam Ching Yee,The Squash Club L4,12.0,24,2,1,1,L4,0.5
,Lau Yuk Yee,Kwai Tsing District Squash Club L4,12.0,24,2,1,1,L4,0.5
,Kwok Wai Yin,Kwai Tsing District Squash Club L4,11.25,45,4,2,2,L4,0.5
,Tsang Wun Ying,The Squash Club L4,11.25,45,4,2,2,L4,0.5
,Cheung Hoi Suen,Squashathon Ladies,10.0,30,3,1,2,L4,0.3333333333333333
,Fung Charmanie Kai-Qi,Hong Kong Football Club L4,9.75,39,4,2,2,L4,0.5
,Lam Audrey Lok Yi,Hong Kong Football Club JSA,9.0,36,4,0,4,L4,0.0
,Ho Ying Wai,Kwai Tsing District Squash Club L4,8.25,33,4,1,3,L4,0.25
,Ye Liangliang,Squashathon Ladies,6.0,6,1,0,1,L4,0.0
,Chiu Koli,Kwai Tsing District Squash Club L4,5.25,21,4,1,3,L4,0.25
,Ooi Hui Hoon,Hong Kong Football Club L4,4.5,9,2,0,2,L4,0.0
,Wong Chor Wai,Squashathon Ladies,3.75,15,4,0,4,L4,0.0
,Lam Lai Kuen,Kwai Tsing District Squash Club L4,3.0,3,1,0,1,L4,0.0
,Peters Vivien,Hong Kong Cricket Club Rockettes,0.0,0,0,0,0,L4,0.0
,Dua Jigyasa,Hong Kong Football Club L4,0.0,0,0,0,0,L4,0.0
,Ng Samantha Ting Tung,Hong Kong Football Club L4,0.0,0,0,0,0,L4,0.0
,Pun Zhe Xi Jasmine,JESSICA L4,0.0,0,0,0,0,L4,0.0
,Chow Cheuk Yin,Hong Kong Football Club L4,0.0,0,0,0,0,L4,0.0
,Ng Ka Wai Devana,JESSICA L4,0.0,0,0,0,0,L4,0.0
,Wong Sin Ting,JESSICA L4,0.0,0,0,0,0,L4,0.0
