Order,Player,HKS No.,Ranking,Points,Team
1,Maruca Andrew,34545,0,13.5,Hong Kong Cricket Club D4A
2,Head Phil,26831,32,14.33,Hong Kong Cricket Club D4A
3,Ekanayake Yeshan,33658,17,17.25,Hong Kong Cricket Club D4A
4,Schaefer Rishad,31281,39,12.43,Hong Kong Cricket Club D4A
5,Bajaj Prateek,34110,42,10.5,Hong Kong Cricket Club D4A
6,Skinn Christopher Andrew,31975,0,11.0,Hong Kong Cricket Club D4A
7,Wong Po Sze Jessica,29770,45,9.43,Hong Kong Cricket Club D4A
8,Lau Ka Leung,32178,0,9.75,Hong Kong Cricket Club D4A
9,Leung Nok Hei,32900,0,3.0,Hong Kong Cricket Club D4A
10,Wong Wai Chak,33065,0,9.0,Hong Kong Cricket Club D4A
11,Tsang Stephen Chi Pon,29448,0,15.0,Hong Kong Cricket Club D4A
1,Chiu Ho Ming,25294,0,0.0,Hong Kong Cricket Club D4B
2,Soo Tsung Chee Neal,28230,0,0.0,Hong Kong Cricket Club D4B
3,Salahuddin,33374,20,16.5,Hong Kong Cricket Club D4B
4,Sheethal Kumar Palash,33207,31,14.57,Hong Kong Cricket Club D4B
5,West Steven,28550,36,13.5,Hong Kong Cricket Club D4B
6,Cranston Robert,35003,47,8.62,Hong Kong Cricket Club D4B
7,Achouch Jules Simon,33513,54,7.5,Hong Kong Cricket Club D4B
8,Leung Ka Hei,33708,53,7.67,Hong Kong Cricket Club D4B
9,Tang Ching Yan,33895,55,7.29,Hong Kong Cricket Club D4B
1,Tsang Cheuk Fung,30037,19,17.0,Hong Kong Football Club 4A
2,Chan Cheuk Fung,30554,9,18.82,Hong Kong Football Club 4A
3,Appan Janak,31193,23,16.0,Hong Kong Football Club 4A
4,Chapman William,32994,0,14.25,Hong Kong Football Club 4A
5,So Obadiah Sing Yan,27099,34,14.14,Hong Kong Football Club 4A
6,Reyes Diego,35547,51,7.88,Hong Kong Football Club 4A
7,Hibberd Christian,32018,0,0.0,Hong Kong Football Club 4A
8,Chou Pak Lam Wilson,32369,58,6.43,Hong Kong Football Club 4A
1,Chan Matthew Yaw Jye,31845,0,16.0,Hong Kong Football Club 4B
2,Lee Tsz Long Max,29210,5,21.0,Hong Kong Football Club 4B
3,Cheng August Huan-Chen,32844,25,15.33,Hong Kong Football Club 4B
4,Lam Timmy Tin Yi,28651,18,17.0,Hong Kong Football Club 4B
5,Or  Ka Ming,32468,49,8.5,Hong Kong Football Club 4B
6,Wat Kien Long Peter,31361,0,12.0,Hong Kong Football Club 4B
7,Liou King Long,29771,42,10.5,Hong Kong Football Club 4B
8,Shum Peter,28254,57,6.86,Hong Kong Football Club 4B
1,Wai Pak Lam,32175,8,18.86,Kowloon Cricket Club 4
