Position,Name of Player,Team,Average Points,Total Game Points,Games Played,Won,Lost,Division,Win Percentage
1,Li Tsz Ho,Friend Club 7,25.71,180,7,7,0,17B,1.0
2,Tang Wai Hong,i-Mask Advance Squash Club 8,24.0,168,7,7,0,17B,1.0
3,Chim Tung Ni,Smart Squash 2,23.0,207,9,6,3,17B,0.6666666666666666
4,Choy Chun Hei Bosco,Happy Squash 3,22.83,411,18,13,5,17B,0.7222222222222222
5,So Wan Kiu,i-Mask Advance Squash Club 8,21.88,372,17,12,5,17B,0.7058823529411765
6,Cheung Tin Yui,Happy Squash 3,21.63,411,19,16,3,17B,0.8421052631578947
7,Zhang Nika,Fusion Squash Club 3,21.55,237,11,10,1,17B,0.9090909090909091
8,Au Sin Man,i-Mask Advance Squash Club 8,21.45,429,20,17,3,17B,0.85
9,Dong Li Ang,Vitality Squash 2,20.33,366,18,10,8,17B,0.5555555555555556
10,Tse Tsz Tsun,Fusion Squash Club 3,20.25,162,8,5,3,17B,0.625
11,Lee Kit Ying,i-Mask Advance Squash Club 8,18.0,306,17,17,0,17B,1.0
12,Tsang Chun Fung,Vitality Squash 2,18.0,198,11,9,2,17B,0.8181818181818182
13,Su Chi To,Vitality Squash 2,17.47,297,17,10,7,17B,0.5882352941176471
14,Chan King Hei,Friend Club 7,17.4,174,10,5,5,17B,0.5
15,Tam Hong Kiu,i-Mask Advance Squash Club 8,17.25,276,16,12,4,17B,0.75
16,Chan Ming Yan,Smart Squash 2,16.25,195,12,5,7,17B,0.4166666666666667
17,Yau Chase Xuanfu,Fusion Squash Club 3,16.09,177,11,7,4,17B,0.6363636363636364
18,Law Cherie,i-Mask Advance Squash Club 8,15.94,255,16,16,0,17B,1.0
19,Chan Yan Chau,Smart Squash 2,15.55,171,11,6,5,17B,0.5454545454545454
20,Chung King Long Jacqueline,TNG 5,15.0,135,9,2,7,17B,0.2222222222222222
21,Li Kin Lok,Happy Squash 3,14.5,261,18,14,4,17B,0.7777777777777778
22,Cheung Tsz Long,Friend Club 7,14.25,114,8,4,4,17B,0.5
23,Yang Ho Yin,Happy Squash 3,14.17,255,18,9,9,17B,0.5
24,Wong Adrian Preston,Fusion Squash Club 3,13.64,150,11,4,7,17B,0.36363636363636365
25,Li Yuen Man,TNG 5,13.2,132,10,1,9,17B,0.1
26,Wong Yan Lam,Friend Club 7,13.15,171,13,3,10,17B,0.23076923076923078
27,Yau Lucas Haoxiang,Fusion Squash Club 3,13.09,144,11,7,4,17B,0.6363636363636364
28,Wong Yiu Yeung,Vitality Squash 2,12.86,90,7,5,2,17B,0.7142857142857143
29,Lo Cheuk Hei,Vitality Squash 2,12.6,126,10,6,4,17B,0.6
30,Koon Long Ying,TNG 5,12.0,120,10,2,8,17B,0.2
31,Chow Yuen Ching,Smart Squash 2,11.75,141,12,7,5,17B,0.5833333333333334
32,Cheung Chor Yu,TNG 5,10.91,120,11,7,4,17B,0.6363636363636364
33,Luk Hoi Fai,Smart Squash 2,10.91,120,11,4,7,17B,0.36363636363636365
34,Cheung Hei Kwai,TNG 5,10.8,108,10,3,7,17B,0.3
35,Wong Hei Kiu,TNG 5,10.0,90,9,1,8,17B,0.1111111111111111
36,Chiu Hau Yi,TNG 5,9.75,78,8,5,3,17B,0.625
37,Wong Wang Ching,Friend Club 7,9.75,78,8,3,5,17B,0.375
38,Tam Tsz Lung,TNG 5,9.46,123,13,4,9,17B,0.3076923076923077
39,Cheung Yee Ki,Happy Squash 3,9.0,126,14,8,6,17B,0.5714285714285714
40,Tsoi Chi Yiu,Vitality Squash 2,8.62,69,8,4,4,17B,0.5
41,Lee Jan Yao,Friend Club 7,8.5,51,6,1,5,17B,0.16666666666666666
42,Lam Cheuk Yin,Friend Club 7,8.25,66,8,3,5,17B,0.375
43,Lee Yin Fung,Friend Club 7,7.88,63,8,1,7,17B,0.125
