Position,Name of Player,Team,Average Points,Total Game Points,Games Played,Won,Lost,Division,Win Percentage
1,Bidal Jay,United Services Recreation Club M3,23.68,450,19,16,3,M3,0.8421052631578947
2,Poon Sunny Yat Sing,Jaws Master,23.62,378,16,14,2,M3,0.875
3,Leung Dick Kan Fai,Jaws Master,23.2,348,15,13,2,M3,0.8666666666666667
4,Tanner Julian,Hong Kong Football Club M3B,22.64,249,11,8,3,M3,0.7272727272727273
5,Wei Stephen J.,Hong Kong Football Club M3A,21.19,339,16,14,2,M3,0.875
6,Chow Ming Hei Quincy,United Services Recreation Club M3,21.0,357,17,13,4,M3,0.7647058823529411
7,Cheng Victor Kwok Wai,American Club - Yacht Club,20.37,387,19,9,10,M3,0.47368421052631576
8,Yeung Tak Keung,Hong Kong Football Club M3A,20.1,201,10,6,4,M3,0.6
9,Leung Chi On,Howard's Folly Wine LRC Master 3,19.89,378,19,11,8,M3,0.5789473684210527
10,Ho Simon Man Kai,Hong Kong Football Club M3A,19.75,237,12,7,5,M3,0.5833333333333334
11,Thompson John,Hong Kong Football Club M3A,19.2,192,10,10,0,M3,1.0
12,Janes Gareth,Hong Kong Cricket Club M3,19.12,306,16,13,3,M3,0.8125
13,Mulchand Rajesh,Hong Kong Football Club M3B,18.75,300,16,11,5,M3,0.6875
14,Lulla Vikram,Hong Kong Football Club M3B,18.33,330,18,13,5,M3,0.7222222222222222
15,Kwok Man Wai Joseph,Hong Kong Football Club M3A,17.4,261,15,12,3,M3,0.8
16,Li Samuel Kwok Sing,Hong Kong Football Club M3A,17.4,174,10,9,1,M3,0.9
17,Caveney Barry John,Hong Kong Cricket Club M3,17.36,243,14,12,2,M3,0.8571428571428571
18,Denham Paul,Hong Kong Cricket Club M3,17.06,273,16,9,7,M3,0.5625
19,Olsen Sven,Howard's Folly Wine LRC Master 3,16.8,252,15,9,6,M3,0.6
20,Chiu Vincent Man Shun,Jaws Master,15.83,285,18,9,9,M3,0.5
21,Weatherall Roland,Howard's Folly Wine LRC Master 3,15.67,141,9,6,3,M3,0.6666666666666666
22,Ternes Daniel,Hong Kong Cricket Club M3,15.6,234,15,3,12,M3,0.2
23,Lai Kwok Wai Wilfred,United Services Recreation Club M3,15.4,231,15,10,5,M3,0.6666666666666666
24,Hazari Ajay,Hong Kong Football Club M3A,14.73,162,11,9,2,M3,0.8181818181818182
25,Soo Gene,Hong Kong Football Club M3A,14.25,114,8,7,1,M3,0.875
26,Vartanian Stephane,Hong Kong Football Club M3B,14.1,141,10,2,8,M3,0.2
27,Richard Lee Jacob William,Howard's Folly Wine LRC Master 3,14.0,126,9,6,3,M3,0.6666666666666666
28,Amjad Nauman,Howard's Folly Wine LRC Master 3,14.0,168,12,3,9,M3,0.25
29,Montefiore Alexander,Hong Kong Cricket Club M3,13.91,153,11,8,3,M3,0.7272727272727273
30,Neilson Phil,Hong Kong Cricket Club M3,13.5,135,10,6,4,M3,0.6
31,Le Hong Quang,American Club - Yacht Club,12.75,204,16,4,12,M3,0.25
32,Au Ming Chung Sampson,Titlows Squash Team,12.57,264,21,0,21,M3,0.0
33,Lau John,American Club - Yacht Club,12.25,147,12,3,9,M3,0.25
34,Yao Tang Fat Elbert,United Services Recreation Club M3,12.0,192,16,12,4,M3,0.75
35,Lee Tommy Yun Wah,Titlows Squash Team,12.0,84,7,2,5,M3,0.2857142857142857
36,Schultz Nikolaj,Hong Kong Football Club M3B,11.71,246,21,11,10,M3,0.5238095238095238
37,Jones Robert F.,American Club - Yacht Club,11.7,117,10,5,5,M3,0.5
38,Leung Chi Wang Christopher,United Services Recreation Club M3,11.65,198,17,12,5,M3,0.7058823529411765
39,Lee Lawrence Chi Hung,Hong Kong Football Club M3A,11.57,81,7,4,3,M3,0.5714285714285714
40,Steffensen Nigel,Hong Kong Football Club M3B,11.4,57,5,2,3,M3,0.4
41,Sih Peter Wai Hang,Jaws Master,11.25,135,12,6,6,M3,0.5
42,Kenny Gareth,United Services Recreation Club M3,10.88,87,8,3,5,M3,0.375
43,Chan Norman Tak Lam,Jaws Master,10.8,54,5,4,1,M3,0.8
44,Ng Kien Hoon,Hong Kong Football Club M3A,10.8,54,5,3,2,M3,0.6
45,Adjemian Nicolas,Howard's Folly Wine LRC Master 3,10.62,138,13,7,6,M3,0.5384615384615384
46,So Anthony Fuk Chi,Jaws Master,10.5,126,12,7,5,M3,0.5833333333333334
47,Fu Ivan Fuk Cheong,Titlows Squash Team,10.5,210,20,1,19,M3,0.05
48,Li Charles Tak Kwong,Hong Kong Football Club M3B,10.25,123,12,7,5,M3,0.5833333333333334
49,Leung Chung Yin,United Services Recreation Club M3,10.0,150,15,1,14,M3,0.06666666666666667
50,Chan Raymond Tsan Fai,Titlows Squash Team,9.8,147,15,5,10,M3,0.3333333333333333
51,Tang Tsz Ho Michael,Howard's Folly Wine LRC Master 3,9.75,78,8,6,2,M3,0.75
52,Robinson Lee,Hong Kong Football Club M3B,9.75,78,8,1,7,M3,0.125
53,Cheung Peter Tat Kei,Jaws Master,8.73,96,11,2,9,M3,0.18181818181818182
54,Laracy Damien,Hong Kong Football Club M3B,8.5,51,6,3,3,M3,0.5
55,Shahani Dilip,Howard's Folly Wine LRC Master 3,8.25,66,8,2,6,M3,0.25
55,Wong Alex Siu Ming,Jaws Master,8.25,66,8,2,6,M3,0.25
57,Dalpathraj Sheethal Kumar,Hong Kong Cricket Club M3,8.1,81,10,5,5,M3,0.5
58,Lo Wai Kiu Bobby,Titlows Squash Team,7.65,153,20,4,16,M3,0.2
59,Sternberg Henrik,American Club - Yacht Club,7.29,51,7,0,7,M3,0.0
60,Chew Fook Aun,Hong Kong Football Club M3B,7.2,36,5,3,2,M3,0.6
61,Longuepee Francis,American Club - Yacht Club,7.2,36,5,2,3,M3,0.4
62,Chiu Sai Kwong,American Club - Yacht Club,6.27,69,11,3,8,M3,0.2727272727272727
63,Tse Ray,American Club - Yacht Club,6.0,60,10,2,8,M3,0.2
64,Szeto Stephen Sai Hoi,Jaws Master,4.5,27,6,2,4,M3,0.3333333333333333
65,Theil Rene,American Club - Yacht Club,4.5,27,6,0,6,M3,0.0
66,Yung Kai Sing,Titlows Squash Team,3.43,72,21,3,18,M3,0.14285714285714285
67,Cho Albert,Howard's Folly Wine LRC Master 3,1.2,6,5,0,5,M3,0.0
67,Kahn Hetrakul,Hong Kong Cricket Club M3,1.2,6,5,0,5,M3,0.0
,Stearn Nicholas,Hong Kong Cricket Club M3,19.5,39,2,1,1,M3,0.5
,Buckland Paul Edwin Kim,Hong Kong Cricket Club M3,18.0,36,2,1,1,M3,0.5
,Mahtani Dheeraj Prakash,American Club - Yacht Club,15.0,45,3,3,0,M3,1.0
,Rafee Azhar,Hong Kong Football Club M3A,15.0,45,3,2,1,M3,0.6666666666666666
,Swarbrick Andrew,Hong Kong Cricket Club M3,15.0,15,1,1,0,M3,1.0
,Chu Lap Sun,United Services Recreation Club M3,13.5,27,2,2,0,M3,1.0
,Au Siu Fai,Hong Kong Football Club M3B,12.0,36,3,2,1,M3,0.6666666666666666
,Tong Chi On,United Services Recreation Club M3,11.25,45,4,2,2,M3,0.5
,Law Jack,Hong Kong Football Club M3A,10.5,21,2,1,1,M3,0.5
,McAuslan Gary,Hong Kong Football Club M3B,9.0,9,1,1,0,M3,1.0
,Ho Wai Keung,American Club - Yacht Club,9.0,18,2,1,1,M3,0.5
,Park Wanki Moses,Howard's Folly Wine LRC Master 3,9.0,18,2,1,1,M3,0.5
,Ng Simon Chi Ming,Hong Kong Football Club M3A,6.0,12,2,1,1,M3,0.5
,Singer Mark,American Club - Yacht Club,6.0,6,1,0,1,M3,0.0
,Adams David,Hong Kong Cricket Club M3,5.0,15,3,1,2,M3,0.3333333333333333
