Order,Player,HKS No.,Ranking,Points,Team
1,Fong Wai Kuen,21996,12,18.17,Boss
2,Li Kelvin Hon Hun,22460,36,10.91,Boss
3,Ip Thomas Shun Moon,22604,20,15.67,Boss
4,Lee Maurice King Sun,18213,0,21.0,Boss
5,Ho Wai Ying,27451,13,17.44,Boss
6,Lui Kin Wai Kenny,27114,0,15.0,Boss
7,Luk Raymond Yiu Fai,12899,27,13.31,Boss
8,Fung Bruce Wai Ho,19072,37,10.6,Boss
1,Ko Toby Ho Yin,28189,2,25.42,HKPF Squash Team
2,Lau Shing Chung Simon,19777,3,22.67,HKPF Squash Team
3,Tam Chiu Wai,28782,9,18.6,HKPF Squash Team
4,Chan Ringo Wai Kwong,29040,0,9.0,HKPF Squash Team
5,Chan Bill Kwok Ming,20215,41,9.0,HKPF Squash Team
6,Leung Man Wah,26498,26,13.6,HKPF Squash Team
7,Li Kin Wah,21830,39,9.2,HKPF Squash Team
8,Lai Kwok Wai,22820,0,0.0,HKPF Squash Team
9,Kong Bryan Yiu Kai,23231,0,8.0,HKPF Squash Team
10,Chan Po Sing,7420,47,6.0,HKPF Squash Team
1,Amjad Zain,33722,11,18.2,Hong Kong Football Club 15
2,Jones Robert F.,27122,7,19.8,Hong Kong Football Club 15
3,Levaire Romain Pierre,33650,0,9.0,Hong Kong Football Club 15
4,Yang Michael Yazun,31449,28,12.6,Hong Kong Football Club 15
5,Chan Gordon Yiu Cheong,27589,30,12.27,Hong Kong Football Club 15
6,Duncombe Emma,31829,0,6.0,Hong Kong Football Club 15
7,Ng Simon Chi Ming,6025,44,7.09,Hong Kong Football Club 15
8,Chau Phil,32598,0,3.75,Hong Kong Football Club 15
9,Cheung Thomas,31516,48,4.75,Hong Kong Football Club 15
10,Mitchell Aiteina,33774,0,4.0,Hong Kong Football Club 15
1,Poon Sunny Yat Sing,17325,1,26.0,Old Squash Fellows
2,Chiu Vincent Man Shun,13037,5,20.67,Old Squash Fellows
3,* Poon Victor King Him,28551,0,18.0,Old Squash Fellows
4,Wong Alex Siu Ming,30388,33,11.14,Old Squash Fellows
5,Yam Ken Luen Kai,24703,32,11.67,Old Squash Fellows
6,Sih Peter Wai Hang,30387,24,14.4,Old Squash Fellows
7,So Anthony Fuk Chi,22679,21,15.6,Old Squash Fellows
8,To Alva Yu Hung,16721,0,3.0,Old Squash Fellows
9,So Yin Wei Winnie,29105,49,4.0,Old Squash Fellows
10,Szeto Stephen Sai Hoi,11586,46,6.0,Old Squash Fellows
1,Detaramani Sunil,30548,4,20.73,Sergio Tacchini KCC 15
2,Kundamal Dhiraj,28381,17,16.0,Sergio Tacchini KCC 15
3,Brettell David,19505,25,14.25,Sergio Tacchini KCC 15
4,Samtani Rakesh,29647,10,18.33,Sergio Tacchini KCC 15
5,Bachani Vinay Suresh,32772,35,10.91,Sergio Tacchini KCC 15
6,Tsang Wai Kit Paul,23712,43,7.12,Sergio Tacchini KCC 15
7,Hira Ajay,29648,0,12.0,Sergio Tacchini KCC 15
8,Fraser Peter,21519,42,7.5,Sergio Tacchini KCC 15
9,Vachha Shiroy,27249,0,1.0,Sergio Tacchini KCC 15
1,Ma Charles Chun Fung,21985,8,19.76,Tuen Mun Squash Club
2,Ma Chun Wah,30385,14,16.8,Tuen Mun Squash Club
3,Yip Simon Shing On,30497,31,11.79,Tuen Mun Squash Club
4,Wong Kwok Hee,26041,18,15.94,Tuen Mun Squash Club
5,Chan Paul Chiu Hung,24511,38,10.0,Tuen Mun Squash Club
6,Cheng Chi Kin Austin,28857,45,7.0,Tuen Mun Squash Club
7,Tsang Patrick Hing Suen,24706,29,12.5,Tuen Mun Squash Club
8,Chow Wing Ho,26106,0,0.0,Tuen Mun Squash Club
9,Chan Lai Cheong,28856,0,3.0,Tuen Mun Squash Club
10,Tsoi Chi Chuen,33971,50,2.4,Tuen Mun Squash Club
1,Tong Chi On,19166,16,16.12,United Services Recreation Club 3
2,Yuen Kermit Ka Fai,15427,19,15.9,United Services Recreation Club 3
3,Cheung Peter Tat Kei,30389,15,16.2,United Services Recreation Club 3
4,Yao Tang Fat Elbert,25019,6,19.88,United Services Recreation Club 3
5,Chu Lap Sun,21706,22,15.38,United Services Recreation Club 3
6,Mirapuri Rajesh,29742,0,6.0,United Services Recreation Club 3
7,Webb James,33637,0,0.0,United Services Recreation Club 3
8,Daigneavlt Christian,33667,34,10.93,United Services Recreation Club 3
9,Ku Wai Hang William,30782,23,14.5,United Services Recreation Club 3
10,Miu Peter Wah Ching,30620,0,0.0,United Services Recreation Club 3
11,Ng Coleman Shung Ching,11000,40,9.0,United Services Recreation Club 3
12,Tilbrook Nicolas,27086,0,0.0,United Services Recreation Club 3
