Order,Player,HKS No.,Ranking,Points,Team
1,Ling Ariel Tsz Ting,30073,8,21.55,Friend Club 5
2,Wong Kin Tung,28926,26,14.67,Friend Club 5
3,Lam Ka Lok,31678,30,13.88,Friend Club 5
4,Chan Kwok Leung,30699,44,10.8,Friend Club 5
5,Chan Cheuk Kee,31383,32,13.71,Friend Club 5
6,Leung Hok Sum,31309,46,10.5,Friend Club 5
7,Wong Ho Sang,30360,50,9.33,Friend Club 5
8,Watt Ka Chun Ringo,34141,42,11.67,Friend Club 5
9,Lo Hans Wai Hang,30035,68,3.0,Friend Club 5
10,Tse Tin Po,32669,0,2.0,Friend Club 5
1,Cheng Chun Yin,31531,7,21.56,Greenfield
2,Lee Wai Hang,28505,13,19.0,Greenfield
3,Howe Cheuk Wing Neil,32392,22,16.09,Greenfield
4,Chow Siu Yin Wilson,26643,38,13.0,Greenfield
5,Lai Yiu Wa,30682,57,7.71,Greenfield
6,Young Ki Chun,27959,65,4.67,Greenfield
7,* Chan Kwok Wa,30727,63,5.57,Greenfield
8,Ku Desmond Yuk Yan,24482,0,9.0,Greenfield
9,* Hui Tak Cheung,31968,61,6.0,Greenfield
1,Kwok Chi Hang,29343,2,24.0,HKU
2,Wong Chi Hang Frankie,30932,12,19.67,HKU
3,Lee Chun Hin,29389,27,14.6,HKU
4,Hung Tsz Hang,30648,45,10.62,HKU
5,Tse Bun Luen,28467,40,12.67,HKU
6,Kwong Martin Cheuk Hin,30207,33,13.5,HKU
7,Hon Chun Chau Lan,29143,37,13.0,HKU
8,Yeung Sharon Siu Lam,29371,43,10.8,HKU
9,Au Shun Wai Wilson,34204,69,2.25,HKU
1,Hui Chiu Pun,25928,29,14.0,i-Mask Advance Squash Club 3
2,Chan Hei Ching Boris,29834,21,16.12,i-Mask Advance Squash Club 3
3,Chan Ho Yu,27237,11,19.93,i-Mask Advance Squash Club 3
4,Au Wai Lun,25716,15,18.0,i-Mask Advance Squash Club 3
5,Mo Li Hung Calvin,25875,48,10.0,i-Mask Advance Squash Club 3
6,Chan Chi Ming,26965,0,0.0,i-Mask Advance Squash Club 3
7,Au Heung Ben,25735,66,4.29,i-Mask Advance Squash Club 3
1,Deshpande Deepak,31127,19,16.71,MERCURY
2,Cheng Ping Kuen Thomas,28667,31,13.88,MERCURY
3,Ho Chi Hung Eric,16752,39,12.94,MERCURY
4,Chau Hing Bor,16841,47,10.5,MERCURY
5,Chiu Ka Yin,20335,54,8.57,MERCURY
6,Wong Kam Cheung Sunny,19165,52,9.0,MERCURY
7,Tse Winky Wing Kee,16708,56,7.8,MERCURY
1,Chan Tat Wing,27911,5,23.0,RELAY
2,Yuen Tsun Kit,29563,28,14.14,RELAY
3,Tam Wai Nam,30697,14,18.67,RELAY
4,Cheung Danny Yui Nam,32088,17,17.33,RELAY
5,Cheung Wan Lee,31642,34,13.2,RELAY
6,Leung Ka Chun,31760,58,7.67,RELAY
7,Tse Man Hin,29252,55,8.33,RELAY
8,Wong Wai Lap,33402,49,9.38,RELAY
9,Tse Joey Hiu Laam,27714,67,3.75,RELAY
1,Chui Danny Kam Wah,14775,23,15.6,Studio Pro
2,Yiu Sai Ngoi,29899,24,15.56,Studio Pro
3,Luk Jackie Ching Chug,27112,41,12.5,Studio Pro
4,Gaffney Noel Patrick,32858,0,9.0,Studio Pro
5,Li Ivan Chun Wing,31319,35,13.12,Studio Pro
6,Choi Chi Keung,28792,60,6.33,Studio Pro
7,Sin William Wai Lam,29741,53,8.62,Studio Pro
8,Woo Wai Ming,33709,0,0.0,Studio Pro
9,Tsui Kai Lok,30692,0,3.0,Studio Pro
1,Chau Po Yin,26879,1,24.83,TOMCAT
2,Poon Hing Keung,23449,10,21.0,TOMCAT
3,Ko Vincent Tak Kwan,26264,20,16.36,TOMCAT
4,Lam Alan Wing Lun,25458,59,7.62,TOMCAT
5,Tang Chi On,22252,61,6.0,TOMCAT
6,Chu Kwok Lun,32771,51,9.23,TOMCAT
7,Chan Wai Yip,27358,64,5.14,TOMCAT
1,Liu Chun Hin Heron,27474,3,24.0,Xavier
2,Ko Dorothy Sin Ting,27799,4,24.0,Xavier
3,Tam Kai Chung Hades,27416,6,22.33,Xavier
4,Chan Keiko Tsun Ling,26291,9,21.21,Xavier
5,Chan Ping Him Kevin,27381,18,16.76,Xavier
6,Tang Quok Yung Eric,27417,16,18.0,Xavier
7,Chiu Tsz Chung,27407,25,15.55,Xavier
8,Yim Sunny Yat Hing,28220,36,13.0,Xavier
9,Tsang Man Wai Kitty,28376,0,7.5,Xavier
10,Tong Man Ting Angel,30816,0,1.5,Xavier
