Player Name,HKS No.,Team,Opponent Name,Opponent HKS No.,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Kumar Raj,34915.0,Hong Kong Cricket Club M3,Tanner Julian,28057.0,Hong Kong Football Club M3B,07/11/2024,Hong Kong Cricket Club,1,0-3,Loss,Home
Tanner Julian,28057.0,Hong Kong Football Club M3B,Kumar Raj,34915.0,Hong Kong Cricket Club M3,07/11/2024,Hong Kong Cricket Club,1,3-0,Win,Away
Bradbury Adrian,25380.0,Hong Kong Cricket Club M3,Padgaonkar Ashwin,30116.0,Hong Kong Football Club M3B,07/11/2024,Hong Kong Cricket Club,2,0-3,Loss,Home
Padgaonkar Ashwin,30116.0,Hong Kong Football Club M3B,Bradbury Adrian,25380.0,Hong Kong Cricket Club M3,07/11/2024,Hong Kong Cricket Club,2,3-0,Win,Away
Griffiths John David,33926.0,Hong Kong Cricket Club M3,Mulchand Rajesh,30396.0,Hong Kong Football Club M3B,07/11/2024,Hong Kong Cricket Club,3,0-3,Loss,Home
Mulchand Rajesh,30396.0,Hong Kong Football Club M3B,Griffiths John David,33926.0,Hong Kong Cricket Club M3,07/11/2024,Hong Kong Cricket Club,3,3-0,Win,Away
Vera Henry,30779.0,Hong Kong Cricket Club M3,Schultz Nikolaj,28911.0,Hong Kong Football Club M3B,07/11/2024,Hong Kong Cricket Club,4,0-3,Loss,Home
Schultz Nikolaj,28911.0,Hong Kong Football Club M3B,Vera Henry,30779.0,Hong Kong Cricket Club M3,07/11/2024,Hong Kong Cricket Club,4,3-0,Win,Away
Hilboldt Thomas Christian,34506.0,Hong Kong Cricket Club M3,Robinson Lee,30117.0,Hong Kong Football Club M3B,07/11/2024,Hong Kong Cricket Club,5,0-3,Loss,Home
Robinson Lee,30117.0,Hong Kong Football Club M3B,Hilboldt Thomas Christian,34506.0,Hong Kong Cricket Club M3,07/11/2024,Hong Kong Cricket Club,5,3-0,Win,Away
Bidal Jay,32927.0,United Services Recreation Club M3,Chan Raymond Tsan Fai,23067.0,Titlows Squash Team,07/11/2024,United Services Recreation Club,1,3-0,Win,Home
Chan Raymond Tsan Fai,23067.0,Titlows Squash Team,Bidal Jay,32927.0,United Services Recreation Club M3,07/11/2024,United Services Recreation Club,1,0-3,Loss,Away
Chow Ming Hei Quincy,30876.0,United Services Recreation Club M3,Au Ming Chung Sampson,27153.0,Titlows Squash Team,07/11/2024,United Services Recreation Club,2,3-0,Win,Home
Au Ming Chung Sampson,27153.0,Titlows Squash Team,Chow Ming Hei Quincy,30876.0,United Services Recreation Club M3,07/11/2024,United Services Recreation Club,2,0-3,Loss,Away
Freeman Neil,33713.0,United Services Recreation Club M3,Tang Terry Kin Ming,26179.0,Titlows Squash Team,07/11/2024,United Services Recreation Club,3,3-0,Win,Home
Tang Terry Kin Ming,26179.0,Titlows Squash Team,Freeman Neil,33713.0,United Services Recreation Club M3,07/11/2024,United Services Recreation Club,3,0-3,Loss,Away
Yao Tang Fat Elbert,25019.0,United Services Recreation Club M3,Lo Wai Kiu Bobby,23640.0,Titlows Squash Team,07/11/2024,United Services Recreation Club,4,2-3,Loss,Home
Lo Wai Kiu Bobby,23640.0,Titlows Squash Team,Yao Tang Fat Elbert,25019.0,United Services Recreation Club M3,07/11/2024,United Services Recreation Club,4,3-2,Win,Away
Lai Kwok Wai Wilfred,25178.0,United Services Recreation Club M3,Yung Kai Sing,32148.0,Titlows Squash Team,07/11/2024,United Services Recreation Club,5,3-0,Win,Home
Yung Kai Sing,32148.0,Titlows Squash Team,Lai Kwok Wai Wilfred,25178.0,United Services Recreation Club M3,07/11/2024,United Services Recreation Club,5,0-3,Loss,Away
Ng Adrian,27119.0,Hong Kong Football Club M3A,Choy Yuk Kwong Donnie,3206.0,Kowloon Cricket Club M3,07/11/2024,Hong Kong Football Club,1,3-0,Win,Home
Choy Yuk Kwong Donnie,3206.0,Kowloon Cricket Club M3,Ng Adrian,27119.0,Hong Kong Football Club M3A,07/11/2024,Hong Kong Football Club,1,0-3,Loss,Away
Hathiramani Dinesh,21930.0,Hong Kong Football Club M3A,Fraser Peter,21519.0,Kowloon Cricket Club M3,07/11/2024,Hong Kong Football Club,2,3-0,Win,Home
Fraser Peter,21519.0,Kowloon Cricket Club M3,Hathiramani Dinesh,21930.0,Hong Kong Football Club M3A,07/11/2024,Hong Kong Football Club,2,0-3,Loss,Away
Thompson John,29507.0,Hong Kong Football Club M3A,Lo Tin Yee Clement,11972.0,Kowloon Cricket Club M3,07/11/2024,Hong Kong Football Club,3,3-0,Win,Home
Lo Tin Yee Clement,11972.0,Kowloon Cricket Club M3,Thompson John,29507.0,Hong Kong Football Club M3A,07/11/2024,Hong Kong Football Club,3,0-3,Loss,Away
Soo Gene,30113.0,Hong Kong Football Club M3A,Tang Raymond Wai Ming,25572.0,Kowloon Cricket Club M3,07/11/2024,Hong Kong Football Club,4,3-0,Win,Home
Tang Raymond Wai Ming,25572.0,Kowloon Cricket Club M3,Soo Gene,30113.0,Hong Kong Football Club M3A,07/11/2024,Hong Kong Football Club,4,0-3,Loss,Away
Lee Lawrence Chi Hung,28004.0,Hong Kong Football Club M3A,Unknown,,Kowloon Cricket Club M3,07/11/2024,Hong Kong Football Club,5,CR,Win,Home
Unknown,,Kowloon Cricket Club M3,Lee Lawrence Chi Hung,28004.0,Hong Kong Football Club M3A,07/11/2024,Hong Kong Football Club,5,CR,Loss,Away
Leung Dick Kan Fai,16988.0,Old Squash Fellows,Ho Yiu Wah Hendry,29182.0,Royal Hong Kong Yacht Club M3,07/11/2024,Masters - HK Squash Centre,1,1-3,Loss,Home
Ho Yiu Wah Hendry,29182.0,Royal Hong Kong Yacht Club M3,Leung Dick Kan Fai,16988.0,Old Squash Fellows,07/11/2024,Masters - HK Squash Centre,1,3-1,Win,Away
Poon Sunny Yat Sing,17325.0,Old Squash Fellows,Cheng Victor Kwok Wai,20440.0,Royal Hong Kong Yacht Club M3,07/11/2024,Masters - HK Squash Centre,2,0-3,Loss,Home
Cheng Victor Kwok Wai,20440.0,Royal Hong Kong Yacht Club M3,Poon Sunny Yat Sing,17325.0,Old Squash Fellows,07/11/2024,Masters - HK Squash Centre,2,3-0,Win,Away
Chiu Vincent Man Shun,13037.0,Old Squash Fellows,Le Hong Quang,33531.0,Royal Hong Kong Yacht Club M3,07/11/2024,Masters - HK Squash Centre,3,2-3,Loss,Home
Le Hong Quang,33531.0,Royal Hong Kong Yacht Club M3,Chiu Vincent Man Shun,13037.0,Old Squash Fellows,07/11/2024,Masters - HK Squash Centre,3,3-2,Win,Away
So Anthony Fuk Chi,22679.0,Old Squash Fellows,Lipsham David John,34542.0,Royal Hong Kong Yacht Club M3,07/11/2024,Masters - HK Squash Centre,4,1-3,Loss,Home
Lipsham David John,34542.0,Royal Hong Kong Yacht Club M3,So Anthony Fuk Chi,22679.0,Old Squash Fellows,07/11/2024,Masters - HK Squash Centre,4,3-1,Win,Away
So Yin Wei Winnie,29105.0,Old Squash Fellows,Lau John,25495.0,Royal Hong Kong Yacht Club M3,07/11/2024,Masters - HK Squash Centre,5,0-3,Loss,Home
Lau John,25495.0,Royal Hong Kong Yacht Club M3,So Yin Wei Winnie,29105.0,Old Squash Fellows,07/11/2024,Masters - HK Squash Centre,5,3-0,Win,Away
