Player Name,HKS No.,Team,Opponent Name,Opponent HKS No.,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Yip Tsz Ho,31331.0,Kowloon Cricket Club 3B,Mak Tsun Hin,29748.0,TNGX,15/10/2024,Kowloon Cricket Club,1,3-2,Win,Home
Mak Tsun Hin,29748.0,TNGX,Yip Tsz Ho,31331.0,Kowloon Cricket Club 3B,15/10/2024,Kowloon Cricket Club,1,2-3,Loss,Away
Liu Tsz Ling,28123.0,Kowloon Cricket Club 3B,Wai Wing Yin,30403.0,TNGX,15/10/2024,Kowloon Cricket Club,2,3-0,Win,Home
Wai Wing Yin,30403.0,TNGX,Liu Tsz Ling,28123.0,Kowloon Cricket Club 3B,15/10/2024,Kowloon Cricket Club,2,0-3,Loss,Away
Chu Kenny King Chun,29354.0,Kowloon Cricket Club 3B,Hon Michael Tsz San,29749.0,TNGX,15/10/2024,Kowloon Cricket Club,3,0-3,Loss,Home
Hon Michael Tsz San,29749.0,TNGX,Chu Kenny King Chun,29354.0,Kowloon Cricket Club 3B,15/10/2024,Kowloon Cricket Club,3,3-0,Win,Away
Wong King Yat,27411.0,Kowloon Cricket Club 3B,Au Ling Fung,29395.0,TNGX,15/10/2024,Kowloon Cricket Club,4,3-0,Win,Home
Au Ling Fung,29395.0,TNGX,Wong King Yat,27411.0,Kowloon Cricket Club 3B,15/10/2024,Kowloon Cricket Club,4,0-3,Loss,Away
Wan Tsz Ho,28147.0,Kowloon Cricket Club 3B,Lam Chi Lok,29623.0,TNGX,15/10/2024,Kowloon Cricket Club,5,3-0,Win,Home
Lam Chi Lok,29623.0,TNGX,Wan Tsz Ho,28147.0,Kowloon Cricket Club 3B,15/10/2024,Kowloon Cricket Club,5,0-3,Loss,Away
Lau King Yat,28445.0,Hong Kong Football Club 3B,Ho Ka On,30209.0,Kowloon Cricket Club 3A,15/10/2024,Hong Kong Football Club,1,0-3,Loss,Home
Ho Ka On,30209.0,Kowloon Cricket Club 3A,Lau King Yat,28445.0,Hong Kong Football Club 3B,15/10/2024,Hong Kong Football Club,1,3-0,Win,Away
Anthony Nigel,34996.0,Hong Kong Football Club 3B,Fung Ivan Ngo Long,27214.0,Kowloon Cricket Club 3A,15/10/2024,Hong Kong Football Club,2,0-3,Loss,Home
Fung Ivan Ngo Long,27214.0,Kowloon Cricket Club 3A,Anthony Nigel,34996.0,Hong Kong Football Club 3B,15/10/2024,Hong Kong Football Club,2,3-0,Win,Away
Liu Sung Yan,32206.0,Hong Kong Football Club 3B,Lau Hok Yin Anthony,28486.0,Kowloon Cricket Club 3A,15/10/2024,Hong Kong Football Club,3,1-3,Loss,Home
Lau Hok Yin Anthony,28486.0,Kowloon Cricket Club 3A,Liu Sung Yan,32206.0,Hong Kong Football Club 3B,15/10/2024,Hong Kong Football Club,3,3-1,Win,Away
Chu Anthony Tian Ming,32767.0,Hong Kong Football Club 3B,Lai Michael Cheuk Fung,29351.0,Kowloon Cricket Club 3A,15/10/2024,Hong Kong Football Club,4,0-3,Loss,Home
Lai Michael Cheuk Fung,29351.0,Kowloon Cricket Club 3A,Chu Anthony Tian Ming,32767.0,Hong Kong Football Club 3B,15/10/2024,Hong Kong Football Club,4,3-0,Win,Away
Cassidy Cameron Michael,33733.0,Hong Kong Football Club 3B,Unknown,,Kowloon Cricket Club 3A,15/10/2024,Hong Kong Football Club,5,3-1,Win,Home
Unknown,,Kowloon Cricket Club 3A,Cassidy Cameron Michael,33733.0,Hong Kong Football Club 3B,15/10/2024,Hong Kong Football Club,5,1-3,Loss,Away
Law Harry,30309.0,NEXUS 1,Man Ray Tsz Kit,28903.0,Hong Kong Football Club 3A,15/10/2024,Cornwall Street Squash Centre,1,3-1,Win,Home
Man Ray Tsz Kit,28903.0,Hong Kong Football Club 3A,Law Harry,30309.0,NEXUS 1,15/10/2024,Cornwall Street Squash Centre,1,1-3,Loss,Away
Li Ho Hin,31810.0,NEXUS 1,Cheng Yu Ching,29524.0,Hong Kong Football Club 3A,15/10/2024,Cornwall Street Squash Centre,2,0-3,Loss,Home
