Order,Player,HKS No.,Ranking,Points,Team
1,Wu Chi Wai,24705,2,25.25,Arctic Circle
2,Choi Ming Fung,32425,40,14.57,Arctic Circle
3,Wong Wai Ling Helen,33675,50,13.38,Arctic Circle
4,Cheung Brian Sheung Yan,31242,36,15.33,Arctic Circle
5,Hong Hang Shan,33432,71,9.0,Arctic Circle
6,Choi Hiu Long,32301,56,12.33,Arctic Circle
7,Lai Ming Yau Martin,34441,64,11.4,Arctic Circle
8,Yau Tsz Hin,34947,72,8.67,Arctic Circle
1,Chow Pui Sing,23591,1,25.88,Bravo D13
2,Fu Wei,35020,0,24.0,Bravo D13
3,Zhang Ruitao,34854,18,18.38,Bravo D13
4,Kang Sen Yu,34510,0,0.0,Bravo D13
5,Pan Dan,34433,68,9.6,Bravo D13
6,Zhang Fei,34434,79,6.9,Bravo D13
7,Guo Wan Ling,34511,77,7.12,Bravo D13
8,Tong Juan,34934,81,6.0,Bravo D13
9,Yang Marcus,34933,0,0.0,Bravo D13
10,Xie Zhaona,35133,0,6.0,Bravo D13
11,Yang Xinxiao,35132,0,3.0,Bravo D13
1,Young Ki Chun,27959,26,16.5,Greenfield
2,Wong Tsz Hei,28524,26,16.5,Greenfield
3,Lai Yiu Wa,30682,23,17.73,Greenfield
4,Chan Kwok Wa,30727,13,20.14,Greenfield
5,Lam Wai,30657,49,13.5,Greenfield
6,Hui Tak Cheung,31968,43,14.33,Greenfield
7,Lau Ted Hei Yuen,25050,73,8.57,Greenfield
8,Ku Desmond Yuk Yan,24482,51,13.0,Greenfield
9,Lau Hon Chu,29636,0,14.0,Greenfield
10,Ma Chi Lok Joshua,33298,0,12.0,Greenfield
11,Wu Pat Lun Felix,34402,0,9.0,Greenfield
1,Tang Ka Yan,28720,7,21.67,M&M Squash
2,Chen Haoyuan,34849,59,12.0,M&M Squash
3,Lam Ngo Sze Osee,34354,35,15.55,M&M Squash
4,Zhou Cheng  Yuan,34850,65,11.25,M&M Squash
5,Yim Yu Tak,34851,78,6.92,M&M Squash
6,Wong Marcus,34976,61,11.75,M&M Squash
7,Wong Ho Yi,34958,85,1.67,M&M Squash
1,Sin Hoi Tung,30342,17,18.46,North District Sports Association 2
2,Lam Cheuk Yin,31194,5,22.0,North District Sports Association 2
3,Leung Yat Hei,33089,55,12.4,North District Sports Association 2
4,Lee Yui Hin,32686,52,13.0,North District Sports Association 2
5,Chan Hong Lam,34096,58,12.0,North District Sports Association 2
6,Dogra Vijendra Singh Balbirsing,33777,34,15.55,North District Sports Association 2
7,Chow Maxwell,33337,74,8.4,North District Sports Association 2
8,Tsang Man Chiu,35036,63,11.45,North District Sports Association 2
1,Chan Kwong Ching Darren,31352,0,13.5,Physical Chess 4
2,Ku Wing Gi Vingi,31355,41,14.5,Physical Chess 4
3,Yung Kerri Ka Lam,31926,38,15.0,Physical Chess 4
4,Chan One,34340,0,10.5,Physical Chess 4
5,Lai Gary Kin Yeung,26995,0,14.25,Physical Chess 4
6,Yuen Lok Hang,34671,22,17.8,Physical Chess 4
7,Liang Kanghua,34379,0,0.0,Physical Chess 4
8,Ho Wai Yan,34828,0,3.0,Physical Chess 4
9,Chan King Tsz,33973,0,13.5,Physical Chess 4
10,Lai Kid Ying,34412,0,21.0,Physical Chess 4
11,Chan Cheuk Nam,33976,82,4.5,Physical Chess 4
12,Shao Bang Jie,34380,0,18.0,Physical Chess 4
1,Chen Ricky C,34536,15,19.8,Royal Hong Kong Yacht Club Div 13
2,Tse Ray,28736,14,20.1,Royal Hong Kong Yacht Club Div 13
3,Theil Rene,27767,0,18.0,Royal Hong Kong Yacht Club Div 13
4,Clayton Iain Michael,34641,29,16.07,Royal Hong Kong Yacht Club Div 13
5,Onillon Jean-Charles,34538,0,18.0,Royal Hong Kong Yacht Club Div 13
6,Yip Benjamin,34975,25,17.1,Royal Hong Kong Yacht Club Div 13
7,Chiu Kenny Kwun Chark,34539,67,10.29,Royal Hong Kong Yacht Club Div 13
8,Leung Keith Koon Chung,34985,46,13.71,Royal Hong Kong Yacht Club Div 13
9,Zirah Pierre-Alexis Joachim,34959,44,14.14,Royal Hong Kong Yacht Club Div 13
10,Tang Gary Woon Cheung,16874,0,15.0,Royal Hong Kong Yacht Club Div 13
11,Chan Siu Yuen,32125,0,16.5,Royal Hong Kong Yacht Club Div 13
12,Ha Kong Ho Addison,34994,0,15.0,Royal Hong Kong Yacht Club Div 13
1,Yip Edmund Kin Man,29325,15,19.8,Star River 3
2,Tam Rony Kwok Ki,12029,39,14.77,Star River 3
3,Wong Bao Kwong Chi,28668,60,11.79,Star River 3
4,Wai Veronica Chi Man,27645,37,15.0,Star River 3
5,Leung Venus Wing Sze,26900,65,11.25,Star River 3
6,Keung Olive Man Yee,27182,75,7.2,Star River 3
7,Cheng Hilda Shun San,26652,84,3.27,Star River 3
8,Chiu Yee Ming,34909,0,2.0,Star River 3
1,Leung Ka Luen Wilson,28829,12,20.31,Squashathon PLZ
2,Leung Hok Sum,31309,9,21.0,Squashathon PLZ
3,Chow Ka Lun,30089,19,18.0,Squashathon PLZ
4,Goran Manojlovic,34808,0,12.0,Squashathon PLZ
5,Wong Kelvin Ka Wing,32082,42,14.4,Squashathon PLZ
6,Loo Long Hui,32648,24,17.5,Squashathon PLZ
7,Chung Wing Yin,32610,70,9.0,Squashathon PLZ
8,Ho Hok Leung,29876,83,3.6,Squashathon PLZ
9,Chan Hin Chiu,30090,76,7.2,Squashathon PLZ
10,Fung Ka Chun,31451,0,0.0,Squashathon PLZ
11,Ching Pak Hin,32198,0,12.0,Squashathon PLZ
12,Cheung Hoi Suen,29533,69,9.0,Squashathon PLZ
1,Luk Hoi Fai,33138,3,24.33,TNG 1
2,Tam Tsz Lung,33865,11,20.73,TNG 1
3,Hung Wai Chun,33832,4,22.0,TNG 1
4,Kwok Yau Yau,34169,19,18.0,TNG 1
5,Wong Pak Yiu,34167,30,16.0,TNG 1
6,Hung Wai Tung,33833,0,18.0,TNG 1
7,Wong Wing Hing,34166,32,15.86,TNG 1
8,Cheung Sky,34338,62,11.62,TNG 1
9,Bai Yuet,34086,46,13.71,TNG 1
10,Kwok To Yan,34258,48,13.64,TNG 1
1,Chung King Long Jacqueline,33463,0,23.0,TNG 2
2,Cheung Chor Yu,33859,6,21.82,TNG 2
3,Cao Yu,34274,8,21.3,TNG 2
4,Koon Long Ying,33474,10,21.0,TNG 2
5,Chiu Hau Yi,34213,0,0.0,TNG 2
6,Koon Ting Kong,33917,54,12.5,TNG 2
7,Chan Shun Ting,34127,31,15.92,TNG 2
8,Chan Hong Ting,34128,33,15.75,TNG 2
9,Lam Chun Lok,34052,80,6.55,TNG 2
1,Chen Mickey Youlin,34032,26,16.5,Vitality Squash 3
2,Chan Yik Hei,33306,21,18.0,Vitality Squash 3
3,Tsoi Cheuk Hin Kieran,33864,53,12.92,Vitality Squash 3
4,Wong Tze Tang,34144,0,3.0,Vitality Squash 3
5,Luk Argen,33968,57,12.23,Vitality Squash 3
6,Chen Marshall Youpeng,34031,45,14.0,Vitality Squash 3
7,Sun Jacob Jia-Wei,33589,0,13.5,Vitality Squash 3
8,Cheng King Leung,34180,0,0.0,Vitality Squash 3
