Player Name,HKS No.,Team,Opponent Name,Opponent HKS No.,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Wong Chi Him,28658.0,Hong Kong Cricket Club D1,Ho Samuel Ka Hei,29856.0,FWD,29/01/2026,Hong Kong Cricket Club,1,3-0,Win,Home
Ho Samuel Ka Hei,29856.0,FWD,Wong Chi Him,28658.0,Hong Kong Cricket Club D1,29/01/2026,Hong Kong Cricket Club,1,0-3,Loss,Away
Lam Harley Yat Ting,29568.0,Hong Kong Cricket Club D1,Mak Tsun Hei,31616.0,FWD,29/01/2026,Hong Kong Cricket Club,2,3-2,Win,Home
Mak Tsun Hei,31616.0,FWD,Lam Harley Yat Ting,29568.0,Hong Kong Cricket Club D1,29/01/2026,Hong Kong Cricket Club,2,2-3,Loss,Away
Sheethal Kumar Palash,33207.0,Hong Kong Cricket Club D1,Wong Long Hin Larry,32542.0,FWD,29/01/2026,Hong Kong Cricket Club,3,0-3,Loss,Home
Wong Long Hin Larry,32542.0,FWD,Sheethal Kumar Palash,33207.0,Hong Kong Cricket Club D1,29/01/2026,Hong Kong Cricket Club,3,3-0,Win,Away
Tam Tommy Tsz Shing,31712.0,Kowloon Cricket Club 1B,Tang Ming Hong,28463.0,Kowloon Cricket Club 1A,29/01/2026,Kowloon Cricket Club,1,0-3,Loss,Home
Tang Ming Hong,28463.0,Kowloon Cricket Club 1A,Tam Tommy Tsz Shing,31712.0,Kowloon Cricket Club 1B,29/01/2026,Kowloon Cricket Club,1,3-0,Win,Away
Man Tsz Wing,31426.0,Kowloon Cricket Club 1B,Chan Linclon Wui Ki,30211.0,Kowloon Cricket Club 1A,29/01/2026,Kowloon Cricket Club,2,1-3,Loss,Home
Chan Linclon Wui Ki,30211.0,Kowloon Cricket Club 1A,Man Tsz Wing,31426.0,Kowloon Cricket Club 1B,29/01/2026,Kowloon Cricket Club,2,3-1,Win,Away
Unknown,,Kowloon Cricket Club 1B,Law Yat Long,29585.0,Kowloon Cricket Club 1A,29/01/2026,Kowloon Cricket Club,3,CR,Loss,Home
Law Yat Long,29585.0,Kowloon Cricket Club 1A,Unknown,,Kowloon Cricket Club 1B,29/01/2026,Kowloon Cricket Club,3,CR,Win,Away
Leung Henry Chi Hin,28706.0,Hong Kong Football Club 1B,Lau Tsz Kwan,28722.0,Hong Kong Football Club 1A,29/01/2026,Hong Kong Football Club,1,0-3,Loss,Home
Lau Tsz Kwan,28722.0,Hong Kong Football Club 1A,Leung Henry Chi Hin,28706.0,Hong Kong Football Club 1B,29/01/2026,Hong Kong Football Club,1,3-0,Win,Away
Chung Yat Long,29836.0,Hong Kong Football Club 1B,Ling To Yu,29264.0,Hong Kong Football Club 1A,29/01/2026,Hong Kong Football Club,2,3-0,Win,Home
Ling To Yu,29264.0,Hong Kong Football Club 1A,Chung Yat Long,29836.0,Hong Kong Football Club 1B,29/01/2026,Hong Kong Football Club,2,0-3,Loss,Away
Wong Anson,30552.0,Hong Kong Football Club 1B,Ohri Ashray,35484.0,Hong Kong Football Club 1A,29/01/2026,Hong Kong Football Club,3,0-3,Loss,Home
Ohri Ashray,35484.0,Hong Kong Football Club 1A,Wong Anson,30552.0,Hong Kong Football Club 1B,29/01/2026,Hong Kong Football Club,3,3-0,Win,Away
