Player Name,HKS No.,Team,Opponent Name,Opponent HKS No.,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Unknown,,JESSICA L2 [withdrawal],Yu Hiu Ching Nicole,33381.0,Hong Kong Cricket Club L2,18/11/2025,HK Squash Centre,1,CR,Loss,Home
Yu Hiu Ching Nicole,33381.0,Hong Kong Cricket Club L2,Unknown,,JESSICA L2 [withdrawal],18/11/2025,HK Squash Centre,1,CR,Win,Away
Unknown,,JESSICA L2 [withdrawal],Cheung Tin Yui,33657.0,Hong Kong Cricket Club L2,18/11/2025,HK Squash Centre,2,CR,Loss,Home
Cheung Tin Yui,33657.0,Hong Kong Cricket Club L2,Unknown,,JESSICA L2 [withdrawal],18/11/2025,HK Squash Centre,2,CR,Win,Away
Unknown,,JESSICA L2 [withdrawal],Kwok Charmaine,32182.0,Hong Kong Cricket Club L2,18/11/2025,HK Squash Centre,3,CR,Loss,Home
Kwok Charmaine,32182.0,Hong Kong Cricket Club L2,Unknown,,JESSICA L2 [withdrawal],18/11/2025,HK Squash Centre,3,CR,Win,Away
Unknown,,JESSICA L2 [withdrawal],Li Leanne Gi Ming,27369.0,Hong Kong Cricket Club L2,18/11/2025,HK Squash Centre,4,CR,Loss,Home
Li Leanne Gi Ming,27369.0,Hong Kong Cricket Club L2,Unknown,,JESSICA L2 [withdrawal],18/11/2025,HK Squash Centre,4,CR,Win,Away
Choi Celia Uen Shan,28862.0,Hong Kong Football Club L2B,Tang Ching Sum,33280.0,Hong Kong Football Club L2A,18/11/2025,Hong Kong Football Club,1,0-3,Loss,Home
Tang Ching Sum,33280.0,Hong Kong Football Club L2A,Choi Celia Uen Shan,28862.0,Hong Kong Football Club L2B,18/11/2025,Hong Kong Football Club,1,3-0,Win,Away
Lee Ka Man Carmen,23756.0,Hong Kong Football Club L2B,Cassidy Makaela Lin,33732.0,Hong Kong Football Club L2A,18/11/2025,Hong Kong Football Club,2,3-0,Win,Home
Cassidy Makaela Lin,33732.0,Hong Kong Football Club L2A,Lee Ka Man Carmen,23756.0,Hong Kong Football Club L2B,18/11/2025,Hong Kong Football Club,2,0-3,Loss,Away
Lam Yin Tung,32973.0,Hong Kong Football Club L2B,Chiu Hau Ching,33483.0,Hong Kong Football Club L2A,18/11/2025,Hong Kong Football Club,3,1-3,Loss,Home
Chiu Hau Ching,33483.0,Hong Kong Football Club L2A,Lam Yin Tung,32973.0,Hong Kong Football Club L2B,18/11/2025,Hong Kong Football Club,3,3-1,Win,Away
Yeung Yurisa,29542.0,Hong Kong Football Club L2B,Cheung Ka Man,32480.0,Hong Kong Football Club L2A,18/11/2025,Hong Kong Football Club,4,3-0,Win,Home
Cheung Ka Man,32480.0,Hong Kong Football Club L2A,Yeung Yurisa,29542.0,Hong Kong Football Club L2B,18/11/2025,Hong Kong Football Club,4,0-3,Loss,Away
Tang Lok Yin,32958.0,Kowloon Cricket Club L2B,Lee Sum Yuet,30293.0,Kowloon Cricket Club L2A,18/11/2025,Kowloon Cricket Club,1,3-0,Win,Home
Lee Sum Yuet,30293.0,Kowloon Cricket Club L2A,Tang Lok Yin,32958.0,Kowloon Cricket Club L2B,18/11/2025,Kowloon Cricket Club,1,0-3,Loss,Away
Lau Wai Tung,31957.0,Kowloon Cricket Club L2B,Wong Suet Ling,32543.0,Kowloon Cricket Club L2A,18/11/2025,Kowloon Cricket Club,2,3-0,Win,Home
Wong Suet Ling,32543.0,Kowloon Cricket Club L2A,Lau Wai Tung,31957.0,Kowloon Cricket Club L2B,18/11/2025,Kowloon Cricket Club,2,0-3,Loss,Away
Tung Wing Yan,30551.0,Kowloon Cricket Club L2B,Chung Ka Yau,32992.0,Kowloon Cricket Club L2A,18/11/2025,Kowloon Cricket Club,3,3-0,Win,Home
Chung Ka Yau,32992.0,Kowloon Cricket Club L2A,Tung Wing Yan,30551.0,Kowloon Cricket Club L2B,18/11/2025,Kowloon Cricket Club,3,0-3,Loss,Away
Hau Venus,32176.0,Kowloon Cricket Club L2B,Li Ka Man,33285.0,Kowloon Cricket Club L2A,18/11/2025,Kowloon Cricket Club,4,3-0,Win,Home
Li Ka Man,33285.0,Kowloon Cricket Club L2A,Hau Venus,32176.0,Kowloon Cricket Club L2B,18/11/2025,Kowloon Cricket Club,4,0-3,Loss,Away
