Player Name,HKS No.,Team,Opponent Name,Opponent HKS No.,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Li Chung Him Samuel,33518.0,Craigengower Cricket Club,Hong Cheuk Yip Gary,28194.0,Bravo D10,18/11/2024,Craigengower Cricket Club,1,1-3,Loss,Home
Hong Cheuk Yip Gary,28194.0,Bravo D10,Li Chung Him Samuel,33518.0,Craigengower Cricket Club,18/11/2024,Craigengower Cricket Club,1,3-1,Win,Away
Lo Tien Yue,34181.0,Craigengower Cricket Club,Lee Hsuen Pin,34662.0,Bravo D10,18/11/2024,Craigengower Cricket Club,2,1-3,Loss,Home
Lee Hsuen Pin,34662.0,Bravo D10,Lo Tien Yue,34181.0,Craigengower Cricket Club,18/11/2024,Craigengower Cricket Club,2,3-1,Win,Away
Lam Wilson Koon Fung,25503.0,Craigengower Cricket Club,Unknown,,Bravo D10,18/11/2024,Craigengower Cricket Club,3,3-0,Win,Home
Unknown,,Bravo D10,Lam Wilson Koon Fung,25503.0,Craigengower Cricket Club,18/11/2024,Craigengower Cricket Club,3,0-3,Loss,Away
Wong Cho Kit,34640.0,Craigengower Cricket Club,Unknown,,Bravo D10,18/11/2024,Craigengower Cricket Club,4,1-3,Loss,Home
Unknown,,Bravo D10,Wong Cho Kit,34640.0,Craigengower Cricket Club,18/11/2024,Craigengower Cricket Club,4,3-1,Win,Away
So Stephanie Yuen Ting,34241.0,Craigengower Cricket Club,Unknown,,Bravo D10,18/11/2024,Craigengower Cricket Club,5,0-3,Loss,Home
Unknown,,Bravo D10,So Stephanie Yuen Ting,34241.0,Craigengower Cricket Club,18/11/2024,Craigengower Cricket Club,5,3-0,Win,Away
Wong Gary Ming Ho,29032.0,Sha Tin 4,* Wong Aaron Wan Chong,34844.0,The Hong Kong Jockey Club Div 10,18/11/2024,Cornwall Street Squash Centre,1,0-3,Loss,Home
* Wong Aaron Wan Chong,34844.0,The Hong Kong Jockey Club Div 10,Wong Gary Ming Ho,29032.0,Sha Tin 4,18/11/2024,Cornwall Street Squash Centre,1,3-0,Win,Away
Yiu Cheuk Fung,33744.0,Sha Tin 4,Ho Kwan Lun,28186.0,The Hong Kong Jockey Club Div 10,18/11/2024,Cornwall Street Squash Centre,2,3-2,Win,Home
Ho Kwan Lun,28186.0,The Hong Kong Jockey Club Div 10,Yiu Cheuk Fung,33744.0,Sha Tin 4,18/11/2024,Cornwall Street Squash Centre,2,2-3,Loss,Away
Yam Tsz Hei,34218.0,Sha Tin 4,Woo Heng Che Stephen,29998.0,The Hong Kong Jockey Club Div 10,18/11/2024,Cornwall Street Squash Centre,3,0-3,Loss,Home
Woo Heng Che Stephen,29998.0,The Hong Kong Jockey Club Div 10,Yam Tsz Hei,34218.0,Sha Tin 4,18/11/2024,Cornwall Street Squash Centre,3,3-0,Win,Away
Chau Ka Chung,31611.0,Sha Tin 4,Wong Yu San,31235.0,The Hong Kong Jockey Club Div 10,18/11/2024,Cornwall Street Squash Centre,4,0-3,Loss,Home
Wong Yu San,31235.0,The Hong Kong Jockey Club Div 10,Chau Ka Chung,31611.0,Sha Tin 4,18/11/2024,Cornwall Street Squash Centre,4,3-0,Win,Away
Unknown,,Sha Tin 4,Wong Javy Ki Ling,26016.0,The Hong Kong Jockey Club Div 10,18/11/2024,Cornwall Street Squash Centre,5,2-3,Loss,Home
Wong Javy Ki Ling,26016.0,The Hong Kong Jockey Club Div 10,Unknown,,Sha Tin 4,18/11/2024,Cornwall Street Squash Centre,5,3-2,Win,Away
Chu Lap Sun,21706.0,United Services Recreation Club 3,Swan Owen,32975.0,Banbil,18/11/2024,United Services Recreation Club,1,0-3,Loss,Home
Swan Owen,32975.0,Banbil,Chu Lap Sun,21706.0,United Services Recreation Club 3,18/11/2024,United Services Recreation Club,1,3-0,Win,Away
Leung Chi Wang Christopher,16145.0,United Services Recreation Club 3,Foo Chun Huey,32317.0,Banbil,18/11/2024,United Services Recreation Club,2,1-3,Loss,Home
Foo Chun Huey,32317.0,Banbil,Leung Chi Wang Christopher,16145.0,United Services Recreation Club 3,18/11/2024,United Services Recreation Club,2,3-1,Win,Away
Yam Ken Luen Kai,24703.0,United Services Recreation Club 3,Leow Kin Leung,33698.0,Banbil,18/11/2024,United Services Recreation Club,3,3-0,Win,Home
Leow Kin Leung,33698.0,Banbil,Yam Ken Luen Kai,24703.0,United Services Recreation Club 3,18/11/2024,United Services Recreation Club,3,0-3,Loss,Away
Mirapuri Rajesh,29742.0,United Services Recreation Club 3,Adams David,27878.0,Banbil,18/11/2024,United Services Recreation Club,4,3-0,Win,Home
Adams David,27878.0,Banbil,Mirapuri Rajesh,29742.0,United Services Recreation Club 3,18/11/2024,United Services Recreation Club,4,0-3,Loss,Away
Hui Prodipto,29872.0,United Services Recreation Club 3,Leung Wai Kwan,31027.0,Banbil,18/11/2024,United Services Recreation Club,5,3-1,Win,Home
Leung Wai Kwan,31027.0,Banbil,Hui Prodipto,29872.0,United Services Recreation Club 3,18/11/2024,United Services Recreation Club,5,1-3,Loss,Away
