Position,Name of Player,Team,Average Points,Total Game Points,Games Played,Won,Lost,Division,Win Percentage
1,Chow Pui Sing,Bravo D13,24.0,144,6,6,0,13C,1.0
2,Lau Sai Kit Ethan,i-Mask Advance Squash Club 7,22.0,132,6,4,2,13C,0.6666666666666666
3,Luk Argen,Vitality Squash 2,20.5,123,6,5,1,13C,0.8333333333333334
4,Lam Tsz Wang,i-Mask Advance Squash Club 7,19.8,99,5,4,1,13C,0.8
5,Chen Alexander Kelin,i-Mask Advance Squash Club 6,19.2,96,5,2,3,13C,0.4
6,Pong Pak Him Matthias,HKIS Div 13,18.6,93,5,2,3,13C,0.4
7,Au Pak Yin,i-Mask Advance Squash Club 6,18.0,108,6,3,3,13C,0.5
8,To Chun Yuen,Bravo D13,17.4,87,5,3,2,13C,0.6
8,Yeung Hei Lo Keiko,Smart Squash 3,17.4,87,5,3,2,13C,0.6
10,Hon Wai Lam,i-Mask Advance Squash Club 7,16.8,84,5,3,2,13C,0.6
11,Kwong Tsz Hang,Smart Squash 3,15.6,78,5,3,2,13C,0.6
12,Lam Kwong Hei,Smart Squash 3,15.6,78,5,1,4,13C,0.2
13,Chu Nathan Yian Zhe,i-Mask Advance Squash Club 6,15.5,93,6,5,1,13C,0.8333333333333334
14,Lau Sai Chak Elson,i-Mask Advance Squash Club 7,15.43,108,7,6,1,13C,0.8571428571428571
15,Wang Tristan Xiao Feng,HKIS Div 13,15.0,75,5,2,3,13C,0.4
16,Yuen Tsz Hin,Smart Squash 3,14.4,72,5,3,2,13C,0.6
17,Han William Jialun,JSA 1,13.8,69,5,3,2,13C,0.6
18,Yeung Ka Hei Kason,Smart Squash 3,10.8,54,5,3,2,13C,0.6
19,Yoo Soo Min,Vitality Squash 2,10.2,51,5,2,3,13C,0.4
20,Lin Elizabeth,HKIS Div 13,8.25,66,8,3,5,13C,0.375
,Lee Chun Yuen Aiden,NEXUS 3,27.0,54,2,2,0,13C,1.0
,Chen Mickey Youlin,Vitality Squash 2,27.0,27,1,1,0,13C,1.0
,Wong Wun Yin,NEXUS 3,27.0,27,1,1,0,13C,1.0
,Lee Nok Tin,JSA 1,26.0,78,3,3,0,13C,1.0
,Chen Yat Kuen,NEXUS 3,24.0,72,3,3,0,13C,1.0
,Li Zoe,HKIS Div 13,24.0,24,1,1,0,13C,1.0
,Lai Ming Wai Anna,NEXUS 3,24.0,24,1,1,0,13C,1.0
,Ho Chun Lok,Smart Squash 2,23.25,93,4,3,1,13C,0.75
,Ho Chun Yin,Smart Squash 2,22.5,90,4,4,0,13C,1.0
,Tsoi Cheuk Hin Kieran,Vitality Squash 2,22.5,90,4,3,1,13C,0.75
,Chum Dylan Dzongsar,HKIS Div 13,22.0,66,3,2,1,13C,0.6666666666666666
,Xie Yu Hin,NEXUS 3,21.0,21,1,1,0,13C,1.0
,Chum Daphne Gautam,HKIS Div 13,20.25,81,4,4,0,13C,1.0
,Yu Bella,i-Mask Advance Squash Club 6,20.25,81,4,3,1,13C,0.75
,Wong Darren,JSA 1,20.0,60,3,2,1,13C,0.6666666666666666
,Yau Lucas Haoxiang,Vitality Squash 2,20.0,60,3,1,2,13C,0.3333333333333333
,Li Siu Ting,Smart Squash 2,19.5,78,4,3,1,13C,0.75
