Position,Name of Player,Team,Average Points,Total Game Points,Games Played,Won,Lost,Division,Win Percentage
1,Cheng Victor Kwok Wai,Royal Hong Kong Yacht Club M3,23.5,141,6,5,1,M3,0.8333333333333334
2,Cheung Dickson Yuk Kuen,Kowloon Cricket Club M3,22.2,111,5,4,1,M3,0.8
3,Tanner Julian,Hong Kong Football Club M3B,21.0,126,6,4,2,M3,0.6666666666666666
4,Hathiramani Dinesh,Hong Kong Football Club M3A,20.5,123,6,5,1,M3,0.8333333333333334
5,Heritage Jonathan Paul,Hong Kong Cricket Club M3,20.0,120,6,6,0,M3,1.0
6,Ladharam Sunesh,Hong Kong Football Club M3A,19.5,117,6,4,2,M3,0.6666666666666666
7,Freeman Neil,Hong Kong Cricket Club M3,19.5,117,6,3,3,M3,0.5
7,Ng Adrian,Hong Kong Football Club M3A,19.5,117,6,3,3,M3,0.5
9,Grewal Harpreet,Hong Kong Cricket Club M3,19.12,153,8,5,3,M3,0.625
10,Cheng Tak Kwong,Kowloon Cricket Club M3,18.5,111,6,6,0,M3,1.0
11,Cheng Jonathan Yee Fung,Royal Hong Kong Yacht Club M3,16.5,99,6,3,3,M3,0.5
12,Mulchand Rajesh,Hong Kong Football Club M3B,16.29,114,7,5,2,M3,0.7142857142857143
13,Fu Ivan Fuk Cheong,Titlows Squash Master,15.75,126,8,1,7,M3,0.125
14,Ho Simon Man Kai,Hong Kong Football Club M3B,13.2,66,5,2,3,M3,0.4
15,Thompson John,Hong Kong Football Club M3A,13.0,78,6,5,1,M3,0.8333333333333334
16,Le Hong Quang,Royal Hong Kong Yacht Club M3,12.0,60,5,2,3,M3,0.4
17,Ting Philip Wai Man,Hong Kong Football Club M3A,11.4,57,5,3,2,M3,0.6
18,Au Ming Chung Sampson,Titlows Squash Master,11.25,90,8,1,7,M3,0.125
19,Chan Raymond Tsan Fai,Titlows Squash Master,11.0,66,6,1,5,M3,0.16666666666666666
20,Padgaonkar Ashwin,Hong Kong Football Club M3B,10.29,72,7,2,5,M3,0.2857142857142857
21,Lee Tommy Yun Wah,Titlows Squash Master,10.0,60,6,2,4,M3,0.3333333333333333
22,Tong Chi On,OSF,10.0,60,6,0,6,M3,0.0
23,So Anthony Fuk Chi,OSF,6.6,33,5,2,3,M3,0.4
24,Dan John Kai Yiu,OSF,6.0,30,5,0,5,M3,0.0
25,Yung Kai Sing,Titlows Squash Master,3.75,30,8,2,6,M3,0.25
,Au Jovi Chun Tat,Kowloon Cricket Club M3,27.0,27,1,1,0,M3,1.0
,Ho Yiu Wah Hendry,Kowloon Cricket Club M3,25.5,102,4,4,0,M3,1.0
,Li Samuel Kwok Sing,Hong Kong Football Club M3A,22.5,45,2,2,0,M3,1.0
,Waldie Jason,Hong Kong Football Club M3B,21.0,21,1,1,0,M3,1.0
,Fung Gary Fuk Ming,Kowloon Cricket Club M3,20.25,81,4,3,1,M3,0.75
,Sly Lester George,Royal Hong Kong Yacht Club M3,20.0,60,3,2,1,M3,0.6666666666666666
,Barton Jonathan,Hong Kong Football Club M3B,19.5,39,2,2,0,M3,1.0
,Poon Sunny Yat Sing,OSF,19.5,39,2,1,1,M3,0.5
,Fourcine Eric Michel,Hong Kong Cricket Club M3,18.0,54,3,3,0,M3,1.0
,Long Adrian,Hong Kong Football Club M3A,18.0,18,1,1,0,M3,1.0
,Osmund Ronnie,Kowloon Cricket Club M3,18.0,18,1,1,0,M3,1.0
,Ngo Joshua,Hong Kong Cricket Club M3,16.5,33,2,2,0,M3,1.0
