Player Name,Team,Opponent Name,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Kumar Raj,Hong Kong Cricket Club M3,Fu Ivan Fuk Cheong,Titlows Squash Team,24/10/2024,Hong Kong Cricket Club,1,3-2,Win,Home
Fu Ivan Fuk Cheong,Titlows Squash Team,Kumar Raj,Hong Kong Cricket Club M3,24/10/2024,Hong Kong Cricket Club,1,2-3,Loss,Away
Bernard Edwin,Hong Kong Cricket Club M3,Chan Raymond Tsan Fai,Titlows Squash Team,24/10/2024,Hong Kong Cricket Club,2,1-3,Loss,Home
Chan Raymond Tsan Fai,Titlows Squash Team,Bernard Edwin,Hong Kong Cricket Club M3,24/10/2024,Hong Kong Cricket Club,2,3-1,Win,Away
Dickson Robert,Hong Kong Cricket Club M3,Au Ming Chung Sampson,Titlows Squash Team,24/10/2024,Hong Kong Cricket Club,3,3-1,Win,Home
Au Ming Chung Sampson,Titlows Squash Team,Dickson Robert,Hong Kong Cricket Club M3,24/10/2024,Hong Kong Cricket Club,3,1-3,Loss,Away
Griffiths John David,Hong Kong Cricket Club M3,Lo Wai Kiu Bobby,Titlows Squash Team,24/10/2024,Hong Kong Cricket Club,4,3-1,Win,Home
Lo Wai Kiu Bobby,Titlows Squash Team,Griffiths John David,Hong Kong Cricket Club M3,24/10/2024,Hong Kong Cricket Club,4,1-3,Loss,Away
To Alva Yu Hung,Hong Kong Cricket Club M3,Yung Kai Sing,Titlows Squash Team,24/10/2024,Hong Kong Cricket Club,5,3-1,Win,Home
Yung Kai Sing,Titlows Squash Team,To Alva Yu Hung,Hong Kong Cricket Club M3,24/10/2024,Hong Kong Cricket Club,5,1-3,Loss,Away
Tanner Julian,Hong Kong Football Club M3B,Kundamal Dhiraj,Kowloon Cricket Club M3,24/10/2024,Hong Kong Football Club,1,3-0,Win,Home
Kundamal Dhiraj,Kowloon Cricket Club M3,Tanner Julian,Hong Kong Football Club M3B,24/10/2024,Hong Kong Football Club,1,0-3,Loss,Away
Padgaonkar Ashwin,Hong Kong Football Club M3B,Bachani Vinay Suresh,Kowloon Cricket Club M3,24/10/2024,Hong Kong Football Club,2,3-1,Win,Home
Bachani Vinay Suresh,Kowloon Cricket Club M3,Padgaonkar Ashwin,Hong Kong Football Club M3B,24/10/2024,Hong Kong Football Club,2,1-3,Loss,Away
Lulla Vikram,Hong Kong Football Club M3B,Choy Yuk Kwong Donnie,Kowloon Cricket Club M3,24/10/2024,Hong Kong Football Club,3,3-1,Win,Home
Choy Yuk Kwong Donnie,Kowloon Cricket Club M3,Lulla Vikram,Hong Kong Football Club M3B,24/10/2024,Hong Kong Football Club,3,1-3,Loss,Away
Schultz Nikolaj,Hong Kong Football Club M3B,Hira Ajay,Kowloon Cricket Club M3,24/10/2024,Hong Kong Football Club,4,3-0,Win,Home
Hira Ajay,Kowloon Cricket Club M3,Schultz Nikolaj,Hong Kong Football Club M3B,24/10/2024,Hong Kong Football Club,4,0-3,Loss,Away
Robinson Lee,Hong Kong Football Club M3B,Tang Raymond Wai Ming,Kowloon Cricket Club M3,24/10/2024,Hong Kong Football Club,5,3-0,Win,Home
Tang Raymond Wai Ming,Kowloon Cricket Club M3,Robinson Lee,Hong Kong Football Club M3B,24/10/2024,Hong Kong Football Club,5,0-3,Loss,Away
Bidal Jay,United Services Recreation Club M3,Ho Yiu Wah Hendry,Royal Hong Kong Yacht Club M3,24/10/2024,United Services Recreation Club,1,1-3,Loss,Home
Ho Yiu Wah Hendry,Royal Hong Kong Yacht Club M3,Bidal Jay,United Services Recreation Club M3,24/10/2024,United Services Recreation Club,1,3-1,Win,Away
Mohammad Gull Ilyas,United Services Recreation Club M3,Cheng Victor Kwok Wai,Royal Hong Kong Yacht Club M3,24/10/2024,United Services Recreation Club,2,3-2,Win,Home
Cheng Victor Kwok Wai,Royal Hong Kong Yacht Club M3,Mohammad Gull Ilyas,United Services Recreation Club M3,24/10/2024,United Services Recreation Club,2,2-3,Loss,Away
Kenny Gareth,United Services Recreation Club M3,Sly Lester George,Royal Hong Kong Yacht Club M3,24/10/2024,United Services Recreation Club,3,3-2,Win,Home
Sly Lester George,Royal Hong Kong Yacht Club M3,Kenny Gareth,United Services Recreation Club M3,24/10/2024,United Services Recreation Club,3,2-3,Loss,Away
Cheng Jonathan Yee Fung,United Services Recreation Club M3,Le Hong Quang,Royal Hong Kong Yacht Club M3,24/10/2024,United Services Recreation Club,4,3-1,Win,Home
