Position,Name of Player,Team,Average Points,Total Game Points,Games Played,Won,Lost,Division,Win Percentage
,Lee Darren Ching Him,Physical Chess 3,27.0,54,2,2,0,8A,1.0
,Chan Gabriel Emmanuel,Sha Tin 3,27.0,27,1,1,0,8A,1.0
,* Park Yongho Joshua,Ladies Recreation Club Div 8,27.0,27,1,1,0,8A,1.0
,Lam Yuen Sarm,Striving Squash,25.5,51,2,2,0,8A,1.0
,Rach Duncan Ai,Ladies Recreation Club Div 8,24.0,48,2,2,0,8A,1.0
,Chau Po Yin,TOMCAT,24.0,24,1,1,0,8A,1.0
,Lip Tsz Ho,Striving Squash,24.0,24,1,1,0,8A,1.0
,Yiu Cheuk Hei,Sha Tin 3,24.0,24,1,1,0,8A,1.0
,Poon Hing Keung,TOMCAT,21.0,63,3,2,1,8A,0.6666666666666666
,Chan Hoi Hei,Sha Tin 3,21.0,42,2,2,0,8A,1.0
,Cheung Ringo Hon Lam,Sha Tin 3,21.0,21,1,1,0,8A,1.0
,Ramachandran Arjun,Hong Kong Football Club 8,19.0,57,3,3,0,8A,1.0
,Michael Ben Lin,Ladies Recreation Club Div 8,18.0,36,2,2,0,8A,1.0
,Chu Wai Ho,Hong Kong Football Club 8,18.0,54,3,1,2,8A,0.3333333333333333
,Ng Terry Ka Ming,Squashathon Zero,18.0,18,1,1,0,8A,1.0
,Ko Vincent Tak Kwan,TOMCAT,18.0,18,1,1,0,8A,1.0
,Cho Nicholas Min-Suh,Ladies Recreation Club Div 8,18.0,18,1,1,0,8A,1.0
,Mok Ivan Tsz Pui,Physical Chess 3,18.0,18,1,1,0,8A,1.0
,Lee Hei Yu,Striving Squash,18.0,18,1,1,0,8A,1.0
,Yap Yau Kwan,Sha Tin 3,18.0,18,1,1,0,8A,1.0
,Chan Ho Yu,i-Mask Advance Squash Club 2,17.0,51,3,1,2,8A,0.3333333333333333
,Cheuk Chi Tak,Sha Tin 3,16.5,33,2,2,0,8A,1.0
,Ng Alan Chi Fung,Hong Kong Football Club 8,16.5,33,2,1,1,8A,0.5
,Kirpalani Arun,Hong Kong Football Club 8,16.0,48,3,3,0,8A,1.0
,Au Wai Lun,i-Mask Advance Squash Club 2,16.0,48,3,2,1,8A,0.6666666666666666
,Pau Andy Chun Hung,Physical Chess 3,15.0,15,1,1,0,8A,1.0
,Cheung Wai Kwong,Sha Tin 3,15.0,15,1,1,0,8A,1.0
,Tung Liam Chase Zhao Wen,Hong Kong Football Club 8,15.0,15,1,1,0,8A,1.0
,Lee Davies Man Yuen,Sha Tin 3,15.0,15,1,1,0,8A,1.0
,Tung Chun Keung Anson,Physical Chess 3,15.0,15,1,1,0,8A,1.0
,* Leung Adco,Ladies Recreation Club Div 8,15.0,15,1,0,1,8A,0.0
,Chan Hei Ching Boris,i-Mask Advance Squash Club 2,14.0,42,3,1,2,8A,0.3333333333333333
,Choe Yeda,Ladies Recreation Club Div 8,13.5,27,2,2,0,8A,1.0
,Kirpalani Shaun,Hong Kong Football Club 8,13.0,39,3,2,1,8A,0.6666666666666666
,Chan Muk Kan,Squashathon Zero,12.0,12,1,1,0,8A,1.0
,Lee Kwan Ho,Physical Chess 3,12.0,12,1,1,0,8A,1.0
,Ho Nelson Ching Lim,TOMCAT,12.0,12,1,0,1,8A,0.0
,Cheng Chun Yin,Squashathon Zero,12.0,12,1,0,1,8A,0.0
