Player Name,Team,Opponent Name,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Yip Tony Tsun Yuen,United Services Recreation Club 1,Schaefer Rishad,Hong Kong Cricket Club 3,11/03/2025,United Services Recreation Club,1,3-0,Win,Home
Schaefer Rishad,Hong Kong Cricket Club 3,Yip Tony Tsun Yuen,United Services Recreation Club 1,11/03/2025,United Services Recreation Club,1,0-3,Loss,Away
Yuen Tsz Long,United Services Recreation Club 1,Cranston Robert,Hong Kong Cricket Club 3,11/03/2025,United Services Recreation Club,2,3-2,Win,Home
Cranston Robert,Hong Kong Cricket Club 3,Yuen Tsz Long,United Services Recreation Club 1,11/03/2025,United Services Recreation Club,2,2-3,Loss,Away
Lau Hugo Hin Yue,United Services Recreation Club 1,Bruwer Frank,Hong Kong Cricket Club 3,11/03/2025,United Services Recreation Club,3,3-1,Win,Home
Bruwer Frank,Hong Kong Cricket Club 3,Lau Hugo Hin Yue,United Services Recreation Club 1,11/03/2025,United Services Recreation Club,3,1-3,Loss,Away
Pak Jethro Sek Huen,United Services Recreation Club 1,Wong Wai Chak,Hong Kong Cricket Club 3,11/03/2025,United Services Recreation Club,4,2-3,Loss,Home
Wong Wai Chak,Hong Kong Cricket Club 3,Pak Jethro Sek Huen,United Services Recreation Club 1,11/03/2025,United Services Recreation Club,4,3-2,Win,Away
Lai Chun Yip Leo,United Services Recreation Club 1,Sheethal Kumar Palash,Hong Kong Cricket Club 3,11/03/2025,United Services Recreation Club,5,1-3,Loss,Home
Sheethal Kumar Palash,Hong Kong Cricket Club 3,Lai Chun Yip Leo,United Services Recreation Club 1,11/03/2025,United Services Recreation Club,5,3-1,Win,Away
Chan Matthew Yaw Jye,Hong Kong Football Club 4B,Chu Ho Yin,Kowloon Cricket Club 4,11/03/2025,Hong Kong Football Club,1,3-0,Win,Home
Chu Ho Yin,Kowloon Cricket Club 4,Chan Matthew Yaw Jye,Hong Kong Football Club 4B,11/03/2025,Hong Kong Football Club,1,0-3,Loss,Away
Lee Tsz Long Max,Hong Kong Football Club 4B,Lai Michael Cheuk Fung,Kowloon Cricket Club 4,11/03/2025,Hong Kong Football Club,2,3-0,Win,Home
Lai Michael Cheuk Fung,Kowloon Cricket Club 4,Lee Tsz Long Max,Hong Kong Football Club 4B,11/03/2025,Hong Kong Football Club,2,0-3,Loss,Away
