Player Name,Team,Opponent Name,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Wong Chak Sum Ocean,X-Alpha 3,Chan King Hei,Kinetic 1,05/03/2025,Cornwall Street Squash Centre,1,3-0,Win,Home
Chan King Hei,Kinetic 1,Wong Chak Sum Ocean,X-Alpha 3,05/03/2025,Cornwall Street Squash Centre,1,0-3,Loss,Away
Yau Yeung,X-Alpha 3,Tam Cheuk Lun,Kinetic 1,05/03/2025,Cornwall Street Squash Centre,2,3-0,Win,Home
Tam Cheuk Lun,Kinetic 1,Yau Yeung,X-Alpha 3,05/03/2025,Cornwall Street Squash Centre,2,0-3,Loss,Away
Chan Yan Yu,X-Alpha 3,Ma Andy  Man Cheung,Kinetic 1,05/03/2025,Cornwall Street Squash Centre,3,3-2,Win,Home
Ma Andy  Man Cheung,Kinetic 1,Chan Yan Yu,X-Alpha 3,05/03/2025,Cornwall Street Squash Centre,3,2-3,Loss,Away
Fu Sai Hei,X-Alpha 3,Choi Sze Chun,Kinetic 1,05/03/2025,Cornwall Street Squash Centre,4,0-3,Loss,Home
Choi Sze Chun,Kinetic 1,Fu Sai Hei,X-Alpha 3,05/03/2025,Cornwall Street Squash Centre,4,3-0,Win,Away
Chan Yan Chau,X-Alpha 3,Unknown,Kinetic 1,05/03/2025,Cornwall Street Squash Centre,5,1-3,Loss,Home
Unknown,Kinetic 1,Chan Yan Chau,X-Alpha 3,05/03/2025,Cornwall Street Squash Centre,5,3-1,Win,Away
Wong Chi Hang Frankie,UST,Leung Ka Hei,Hong Kong Cricket Club 5,05/03/2025,Cornwall Street Squash Centre,1,3-0,Win,Home
Leung Ka Hei,Hong Kong Cricket Club 5,Wong Chi Hang Frankie,UST,05/03/2025,Cornwall Street Squash Centre,1,0-3,Loss,Away
Lee Chun Hin,UST,Hathiramani Sahil Ajit,Hong Kong Cricket Club 5,05/03/2025,Cornwall Street Squash Centre,2,1-3,Loss,Home
Hathiramani Sahil Ajit,Hong Kong Cricket Club 5,Lee Chun Hin,UST,05/03/2025,Cornwall Street Squash Centre,2,3-1,Win,Away
Chan Wan Fei,UST,Montefiore Alexander,Hong Kong Cricket Club 5,05/03/2025,Cornwall Street Squash Centre,3,3-1,Win,Home
Montefiore Alexander,Hong Kong Cricket Club 5,Chan Wan Fei,UST,05/03/2025,Cornwall Street Squash Centre,3,1-3,Loss,Away
Hung Tsz Hang,UST,Dickson Robert,Hong Kong Cricket Club 5,05/03/2025,Cornwall Street Squash Centre,4,0-3,Loss,Home
Dickson Robert,Hong Kong Cricket Club 5,Hung Tsz Hang,UST,05/03/2025,Cornwall Street Squash Centre,4,3-0,Win,Away
Au Shun Wai Wilson,UST,Wong June Limb,Hong Kong Cricket Club 5,05/03/2025,Cornwall Street Squash Centre,5,3-1,Win,Home
Wong June Limb,Hong Kong Cricket Club 5,Au Shun Wai Wilson,UST,05/03/2025,Cornwall Street Squash Centre,5,1-3,Loss,Away
Lim Marcus,Hong Kong Football Club 7A,Wong Hui Sing,The Best Group 1,05/03/2025,Hong Kong Football Club,1,0-3,Loss,Home
Wong Hui Sing,The Best Group 1,Lim Marcus,Hong Kong Football Club 7A,05/03/2025,Hong Kong Football Club,1,3-0,Win,Away
Porter Darrell Lee,Hong Kong Football Club 7A,Au Alex Ka Man,The Best Group 1,05/03/2025,Hong Kong Football Club,2,0-3,Loss,Home
Au Alex Ka Man,The Best Group 1,Porter Darrell Lee,Hong Kong Football Club 7A,05/03/2025,Hong Kong Football Club,2,3-0,Win,Away
Padgaonkar Ashwin,Hong Kong Football Club 7A,Chan Hei Wai Henry,The Best Group 1,05/03/2025,Hong Kong Football Club,3,3-1,Win,Home
Chan Hei Wai Henry,The Best Group 1,Padgaonkar Ashwin,Hong Kong Football Club 7A,05/03/2025,Hong Kong Football Club,3,1-3,Loss,Away
Ford Anthony,Hong Kong Football Club 7A,Wong Kin Tung,The Best Group 1,05/03/2025,Hong Kong Football Club,4,0-3,Loss,Home
Wong Kin Tung,The Best Group 1,Ford Anthony,Hong Kong Football Club 7A,05/03/2025,Hong Kong Football Club,4,3-0,Win,Away
Choi Angel Chung Yin,Hong Kong Football Club 7A,Wong Rames Wang Lung,The Best Group 1,05/03/2025,Hong Kong Football Club,5,2-3,Loss,Home
Wong Rames Wang Lung,The Best Group 1,Choi Angel Chung Yin,Hong Kong Football Club 7A,05/03/2025,Hong Kong Football Club,5,3-2,Win,Away
