Order,Player,HKS No.,Ranking,Points,Team
1,Li Wilson Wai Shun,24825,4,22.8,Bolton
2,Martin Timothy,26166,35,14.25,Bolton
3,Wright Martin,29202,27,15.64,Bolton
4,Gollop Stephen,26674,48,12.5,Bolton
5,Sullivan Andrew,26976,0,7.5,Bolton
6,Walsh Paul,28724,0,6.0,Bolton
7,Stark Christopher Michael,33837,68,7.8,Bolton
8,Pawlyn Ben,29225,75,6.38,Bolton
9,Somers Jonathan,35023,74,6.5,Bolton
10,Farran Andrew,33845,0,3.75,Bolton
11,Tsang Tzu Hao,35018,69,7.71,Bolton
12,Niehorster James,29617,0,0.0,Bolton
1,Brien Peter Wilhelm Hubert,31433,21,16.67,Hong Kong Club Blue
2,Cox Simon,28422,0,18.0,Hong Kong Club Blue
3,Erro Davide,30077,44,12.86,Hong Kong Club Blue
4,Lo Yue Hin,34090,45,12.86,Hong Kong Club Blue
5,Sze Morgan,30823,60,9.5,Hong Kong Club Blue
6,Blackburn Timothy Joseph,35405,56,10.67,Hong Kong Club Blue
7,Baram Derek,35016,66,8.5,Hong Kong Club Blue
8,Kracht Stefan,32955,40,13.8,Hong Kong Club Blue
9,McLennan Justin,31202,64,9.25,Hong Kong Club Blue
10,Teng Fredric,31138,33,15.0,Hong Kong Club Blue
11,Peaker Mark,28616,0,4.0,Hong Kong Club Blue
12,Rhys Benjamin,32123,0,0.0,Hong Kong Club Blue
13,Hinchcliffe Robert Bruce,2306,71,7.2,Hong Kong Club Blue
14,Kendall Charles Richard,26162,0,7.5,Hong Kong Club Blue
15,Diestel Joseph,29862,73,6.6,Hong Kong Club Blue
16,Sutch Jeremy,33574,0,0.0,Hong Kong Club Blue
17,Debnam Nicholas James,28702,0,6.0,Hong Kong Club Blue
18,Bowdern Darren Raymond,35017,0,3.0,Hong Kong Club Blue
19,O'Connell Eamonn,20383,0,0.0,Hong Kong Club Blue
20,Buttifant Barry John,8048,0,0.0,Hong Kong Club Blue
1,Poole-Wilson Michael,34983,6,22.12,Hong Kong Cricket Club M4
2,Dalpathraj Sheethal Kumar,31120,0,22.5,Hong Kong Cricket Club M4
3,Dickson Robert,30938,23,16.5,Hong Kong Cricket Club M4
4,Bernard Edwin,29927,30,15.0,Hong Kong Cricket Club M4
5,Bradbury Adrian,25380,38,13.91,Hong Kong Cricket Club M4
6,Griffiths John David,33926,63,9.33,Hong Kong Cricket Club M4
7,Mercalfe Stephen Fraser,33662,0,7.0,Hong Kong Cricket Club M4
8,Openshaw Michael,30134,0,10.5,Hong Kong Cricket Club M4
9,Zimmermann Lorenz,30184,0,0.0,Hong Kong Cricket Club M4
10,Knight Stephen,30145,0,0.0,Hong Kong Cricket Club M4
11,Koeman Arthur,22974,67,7.91,Hong Kong Cricket Club M4
12,Healy Richard,30272,0,6.75,Hong Kong Cricket Club M4
13,Vera Henry,30779,0,7.5,Hong Kong Cricket Club M4
14,Smith Robert,11930,0,0.0,Hong Kong Cricket Club M4
15,Hughes Trevor,28593,0,0.0,Hong Kong Cricket Club M4
16,O'Neill Glenn,29446,0,3.0,Hong Kong Cricket Club M4
1,Au Siu Fai,20788,5,22.2,Hong Kong Football Club M4A
2,Ford Anthony,34469,12,19.5,Hong Kong Football Club M4A
3,Chow Kar Wah,23072,11,19.6,Hong Kong Football Club M4A
4,Otero Somoza Juan Angel,33272,29,15.3,Hong Kong Football Club M4A
5,Murray David,27253,58,10.6,Hong Kong Football Club M4A
6,McAuslan Gary,25353,0,0.0,Hong Kong Football Club M4A
7,Chan Christine Yik Tat,27830,54,11.25,Hong Kong Football Club M4A
8,Chan George Yee Lee,25063,0,15.0,Hong Kong Football Club M4A
9,Ng Simon Chi Ming,6025,0,3.0,Hong Kong Football Club M4A
10,Sung Iris,22099,77,5.5,Hong Kong Football Club M4A
11,Chau Phil,32598,79,4.2,Hong Kong Football Club M4A
12,Sung Stephen,9338,0,0.0,Hong Kong Football Club M4A
13,Rickett Nicholas Grant,34503,0,0.0,Hong Kong Football Club M4A
14,Cheung Thomas,31516,0,0.0,Hong Kong Football Club M4A
15,Lam Wai Ming,5239,0,4.5,Hong Kong Football Club M4A
1,Rundle David Christopher,33718,15,18.67,Hong Kong Football Club M4B
2,Kirpalani Arun,22872,10,20.57,Hong Kong Football Club M4B
3,Chan Dave Chi Keung,29926,20,17.33,Hong Kong Football Club M4B
4,Hathiramani Sahil Ajit,33139,8,21.0,Hong Kong Football Club M4B
5,Dansanghani Rahul,32906,13,19.29,Hong Kong Football Club M4B
6,Ho Kwan Lun,28186,43,12.92,Hong Kong Football Club M4B
7,Kwan Kay Ho Kelvin,28556,52,12.0,Hong Kong Football Club M4B
8,Wong Javy Ki Ling,26016,61,9.43,Hong Kong Football Club M4B
9,Etherington David,34471,0,15.0,Hong Kong Football Club M4B
10,Putt Alasdair,34502,0,5.0,Hong Kong Football Club M4B
11,Cheng Chen Kaja,33257,76,6.0,Hong Kong Football Club M4B
12,Fong Kong Raymond,23694,0,10.5,Hong Kong Football Club M4B
13,Wan Esther,33570,0,3.0,Hong Kong Football Club M4B
14,Cheng Chung Wing Raymond,25367,0,0.0,Hong Kong Football Club M4B
15,Chan Peggy,18995,0,0.0,Hong Kong Football Club M4B
1,Sheppard Drew,26916,0,0.0,Kowloon Cricket Club M4
2,Bachani Vinay Suresh,32772,22,16.5,Kowloon Cricket Club M4
3,Detaramani Sunil,30548,16,18.6,Kowloon Cricket Club M4
4,Kundamal Dhiraj,28381,19,17.33,Kowloon Cricket Club M4
5,Samtani Rakesh,29647,18,17.4,Kowloon Cricket Club M4
6,Choy Yuk Kwong Donnie,3206,17,18.46,Kowloon Cricket Club M4
7,Brettell David,19505,37,14.14,Kowloon Cricket Club M4
8,Tsang Wai Kit Paul,23712,57,10.62,Kowloon Cricket Club M4
9,Hira Ajay,29648,0,7.5,Kowloon Cricket Club M4
10,Tang Raymond Wai Ming,25572,0,0.0,Kowloon Cricket Club M4
11,Lo Tin Yee Clement,11972,0,3.0,Kowloon Cricket Club M4
12,Vachha Shiroy,27249,80,0.0,Kowloon Cricket Club M4
13,Vachha Shiraz Jehangir,35409,0,0.0,Kowloon Cricket Club M4
14,Chow Mark Yu Cheuk,17782,0,0.0,Kowloon Cricket Club M4
1,Leung Chi Wang Christopher,16145,24,16.36,Royal Hong Kong Yacht Club M4
2,Tse Ray,28736,36,14.18,Royal Hong Kong Yacht Club M4
3,Ton Ken-Edouard,35404,0,15.0,Royal Hong Kong Yacht Club M4
4,Adams David,27878,46,12.82,Royal Hong Kong Yacht Club M4
5,Clarke Andrew,35749,0,13.0,Royal Hong Kong Yacht Club M4
6,Clayton Iain Michael,34641,65,9.0,Royal Hong Kong Yacht Club M4
7,Yip Benjamin,34975,0,10.0,Royal Hong Kong Yacht Club M4
8,Oei Chuen Shek Joseph,33696,62,9.43,Royal Hong Kong Yacht Club M4
9,Ho Wai Keung,31612,70,7.71,Royal Hong Kong Yacht Club M4
10,Ho Stephen Wing Yuen,25235,0,0.0,Royal Hong Kong Yacht Club M4
11,Lai Ming Wah,33120,0,9.0,Royal Hong Kong Yacht Club M4
12,Chiu Sai Kwong,30197,0,7.5,Royal Hong Kong Yacht Club M4
13,Chiu Kenny Kwun Chark,34539,0,3.75,Royal Hong Kong Yacht Club M4
14,Moore Andrew,26669,78,4.29,Royal Hong Kong Yacht Club M4
15,Dong Ka Chung Jacky,21062,0,7.0,Royal Hong Kong Yacht Club M4
16,Chaudhry Ali,31606,0,7.0,Royal Hong Kong Yacht Club M4
17,Tang Gary Woon Cheung,16874,0,1.0,Royal Hong Kong Yacht Club M4
18,Chui Benjamin,32813,0,0.0,Royal Hong Kong Yacht Club M4
1,Kan Ken Chun Kit,23916,1,26.5,SKCSC M4
2,Choi Kenny Wing Kin,23476,7,21.0,SKCSC M4
3,Mong Hoi Ching Norman,26529,9,20.83,SKCSC M4
4,Leung Michael Yan Por,25671,26,15.64,SKCSC M4
5,Cheung Alan Wing Lun,25168,32,15.0,SKCSC M4
6,Chan Kin Hung Kit,26668,55,11.0,SKCSC M4
7,Wong Tony Wing Tung,26395,59,10.2,SKCSC M4
8,Chui King Yat,27048,50,12.0,SKCSC M4
9,Tam Rony Kwok Ki,12029,39,13.88,SKCSC M4
10,Lai Herbert Chan Wah,27482,0,9.0,SKCSC M4
11,Siu Andrew Chung Fai,24208,0,9.0,SKCSC M4
12,Wong Ken Ka Leung,21983,0,0.0,SKCSC M4
13,Leung Patrick Pak Chiu,12880,0,0.0,SKCSC M4
14,Ling Siu Ki Brian,27484,0,0.0,SKCSC M4
15,Chiu Yee Lai,26010,0,0.0,SKCSC M4
16,Poon Lok Sang Jacky,35332,0,0.0,SKCSC M4
1,Wong Hin Chor,26793,2,24.67,United Services Recreation Club M4
2,Lai Kwok Wai Wilfred,25178,14,19.24,United Services Recreation Club M4
3,Yu Chi Keung,23608,50,12.0,United Services Recreation Club M4
4,Chu Lap Sun,21706,42,13.06,United Services Recreation Club M4
5,Yam Ken Luen Kai,24703,47,12.6,United Services Recreation Club M4
6,Mirapuri Rajesh,29742,0,0.0,United Services Recreation Club M4
7,Wong Rames Wang Lung,24280,41,13.12,United Services Recreation Club M4
8,Daigneault Christian,33667,53,11.57,United Services Recreation Club M4
9,Ku Wai Hang William,30782,0,10.5,United Services Recreation Club M4
10,Webb James,33637,0,0.0,United Services Recreation Club M4
11,Miu Peter Wah Ching,30620,0,0.0,United Services Recreation Club M4
12,Yuen Amos Wing Keung,14217,0,0.0,United Services Recreation Club M4
13,Ng Coleman Shung Ching,11000,0,3.0,United Services Recreation Club M4
14,Tilbrook Nicolas,27086,0,0.0,United Services Recreation Club M4
15,Morris Edwin,35468,0,0.0,United Services Recreation Club M4
16,Chang Nga Pui,35131,0,0.0,United Services Recreation Club M4
1,Lin Chun Wah,29885,3,23.4,WAKO
2,Yiu Sai Ngoi,29899,28,15.63,WAKO
3,Chan Chi Ming,26965,72,7.0,WAKO
4,Lai Tsz Pang,35425,34,14.81,WAKO
5,Mok Sui Kei,22983,25,15.94,WAKO
6,Chui Danny Kam Wah,14775,49,12.27,WAKO
7,Gaffney Noel Patrick,32858,30,15.0,WAKO
8,Lam Francis Fu Yuen,25420,0,0.0,WAKO
9,Luk Jackie Ching Chug,27112,0,0.0,WAKO
10,Mak Derek Kam Yuen,7883,0,6.75,WAKO
11,Ha Henry Kam Bo,19665,0,0.0,WAKO
12,Chiu Chi Shing,15157,0,5.25,WAKO
13,Deayton Heather,5505,0,0.0,WAKO
