Player Name,HKS No.,Team,Opponent Name,Opponent HKS No.,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Chung Yat Long,29836,Hong Kong Football Club 1B,Au Lap Man Rex,30742,Kowloon Cricket Club 1B,09/04/2026,Hong Kong Football Club,1,3-1,Win,Home
Au Lap Man Rex,30742,Kowloon Cricket Club 1B,Chung Yat Long,29836,Hong Kong Football Club 1B,09/04/2026,Hong Kong Football Club,1,1-3,Loss,Away
Yip Tsz Fung,28146,Hong Kong Football Club 1B,Tam Tommy Tsz Shing,31712,Kowloon Cricket Club 1B,09/04/2026,Hong Kong Football Club,2,0-3,Loss,Home
Tam Tommy Tsz Shing,31712,Kowloon Cricket Club 1B,Yip Tsz Fung,28146,Hong Kong Football Club 1B,09/04/2026,Hong Kong Football Club,2,3-0,Win,Away
Gates Stuart,32455,Hong Kong Football Club 1B,Man Tsz Wing,31426,Kowloon Cricket Club 1B,09/04/2026,Hong Kong Football Club,3,2-3,Loss,Home
Man Tsz Wing,31426,Kowloon Cricket Club 1B,Gates Stuart,32455,Hong Kong Football Club 1B,09/04/2026,Hong Kong Football Club,3,3-2,Win,Away
Tang Ming Hong,28463,Kowloon Cricket Club 1A,Wong Chi Him,28658,Hong Kong Cricket Club D1,09/04/2026,Kowloon Cricket Club,1,1-3,Loss,Home
Wong Chi Him,28658,Hong Kong Cricket Club D1,Tang Ming Hong,28463,Kowloon Cricket Club 1A,09/04/2026,Kowloon Cricket Club,1,3-1,Win,Away
Lam Matthew Shing Fung,30524,Kowloon Cricket Club 1A,To Wai Lok,30276,Hong Kong Cricket Club D1,09/04/2026,Kowloon Cricket Club,2,3-1,Win,Home
To Wai Lok,30276,Hong Kong Cricket Club D1,Lam Matthew Shing Fung,30524,Kowloon Cricket Club 1A,09/04/2026,Kowloon Cricket Club,2,1-3,Loss,Away
Wong Wing Kuen,31953,Kowloon Cricket Club 1A,Lam Harley Yat Ting,29568,Hong Kong Cricket Club D1,09/04/2026,Kowloon Cricket Club,3,1-3,Loss,Home
Lam Harley Yat Ting,29568,Hong Kong Cricket Club D1,Wong Wing Kuen,31953,Kowloon Cricket Club 1A,09/04/2026,Kowloon Cricket Club,3,3-1,Win,Away
Wong Long Hin Larry,32542,FWD,Lau Tsz Kwan,28722,Hong Kong Football Club 1A,09/04/2026,HK Squash Centre,1,0-3,Loss,Home
Lau Tsz Kwan,28722,Hong Kong Football Club 1A,Wong Long Hin Larry,32542,FWD,09/04/2026,HK Squash Centre,1,3-0,Win,Away
Cheung Ka Yau,30944,FWD,Ling To Yu,29264,Hong Kong Football Club 1A,09/04/2026,HK Squash Centre,2,0-3,Loss,Home
Ling To Yu,29264,Hong Kong Football Club 1A,Cheung Ka Yau,30944,FWD,09/04/2026,HK Squash Centre,2,3-0,Win,Away
Wong Joe Wai Chung,19907,FWD,Low Mark Chun Kit,33935,Hong Kong Football Club 1A,09/04/2026,HK Squash Centre,3,1-3,Loss,Home
Low Mark Chun Kit,33935,Hong Kong Football Club 1A,Wong Joe Wai Chung,19907,FWD,09/04/2026,HK Squash Centre,3,3-1,Win,Away
