Player Name,HKS No.,Team,Opponent Name,Opponent HKS No.,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Tsoi Cheuk Hin Kieran,33864.0,Vitality Squash 2,Chow Pui Sing,23591.0,Bravo D13,21/11/2025,HK Squash Centre,1,2-3,Loss,Home
Chow Pui Sing,23591.0,Bravo D13,Tsoi Cheuk Hin Kieran,33864.0,Vitality Squash 2,21/11/2025,HK Squash Centre,1,3-2,Win,Away
Yau Lucas Haoxiang,33870.0,Vitality Squash 2,To Chun Yuen,35490.0,Bravo D13,21/11/2025,HK Squash Centre,2,0-3,Loss,Home
To Chun Yuen,35490.0,Bravo D13,Yau Lucas Haoxiang,33870.0,Vitality Squash 2,21/11/2025,HK Squash Centre,2,3-0,Win,Away
Luk Argen,33968.0,Vitality Squash 2,Zhang Fei,34434.0,Bravo D13,21/11/2025,HK Squash Centre,3,0-3,Loss,Home
Zhang Fei,34434.0,Bravo D13,Luk Argen,33968.0,Vitality Squash 2,21/11/2025,HK Squash Centre,3,3-0,Win,Away
Cheng King Leung,34180.0,Vitality Squash 2,Unknown,,Bravo D13,21/11/2025,HK Squash Centre,4,CR,Win,Home
Unknown,,Bravo D13,Cheng King Leung,34180.0,Vitality Squash 2,21/11/2025,HK Squash Centre,4,CR,Loss,Away
Yoo Soo Min,35390.0,Vitality Squash 2,Unknown,,Bravo D13,21/11/2025,HK Squash Centre,5,CR,Win,Home
Unknown,,Bravo D13,Yoo Soo Min,35390.0,Vitality Squash 2,21/11/2025,HK Squash Centre,5,CR,Loss,Away
Lee Chun Yuen Aiden,34263.0,NEXUS 3,Chan Cedric,34738.0,Smart Squash 3,21/11/2025,Cornwall Street Squash Centre,1,3-0,Win,Home
Chan Cedric,34738.0,Smart Squash 3,Lee Chun Yuen Aiden,34263.0,NEXUS 3,21/11/2025,Cornwall Street Squash Centre,1,0-3,Loss,Away
Chen Yat Kuen,34116.0,NEXUS 3,Man Yu Ching,33953.0,Smart Squash 3,21/11/2025,Cornwall Street Squash Centre,2,3-0,Win,Home
Man Yu Ching,33953.0,Smart Squash 3,Chen Yat Kuen,34116.0,NEXUS 3,21/11/2025,Cornwall Street Squash Centre,2,0-3,Loss,Away
Yuen Tsz Tang,35013.0,NEXUS 3,Yeung Hei Lo Keiko,35075.0,Smart Squash 3,21/11/2025,Cornwall Street Squash Centre,3,3-0,Win,Home
Yeung Hei Lo Keiko,35075.0,Smart Squash 3,Yuen Tsz Tang,35013.0,NEXUS 3,21/11/2025,Cornwall Street Squash Centre,3,0-3,Loss,Away
Wong Tsz Long,34131.0,NEXUS 3,Kwong Tsz Hang,35065.0,Smart Squash 3,21/11/2025,Cornwall Street Squash Centre,4,3-1,Win,Home
Kwong Tsz Hang,35065.0,Smart Squash 3,Wong Tsz Long,34131.0,NEXUS 3,21/11/2025,Cornwall Street Squash Centre,4,1-3,Loss,Away
Unknown,,NEXUS 3,Tam Ki Fung,34858.0,Smart Squash 3,21/11/2025,Cornwall Street Squash Centre,5,CR,Loss,Home
Tam Ki Fung,34858.0,Smart Squash 3,Unknown,,NEXUS 3,21/11/2025,Cornwall Street Squash Centre,5,CR,Win,Away
Pong Pak Him Matthias,34303.0,HKIS Div 13,Lee Nok Tin,34214.0,JSA 1,21/11/2025,HK Squash Centre,1,0-3,Loss,Home
Lee Nok Tin,34214.0,JSA 1,Pong Pak Him Matthias,34303.0,HKIS Div 13,21/11/2025,HK Squash Centre,1,3-0,Win,Away
Wang Tristan Xiao Feng,34207.0,HKIS Div 13,Tsang Chi Him,34370.0,JSA 1,21/11/2025,HK Squash Centre,2,1-3,Loss,Home
Tsang Chi Him,34370.0,JSA 1,Wang Tristan Xiao Feng,34207.0,HKIS Div 13,21/11/2025,HK Squash Centre,2,3-1,Win,Away
Chum Daphne Gautam,34119.0,HKIS Div 13,Cheung Aiden hayden,34903.0,JSA 1,21/11/2025,HK Squash Centre,3,3-0,Win,Home
Cheung Aiden hayden,34903.0,JSA 1,Chum Daphne Gautam,34119.0,HKIS Div 13,21/11/2025,HK Squash Centre,3,0-3,Loss,Away
Zhang Ting Xuan,34016.0,HKIS Div 13,Han William Jialun,35178.0,JSA 1,21/11/2025,HK Squash Centre,4,3-0,Win,Home
Han William Jialun,35178.0,JSA 1,Zhang Ting Xuan,34016.0,HKIS Div 13,21/11/2025,HK Squash Centre,4,0-3,Loss,Away
Lin Elizabeth,35426.0,HKIS Div 13,To Lut Ting,34602.0,JSA 1,21/11/2025,HK Squash Centre,5,0-3,Loss,Home
