Player Name,HKS No.,Team,Opponent Name,Opponent HKS No.,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Bachani Vinay Suresh,32772,Kowloon Cricket Club M4,Poole-Wilson Michael,34983,Hong Kong Cricket Club M4,20/11/2025,Kowloon Cricket Club,1,0-3,Loss,Home
Poole-Wilson Michael,34983,Hong Kong Cricket Club M4,Bachani Vinay Suresh,32772,Kowloon Cricket Club M4,20/11/2025,Kowloon Cricket Club,1,3-0,Win,Away
Choy Yuk Kwong Donnie,3206,Kowloon Cricket Club M4,Bernard Edwin,29927,Hong Kong Cricket Club M4,20/11/2025,Kowloon Cricket Club,2,3-0,Win,Home
Bernard Edwin,29927,Hong Kong Cricket Club M4,Choy Yuk Kwong Donnie,3206,Kowloon Cricket Club M4,20/11/2025,Kowloon Cricket Club,2,0-3,Loss,Away
Brettell David,19505,Kowloon Cricket Club M4,Bradbury Adrian,25380,Hong Kong Cricket Club M4,20/11/2025,Kowloon Cricket Club,3,2-3,Loss,Home
Bradbury Adrian,25380,Hong Kong Cricket Club M4,Brettell David,19505,Kowloon Cricket Club M4,20/11/2025,Kowloon Cricket Club,3,3-2,Win,Away
Tsang Wai Kit Paul,23712,Kowloon Cricket Club M4,Healy Richard,30272,Hong Kong Cricket Club M4,20/11/2025,Kowloon Cricket Club,4,3-0,Win,Home
Healy Richard,30272,Hong Kong Cricket Club M4,Tsang Wai Kit Paul,23712,Kowloon Cricket Club M4,20/11/2025,Kowloon Cricket Club,4,0-3,Loss,Away
Vachha Shiroy,27249,Kowloon Cricket Club M4,Vera Henry,30779,Hong Kong Cricket Club M4,20/11/2025,Kowloon Cricket Club,5,0-3,Loss,Home
Vera Henry,30779,Hong Kong Cricket Club M4,Vachha Shiroy,27249,Kowloon Cricket Club M4,20/11/2025,Kowloon Cricket Club,5,3-0,Win,Away
Yiu Sai Ngoi,29899,WAKO,Rundle David Christopher,33718,Hong Kong Football Club M4B,20/11/2025,Masters - Harbour Road Sports Centre,1,3-1,Win,Home
Rundle David Christopher,33718,Hong Kong Football Club M4B,Yiu Sai Ngoi,29899,WAKO,20/11/2025,Masters - Harbour Road Sports Centre,1,1-3,Loss,Away
Chan Chi Ming,26965,WAKO,Kirpalani Arun,22872,Hong Kong Football Club M4B,20/11/2025,Masters - Harbour Road Sports Centre,2,0-3,Loss,Home
Kirpalani Arun,22872,Hong Kong Football Club M4B,Chan Chi Ming,26965,WAKO,20/11/2025,Masters - Harbour Road Sports Centre,2,3-0,Win,Away
Lai Tsz Pang,35425,WAKO,Dansanghani Rahul,32906,Hong Kong Football Club M4B,20/11/2025,Masters - Harbour Road Sports Centre,3,0-3,Loss,Home
Dansanghani Rahul,32906,Hong Kong Football Club M4B,Lai Tsz Pang,35425,WAKO,20/11/2025,Masters - Harbour Road Sports Centre,3,3-0,Win,Away
Chui Danny Kam Wah,14775,WAKO,Ho Kwan Lun,28186,Hong Kong Football Club M4B,20/11/2025,Masters - Harbour Road Sports Centre,4,0-3,Loss,Home
Ho Kwan Lun,28186,Hong Kong Football Club M4B,Chui Danny Kam Wah,14775,WAKO,20/11/2025,Masters - Harbour Road Sports Centre,4,3-0,Win,Away
Mak Derek Kam Yuen,7883,WAKO,Cheng Chen Kaja,33257,Hong Kong Football Club M4B,20/11/2025,Masters - Harbour Road Sports Centre,5,3-2,Win,Home
Cheng Chen Kaja,33257,Hong Kong Football Club M4B,Mak Derek Kam Yuen,7883,WAKO,20/11/2025,Masters - Harbour Road Sports Centre,5,2-3,Loss,Away
Leung Chi Wang Christopher,16145,Royal Hong Kong Yacht Club M4,Brien Peter Wilhelm Hubert,31433,Hong Kong Club Blue,20/11/2025,Royal Hong Kong Yacht Club,1,3-2,Win,Home
Brien Peter Wilhelm Hubert,31433,Hong Kong Club Blue,Leung Chi Wang Christopher,16145,Royal Hong Kong Yacht Club M4,20/11/2025,Royal Hong Kong Yacht Club,1,2-3,Loss,Away
Ton Ken-Edouard,35404,Royal Hong Kong Yacht Club M4,Erro Davide,30077,Hong Kong Club Blue,20/11/2025,Royal Hong Kong Yacht Club,2,3-0,Win,Home
Erro Davide,30077,Hong Kong Club Blue,Ton Ken-Edouard,35404,Royal Hong Kong Yacht Club M4,20/11/2025,Royal Hong Kong Yacht Club,2,0-3,Loss,Away
Adams David,27878,Royal Hong Kong Yacht Club M4,Blackburn Timothy Joseph,35405,Hong Kong Club Blue,20/11/2025,Royal Hong Kong Yacht Club,3,3-2,Win,Home
Blackburn Timothy Joseph,35405,Hong Kong Club Blue,Adams David,27878,Royal Hong Kong Yacht Club M4,20/11/2025,Royal Hong Kong Yacht Club,3,2-3,Loss,Away
Ho Wai Keung,31612,Royal Hong Kong Yacht Club M4,Kracht Stefan,32955,Hong Kong Club Blue,20/11/2025,Royal Hong Kong Yacht Club,4,0-3,Loss,Home
Kracht Stefan,32955,Hong Kong Club Blue,Ho Wai Keung,31612,Royal Hong Kong Yacht Club M4,20/11/2025,Royal Hong Kong Yacht Club,4,3-0,Win,Away
Moore Andrew,26669,Royal Hong Kong Yacht Club M4,McLennan Justin,31202,Hong Kong Club Blue,20/11/2025,Royal Hong Kong Yacht Club,5,2-3,Loss,Home
McLennan Justin,31202,Hong Kong Club Blue,Moore Andrew,26669,Royal Hong Kong Yacht Club M4,20/11/2025,Royal Hong Kong Yacht Club,5,3-2,Win,Away
Au Siu Fai,20788,Hong Kong Football Club M4A,Kan Ken Chun Kit,23916,SKCSC M4,20/11/2025,Hong Kong Football Club,1,1-3,Loss,Home
Kan Ken Chun Kit,23916,SKCSC M4,Au Siu Fai,20788,Hong Kong Football Club M4A,20/11/2025,Hong Kong Football Club,1,3-1,Win,Away
Chow Kar Wah,23072,Hong Kong Football Club M4A,Choi Kenny Wing Kin,23476,SKCSC M4,20/11/2025,Hong Kong Football Club,2,3-1,Win,Home
Choi Kenny Wing Kin,23476,SKCSC M4,Chow Kar Wah,23072,Hong Kong Football Club M4A,20/11/2025,Hong Kong Football Club,2,1-3,Loss,Away
Ford Anthony,34469,Hong Kong Football Club M4A,Mong Hoi Ching Norman,26529,SKCSC M4,20/11/2025,Hong Kong Football Club,3,2-3,Loss,Home
Mong Hoi Ching Norman,26529,SKCSC M4,Ford Anthony,34469,Hong Kong Football Club M4A,20/11/2025,Hong Kong Football Club,3,3-2,Win,Away
Otero Somoza Juan Angel,33272,Hong Kong Football Club M4A,Leung Michael Yan Por,25671,SKCSC M4,20/11/2025,Hong Kong Football Club,4,3-2,Win,Home
Leung Michael Yan Por,25671,SKCSC M4,Otero Somoza Juan Angel,33272,Hong Kong Football Club M4A,20/11/2025,Hong Kong Football Club,4,2-3,Loss,Away
Chan Christine Yik Tat,27830,Hong Kong Football Club M4A,Chui King Yat,27048,SKCSC M4,20/11/2025,Hong Kong Football Club,5,3-0,Win,Home
Chui King Yat,27048,SKCSC M4,Chan Christine Yik Tat,27830,Hong Kong Football Club M4A,20/11/2025,Hong Kong Football Club,5,0-3,Loss,Away
Wong Hin Chor,26793,United Services Recreation Club M4,Li Wilson Wai Shun,24825,Bolton,20/11/2025,United Services Recreation Club,1,3-1,Win,Home
Li Wilson Wai Shun,24825,Bolton,Wong Hin Chor,26793,United Services Recreation Club M4,20/11/2025,United Services Recreation Club,1,1-3,Loss,Away
Lai Kwok Wai Wilfred,25178,United Services Recreation Club M4,Wright Martin,29202,Bolton,20/11/2025,United Services Recreation Club,2,3-0,Win,Home
Wright Martin,29202,Bolton,Lai Kwok Wai Wilfred,25178,United Services Recreation Club M4,20/11/2025,United Services Recreation Club,2,0-3,Loss,Away
Yu Chi Keung,23608,United Services Recreation Club M4,Gollop Stephen,26674,Bolton,20/11/2025,United Services Recreation Club,3,3-0,Win,Home
Gollop Stephen,26674,Bolton,Yu Chi Keung,23608,United Services Recreation Club M4,20/11/2025,United Services Recreation Club,3,0-3,Loss,Away
Chu Lap Sun,21706,United Services Recreation Club M4,Stark Christopher Michael,33837,Bolton,20/11/2025,United Services Recreation Club,4,3-1,Win,Home
Stark Christopher Michael,33837,Bolton,Chu Lap Sun,21706,United Services Recreation Club M4,20/11/2025,United Services Recreation Club,4,1-3,Loss,Away
Wong Rames Wang Lung,24280,United Services Recreation Club M4,Somers Jonathan,35023,Bolton,20/11/2025,United Services Recreation Club,5,3-1,Win,Home
Somers Jonathan,35023,Bolton,Wong Rames Wang Lung,24280,United Services Recreation Club M4,20/11/2025,United Services Recreation Club,5,1-3,Loss,Away
