Player Name,Team,Opponent Name,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Chen Ricky C,Royal Hong Kong Yacht Club M4,Chan Kin Hung Kit,SKCSC,21/11/2024,Royal Hong Kong Yacht Club,1,2-3,Loss,Home
Chan Kin Hung Kit,SKCSC,Chen Ricky C,Royal Hong Kong Yacht Club M4,21/11/2024,Royal Hong Kong Yacht Club,1,3-2,Win,Away
Tse Ray,Royal Hong Kong Yacht Club M4,Leung Michael Yan Por,SKCSC,21/11/2024,Royal Hong Kong Yacht Club,2,2-3,Loss,Home
Leung Michael Yan Por,SKCSC,Tse Ray,Royal Hong Kong Yacht Club M4,21/11/2024,Royal Hong Kong Yacht Club,2,3-2,Win,Away
Ho Stephen Wing Yuen,Royal Hong Kong Yacht Club M4,Wong Tony Wing Tung,SKCSC,21/11/2024,Royal Hong Kong Yacht Club,3,1-3,Loss,Home
Wong Tony Wing Tung,SKCSC,Ho Stephen Wing Yuen,Royal Hong Kong Yacht Club M4,21/11/2024,Royal Hong Kong Yacht Club,3,3-1,Win,Away
Oei Chuen Shek Joseph,Royal Hong Kong Yacht Club M4,Chui King Yat,SKCSC,21/11/2024,Royal Hong Kong Yacht Club,4,3-1,Win,Home
Chui King Yat,SKCSC,Oei Chuen Shek Joseph,Royal Hong Kong Yacht Club M4,21/11/2024,Royal Hong Kong Yacht Club,4,1-3,Loss,Away
Lai Ming Wah,Royal Hong Kong Yacht Club M4,Lai Herbert Chan Wah,SKCSC,21/11/2024,Royal Hong Kong Yacht Club,5,3-1,Win,Home
Lai Herbert Chan Wah,SKCSC,Lai Ming Wah,Royal Hong Kong Yacht Club M4,21/11/2024,Royal Hong Kong Yacht Club,5,1-3,Loss,Away
Wright Martin,Bolton,Brien Peter Wilhelm Hubert,Hong Kong Club Blue,21/11/2024,Masters - HK Squash Centre,1,2-3,Loss,Home
Brien Peter Wilhelm Hubert,Hong Kong Club Blue,Wright Martin,Bolton,21/11/2024,Masters - HK Squash Centre,1,3-2,Win,Away
Gollop Stephen,Bolton,Baram Derek,Hong Kong Club Blue,21/11/2024,Masters - HK Squash Centre,2,3-0,Win,Home
Baram Derek,Hong Kong Club Blue,Gollop Stephen,Bolton,21/11/2024,Masters - HK Squash Centre,2,0-3,Loss,Away
Healy Richard,Bolton,Hinchcliffe Robert Bruce,Hong Kong Club Blue,21/11/2024,Masters - HK Squash Centre,3,3-1,Win,Home
Hinchcliffe Robert Bruce,Hong Kong Club Blue,Healy Richard,Bolton,21/11/2024,Masters - HK Squash Centre,3,1-3,Loss,Away
Tsang Tzu Hao,Bolton,Kendall Charles Richard,Hong Kong Club Blue,21/11/2024,Masters - HK Squash Centre,4,0-3,Loss,Home
Kendall Charles Richard,Hong Kong Club Blue,Tsang Tzu Hao,Bolton,21/11/2024,Masters - HK Squash Centre,4,3-0,Win,Away
Farran Andrew,Bolton,Bowdern Darren Raymond,Hong Kong Club Blue,21/11/2024,Masters - HK Squash Centre,5,0-3,Loss,Home
Bowdern Darren Raymond,Hong Kong Club Blue,Farran Andrew,Bolton,21/11/2024,Masters - HK Squash Centre,5,3-0,Win,Away
Tong Chi On,United Services Recreation Club M4,Chan Chi Ming,WAKO,21/11/2024,United Services Recreation Club,1,3-0,Win,Home
Chan Chi Ming,WAKO,Tong Chi On,United Services Recreation Club M4,21/11/2024,United Services Recreation Club,1,0-3,Loss,Away
Chu Lap Sun,United Services Recreation Club M4,Yiu Sai Ngoi,WAKO,21/11/2024,United Services Recreation Club,2,2-3,Loss,Home
Yiu Sai Ngoi,WAKO,Chu Lap Sun,United Services Recreation Club M4,21/11/2024,United Services Recreation Club,2,3-2,Win,Away
Yam Ken Luen Kai,United Services Recreation Club M4,Mak Derek Kam Yuen,WAKO,21/11/2024,United Services Recreation Club,3,3-0,Win,Home
Mak Derek Kam Yuen,WAKO,Yam Ken Luen Kai,United Services Recreation Club M4,21/11/2024,United Services Recreation Club,3,0-3,Loss,Away
Leung Chi Wang Christopher,United Services Recreation Club M4,Ha Henry Kam Bo,WAKO,21/11/2024,United Services Recreation Club,4,3-0,Win,Home
Ha Henry Kam Bo,WAKO,Leung Chi Wang Christopher,United Services Recreation Club M4,21/11/2024,United Services Recreation Club,4,0-3,Loss,Away
Ku Wai Hang William,United Services Recreation Club M4,Chiu Chi Shing,WAKO,21/11/2024,United Services Recreation Club,5,3-0,Win,Home
Chiu Chi Shing,WAKO,Ku Wai Hang William,United Services Recreation Club M4,21/11/2024,United Services Recreation Club,5,0-3,Loss,Away
