Player Name,HKS No.,Team,Opponent Name,Opponent HKS No.,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Ho Tomato Tze Lok,28466,Hong Kong Football Club L1,Tse Toby Yee Lam,31163,JESSICA L1,20/02/2025,Hong Kong Football Club,1,3-1,Win,Home
Tse Toby Yee Lam,31163,JESSICA L1,Ho Tomato Tze Lok,28466,Hong Kong Football Club L1,20/02/2025,Hong Kong Football Club,1,1-3,Loss,Away
Fung Ching Hei,30881,Hong Kong Football Club L1,Tang Helen,32404,JESSICA L1,20/02/2025,Hong Kong Football Club,2,3-0,Win,Home
Tang Helen,32404,JESSICA L1,Fung Ching Hei,30881,Hong Kong Football Club L1,20/02/2025,Hong Kong Football Club,2,0-3,Loss,Away
Tam Cho Nga Mariko,31335,Hong Kong Football Club L1,Chung Yee Ling Elaine,32184,JESSICA L1,20/02/2025,Hong Kong Football Club,3,1-3,Loss,Home
Chung Yee Ling Elaine,32184,JESSICA L1,Tam Cho Nga Mariko,31335,Hong Kong Football Club L1,20/02/2025,Hong Kong Football Club,3,3-1,Win,Away
Tong Tsz Wing,27291,Kowloon Cricket Club L1B,Wong Kirstie Po Yui,30423,Hong Kong Cricket Club L1,20/02/2025,Kowloon Cricket Club,1,3-0,Win,Home
Wong Kirstie Po Yui,30423,Hong Kong Cricket Club L1,Tong Tsz Wing,27291,Kowloon Cricket Club L1B,20/02/2025,Kowloon Cricket Club,1,0-3,Loss,Away
Cheung Tsz Ching,32309,Kowloon Cricket Club L1B,Wai Sze Wing,31176,Hong Kong Cricket Club L1,20/02/2025,Kowloon Cricket Club,2,3-0,Win,Home
Wai Sze Wing,31176,Hong Kong Cricket Club L1,Cheung Tsz Ching,32309,Kowloon Cricket Club L1B,20/02/2025,Kowloon Cricket Club,2,0-3,Loss,Away
Cheng Pik Ching,31149,Kowloon Cricket Club L1B,Lo Pui Yin Chloe,32618,Hong Kong Cricket Club L1,20/02/2025,Kowloon Cricket Club,3,3-2,Win,Home
Lo Pui Yin Chloe,32618,Hong Kong Cricket Club L1,Cheng Pik Ching,31149,Kowloon Cricket Club L1B,20/02/2025,Kowloon Cricket Club,3,2-3,Loss,Away
