Position,Name of Player,Team,Average Points,Total Game Points,Games Played,Won,Lost,Division,Win Percentage
1,Chan Gabriel Emmanuel,Sha Tin 3,26.4,264,10,10,0,8A,1.0
2,Chau Po Yin,TOMCAT,24.0,216,9,7,2,8A,0.7777777777777778
3,Chan Martin Lok Yin,i-Mask Advance Squash Club 2,23.57,165,7,7,0,8A,1.0
4,Chow Tat Keung,i-Mask Advance Squash Club 2,21.0,252,12,7,5,8A,0.5833333333333334
5,Yung Lok,i-Mask Advance Squash Club 2,21.0,126,6,6,0,8A,1.0
6,Cheuk Chi Tak,Sha Tin 3,19.5,195,10,9,1,8A,0.9
7,Lip Tsz Ho,Sha Tin 3,19.33,174,9,6,3,8A,0.6666666666666666
8,Cheng Chun Yin,Squashathon Zero,18.9,189,10,9,1,8A,0.9
9,Howe Cheuk Wing Neil,Squashathon Zero,18.6,186,10,5,5,8A,0.5
10,Mok Ivan Tsz Pui,Physical Chess 3,17.57,123,7,3,4,8A,0.42857142857142855
11,Poon Hing Keung,TOMCAT,17.54,228,13,7,6,8A,0.5384615384615384
12,Lau Justin Kai Tung,Squashathon Zero,17.5,105,6,5,1,8A,0.8333333333333334
13,Cheung Wan Lee,Physical Chess 3,17.0,102,6,4,2,8A,0.6666666666666666
14,Chan Yin Fung,Sha Tin 3,16.33,147,9,8,1,8A,0.8888888888888888
15,Ng Terry Ka Ming,Squashathon Zero,16.0,192,12,5,7,8A,0.4166666666666667
15,Ling Yau Hang,Kinetic 2,16.0,192,12,5,7,8A,0.4166666666666667
17,Ho Miu Sze,i-Mask Advance Squash Club 2,15.55,171,11,10,1,8A,0.9090909090909091
18,Leung Sek Ho Kelvin,Physical Chess 3,15.0,75,5,1,4,8A,0.2
19,Tam Wing Tung,Kinetic 2,14.45,159,11,8,3,8A,0.7272727272727273
20,Chan Ching Long,Kinetic 2,14.45,159,11,2,9,8A,0.18181818181818182
21,Tung Chun Keung Anson,Physical Chess 3,14.4,144,10,5,5,8A,0.5
22,Yiu Sai Ngoi,LONGVIEW,14.25,171,12,1,11,8A,0.08333333333333333
23,Cheung Wai Kwong,Sha Tin 3,14.18,156,11,7,4,8A,0.6363636363636364
24,Ho Nelson Ching Lim,TOMCAT,13.88,111,8,3,5,8A,0.375
25,Wong Tsz Wang Clayton,Squashathon Zero,13.67,123,9,8,1,8A,0.8888888888888888
26,Ho Wai Kit Simon,i-Mask Advance Squash Club 2,13.64,150,11,6,5,8A,0.5454545454545454
27,Leong Chin Han,Physical Chess 3,12.33,111,9,6,3,8A,0.6666666666666666
28,Shu Bong Tai,Physical Chess 3,11.5,69,6,3,3,8A,0.5
29,Ko Vincent Tak Kwan,TOMCAT,11.25,90,8,3,5,8A,0.375
30,Law Tsz Long,Kinetic 2,11.14,78,7,3,4,8A,0.42857142857142855
31,Ho Michelle Pak Wai,Squashathon Zero,10.8,54,5,3,2,8A,0.6
32,Chui Danny Kam Wah,LONGVIEW,10.71,75,7,1,6,8A,0.14285714285714285
33,Li Ivan Chun Wing,LONGVIEW,10.5,63,6,1,5,8A,0.16666666666666666
34,Ng Cheuk Hin,Physical Chess 3,9.5,57,6,3,3,8A,0.5
35,Li Ka Kit,Sha Tin 3,9.0,72,8,3,5,8A,0.375
36,Gaffney Noel Patrick,LONGVIEW,8.0,48,6,0,6,8A,0.0
37,Huen Sze Chit,Kinetic 2,7.8,39,5,2,3,8A,0.4
38,Lam Alan Wing Lun,TOMCAT,7.09,78,11,4,7,8A,0.36363636363636365
39,Lee Davies Man Yuen,Sha Tin 3,6.6,33,5,1,4,8A,0.2
40,Yip Pui Yan,Kinetic 2,4.88,39,8,2,6,8A,0.25
41,Tang Ping Wai William,TOMCAT,4.5,27,6,0,6,8A,0.0
42,Tang Chi On,TOMCAT,3.67,33,9,2,7,8A,0.2222222222222222
43,Chung Chun Ho,LONGVIEW,3.38,27,8,0,8,8A,0.0
,Cheong Wan Seng,Physical Chess 3,21.75,87,4,3,1,8A,0.75
,Wong Chun To,Squashathon Zero,21.0,21,1,1,0,8A,1.0
,Lo Ching Yin,Kinetic 2,18.0,54,3,1,2,8A,0.3333333333333333
,Ng Shing Hin,Physical Chess 3,17.25,69,4,3,1,8A,0.75
,Tam Yat Yin,Kinetic 2,15.0,30,2,2,0,8A,1.0
,Li Bing Hei,Physical Chess 3,15.0,30,2,2,0,8A,1.0
,Tsui Chi Hung,i-Mask Advance Squash Club 2,15.0,15,1,1,0,8A,1.0
,Lee Wai Hang,LONGVIEW,15.0,15,1,1,0,8A,1.0
,Yip Hoi Yiu,i-Mask Advance Squash Club 2,15.0,15,1,1,0,8A,1.0
,Chang Ka Hei,Sha Tin 3,15.0,15,1,1,0,8A,1.0
,Lam Tsz Ching,i-Mask Advance Squash Club 2,15.0,15,1,1,0,8A,1.0
,Yuen Lok Hang,Physical Chess 3,15.0,15,1,1,0,8A,1.0
,Low Harold Yiu Keung,Kinetic 2,15.0,15,1,1,0,8A,1.0
,Chan Muk Kan,Squashathon Zero,13.5,54,4,3,1,8A,0.75
,Shea Chi Hang,Kinetic 2,13.5,54,4,1,3,8A,0.25
,Yam Tsz Hei,Sha Tin 3,12.0,24,2,2,0,8A,1.0
,Lai Chun Sing,Squashathon Zero,11.25,45,4,3,1,8A,0.75
,Wong Kelvin Ka Wing,LONGVIEW,10.5,21,2,1,1,8A,0.5
,Chow Siu Yin Wilson,Squashathon Zero,10.5,42,4,1,3,8A,0.25
,Foo Chit Man,i-Mask Advance Squash Club 2,10.0,30,3,2,1,8A,0.6666666666666666
,Tse Percy Cheung Ka,i-Mask Advance Squash Club 2,9.0,9,1,1,0,8A,1.0
,Breton Arthur,Physical Chess 3,9.0,18,2,1,1,8A,0.5
,Chan Tsz Chung,Physical Chess 3,9.0,9,1,0,1,8A,0.0
,Luk Jackie Ching Chug,LONGVIEW,7.0,21,3,0,3,8A,0.0
,Au Yeung Albert Tsz Hung,i-Mask Advance Squash Club 2,6.0,6,1,0,1,8A,0.0
,Leung Hok Sum,LONGVIEW,6.0,6,1,0,1,8A,0.0
,Ngai Chun Kit,LONGVIEW,6.0,6,1,0,1,8A,0.0
,Lam Pak Kei Chris,LONGVIEW,5.0,15,3,0,3,8A,0.0
,Lai Tsz Pang,LONGVIEW,4.5,9,2,0,2,8A,0.0
,Wong Ho Sang,LONGVIEW,3.0,3,1,0,1,8A,0.0
,Cheung Ka Lun Alan,LONGVIEW,3.0,3,1,0,1,8A,0.0
,Chan Alice Yin Ling,LONGVIEW,1.5,3,2,0,2,8A,0.0
,Lam Arthur Chi Keung,LONGVIEW,0.0,0,1,0,1,8A,0.0
,Chan Connal Tak Kay,i-Mask Advance Squash Club 2,0.0,0,1,0,1,8A,0.0
,Lau Ho Wing,i-Mask Advance Squash Club 2,0.0,0,2,0,2,8A,0.0
,Cheng Kathy Ka Wai,i-Mask Advance Squash Club 2,0.0,0,1,0,1,8A,0.0
,Yuen Wai Ting,LONGVIEW,0.0,0,1,0,1,8A,0.0
,Lo Sing Chi,i-Mask Advance Squash Club 2,0.0,0,0,0,0,8A,0.0
,Sze Wai Kat,Sha Tin 3,0.0,0,0,0,0,8A,0.0
,Chu Kwok Lun,TOMCAT,0.0,0,0,0,0,8A,0.0
,Lam Dennis Wun Cheung,Kinetic 2,0.0,0,0,0,0,8A,0.0
