Player Name,HKS No.,Team,Opponent Name,Opponent HKS No.,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Leung Henry Chi Hin,28706,Hong Kong Football Club 1B,Chung Yat Long,29836,FWD,28/11/2024,Hong Kong Football Club,1,3-1,Win,Home
Chung Yat Long,29836,FWD,Leung Henry Chi Hin,28706,Hong Kong Football Club 1B,28/11/2024,Hong Kong Football Club,1,1-3,Loss,Away
Cheng Ting To Brogan,32047,Hong Kong Football Club 1B,Ho Samuel Ka Hei,29856,FWD,28/11/2024,Hong Kong Football Club,2,0-3,Loss,Home
Ho Samuel Ka Hei,29856,FWD,Cheng Ting To Brogan,32047,Hong Kong Football Club 1B,28/11/2024,Hong Kong Football Club,2,3-0,Win,Away
Low Mark Chun Kit,33935,Hong Kong Football Club 1B,Chan Russell Chi Ho,30075,FWD,28/11/2024,Hong Kong Football Club,3,3-0,Win,Home
Chan Russell Chi Ho,30075,FWD,Low Mark Chun Kit,33935,Hong Kong Football Club 1B,28/11/2024,Hong Kong Football Club,3,0-3,Loss,Away
Wong Chi Him,28658,Hong Kong Cricket Club 1,Tang Ming Hong,28463,Kowloon Cricket Club 1A,28/11/2024,Hong Kong Cricket Club,1,3-0,Win,Home
Tang Ming Hong,28463,Kowloon Cricket Club 1A,Wong Chi Him,28658,Hong Kong Cricket Club 1,28/11/2024,Hong Kong Cricket Club,1,0-3,Loss,Away
Lam Harley Yat Ting,29568,Hong Kong Cricket Club 1,Ling To Yu,29264,Kowloon Cricket Club 1A,28/11/2024,Hong Kong Cricket Club,2,0-3,Loss,Home
Ling To Yu,29264,Kowloon Cricket Club 1A,Lam Harley Yat Ting,29568,Hong Kong Cricket Club 1,28/11/2024,Hong Kong Cricket Club,2,3-0,Win,Away
Hung Hin Wang Clemnet,34964,Hong Kong Cricket Club 1,Lam Matthew Shing Fung,30524,Kowloon Cricket Club 1A,28/11/2024,Hong Kong Cricket Club,3,0-3,Loss,Home
Lam Matthew Shing Fung,30524,Kowloon Cricket Club 1A,Hung Hin Wang Clemnet,34964,Hong Kong Cricket Club 1,28/11/2024,Hong Kong Cricket Club,3,3-0,Win,Away
Au Lap Man Rex,30742,Kowloon Cricket Club 1B,Lau Tsz Kwan,28722,Hong Kong Football Club 1A,28/11/2024,Kowloon Cricket Club,1,2-3,Loss,Home
Lau Tsz Kwan,28722,Hong Kong Football Club 1A,Au Lap Man Rex,30742,Kowloon Cricket Club 1B,28/11/2024,Kowloon Cricket Club,1,3-2,Win,Away
Tam Tommy Tsz Shing,31712,Kowloon Cricket Club 1B,Cheng Justin Hong-Chen,31629,Hong Kong Football Club 1A,28/11/2024,Kowloon Cricket Club,2,1-3,Loss,Home
Cheng Justin Hong-Chen,31629,Hong Kong Football Club 1A,Tam Tommy Tsz Shing,31712,Kowloon Cricket Club 1B,28/11/2024,Kowloon Cricket Club,2,3-1,Win,Away
Man Tsz Wing,31426,Kowloon Cricket Club 1B,Lai Long Ching,31373,Hong Kong Football Club 1A,28/11/2024,Kowloon Cricket Club,3,3-2,Win,Home
Lai Long Ching,31373,Hong Kong Football Club 1A,Man Tsz Wing,31426,Kowloon Cricket Club 1B,28/11/2024,Kowloon Cricket Club,3,2-3,Loss,Away
