Player Name,Team,Opponent Name,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Wong Shuk Ting Ruby,Hong Kong Football Club L4,Chan Siu Yuen,JESSICA Smashin' Mochi,17/01/2025,Hong Kong Football Club,1,3-0,Win,Home
Chan Siu Yuen,JESSICA Smashin' Mochi,Wong Shuk Ting Ruby,Hong Kong Football Club L4,17/01/2025,Hong Kong Football Club,1,0-3,Loss,Away
Morton Mavis,Hong Kong Football Club L4,Ho Chin Pik,JESSICA Smashin' Mochi,17/01/2025,Hong Kong Football Club,2,1-3,Loss,Home
Ho Chin Pik,JESSICA Smashin' Mochi,Morton Mavis,Hong Kong Football Club L4,17/01/2025,Hong Kong Football Club,2,3-1,Win,Away
Fong Chui Ping,Hong Kong Football Club L4,Cheung Hei Sun,JESSICA Smashin' Mochi,17/01/2025,Hong Kong Football Club,3,3-0,Win,Home
Cheung Hei Sun,JESSICA Smashin' Mochi,Fong Chui Ping,Hong Kong Football Club L4,17/01/2025,Hong Kong Football Club,3,0-3,Loss,Away
Li Yuxing,i-Mask Advance Squash Club L4,Leung Lilian Wai Shan,Hong Kong Cricket Club L4,17/01/2025,Cornwall Street Squash Centre,1,0-3,Loss,Home
Leung Lilian Wai Shan,Hong Kong Cricket Club L4,Li Yuxing,i-Mask Advance Squash Club L4,17/01/2025,Cornwall Street Squash Centre,1,3-0,Win,Away
Lin Hei Chi Amber,i-Mask Advance Squash Club L4,Cheng Hiu Tung,Hong Kong Cricket Club L4,17/01/2025,Cornwall Street Squash Centre,2,0-3,Loss,Home
Cheng Hiu Tung,Hong Kong Cricket Club L4,Lin Hei Chi Amber,i-Mask Advance Squash Club L4,17/01/2025,Cornwall Street Squash Centre,2,3-0,Win,Away
Unknown,i-Mask Advance Squash Club L4,Verma Tara,Hong Kong Cricket Club L4,17/01/2025,Cornwall Street Squash Centre,3,CR,Loss,Home
Verma Tara,Hong Kong Cricket Club L4,Unknown,i-Mask Advance Squash Club L4,17/01/2025,Cornwall Street Squash Centre,3,CR,Win,Away
